Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,97.00,51.00,28.00,18.00,43.00,10.00,33.00,19.00,19.00,1.00,97.00,17.00,30.00,56.67,14.00,31.00,45.16,18.00,23.00,78.26,2.00,5.00,0.26,3.00,21.00,0.14,19.00,3.00,113.00
Minas,1,0.00,97.00,36.00,42.00,19.00,33.00,12.00,21.00,21.00,16.00,1.31,97.00,12.00,25.00,48.00,21.00,40.00,52.50,19.00,27.00,70.37,3.00,5.00,0.31,2.00,20.00,0.10,16.00,2.00,102.00
Sesi Franca,1,0.00,95.00,30.00,48.00,17.00,32.00,10.00,22.00,17.00,10.00,1.70,95.00,10.00,31.00,32.26,24.00,41.00,58.54,17.00,18.00,94.44,1.00,11.00,1.10,0.00,22.00,0.00,10.00,0.00,106.00
Joinville / AABJ,1,0.00,89.00,51.00,32.00,6.00,42.00,17.00,25.00,19.00,7.00,2.71,89.00,17.00,36.00,47.22,16.00,35.00,45.71,6.00,9.00,66.67,1.00,8.00,1.14,2.00,22.00,0.09,7.00,0.00,112.00
Mogi,3,0.00,87.00,25.00,44.00,18.00,32.67,8.33,24.33,19.67,12.33,1.59,87.00,8.33,23.67,35.21,22.00,38.00,57.89,18.00,23.67,76.06,1.33,9.33,0.76,2.67,21.33,0.13,12.33,2.33,101.67
BRB/Brasília,1,0.00,82.00,45.00,24.00,13.00,27.00,4.00,23.00,21.00,13.00,1.62,82.00,15.00,27.00,55.56,12.00,22.00,54.55,13.00,20.00,65.00,1.00,3.00,0.23,4.00,24.00,0.17,13.00,2.00,94.00
R10 Score Vasco da Gama,1,0.00,78.00,12.00,46.00,20.00,39.00,8.00,31.00,17.00,14.00,1.21,78.00,4.00,16.00,25.00,23.00,44.00,52.27,20.00,26.00,76.92,2.00,8.00,0.57,1.00,22.00,0.05,14.00,1.00,90.00
Flamengo,2,0.00,74.00,19.50,37.00,17.50,36.50,11.50,25.00,14.50,8.50,1.71,74.00,6.50,33.00,19.70,18.50,36.00,51.39,17.50,21.50,81.40,0.50,10.50,1.24,0.50,19.50,0.03,8.50,0.50,79.50
Corinthians,2,0.00,62.50,15.00,38.00,9.50,41.50,15.00,26.50,15.50,16.50,0.94,62.50,5.00,19.50,25.64,19.00,48.00,39.58,9.50,15.00,63.33,2.50,5.50,0.33,2.00,20.00,0.10,16.50,3.00,61.50
Bauru Basket,2,0.00,61.50,18.00,27.00,16.50,36.00,11.00,25.00,12.50,17.50,0.71,61.50,6.00,22.00,27.27,13.50,31.00,43.55,16.50,21.00,78.57,0.50,4.50,0.26,1.50,18.00,0.08,17.50,3.50,60.00
Fortaleza B. C. / CFO,2,0.00,60.00,15.00,35.00,10.00,40.50,14.50,26.00,9.50,16.50,0.58,60.00,5.00,19.00,26.32,17.50,37.50,46.67,10.00,17.50,57.14,0.50,9.00,0.55,2.00,19.00,0.11,16.50,4.50,63.00
Botafogo,2,0.00,59.00,16.50,29.00,13.50,29.00,7.50,21.50,11.00,16.50,0.67,59.00,5.50,17.00,32.35,14.50,34.50,42.03,13.50,19.50,69.23,1.00,9.00,0.55,0.50,25.00,0.02,16.50,3.00,54.50
Coop/São José Basketball,1,0.00,57.00,27.00,22.00,8.00,47.00,14.00,33.00,13.00,18.00,0.72,57.00,9.00,29.00,31.03,11.00,31.00,35.48,8.00,12.00,66.67,0.00,5.00,0.28,2.00,23.00,0.09,18.00,3.00,62.00
