Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
R10 Score Vasco da Gama,2,0.00,85.00,21.00,46.00,18.00,44.00,14.50,29.50,16.00,15.50,1.03,85.00,7.00,24.00,29.17,23.00,43.00,53.49,18.00,24.00,75.00,0.00,6.50,0.42,0.00,22.00,0.00,15.50,1.50,92.50
Flamengo,2,0.00,84.50,22.50,45.00,17.00,41.00,14.00,27.00,15.50,15.00,1.03,84.50,7.50,22.00,34.09,22.50,39.00,57.69,17.00,22.00,77.27,0.50,4.50,0.30,1.00,21.50,0.05,15.00,1.00,95.50
Bauru Basket,1,0.00,82.00,36.00,30.00,16.00,37.00,6.00,31.00,23.00,13.00,1.77,82.00,12.00,25.00,48.00,15.00,29.00,51.72,16.00,22.00,72.73,1.00,8.00,0.62,1.00,18.00,0.06,13.00,1.00,105.00
Minas,2,0.00,82.00,25.50,44.00,12.50,43.50,17.00,26.50,22.50,13.50,1.67,82.00,8.50,27.50,30.91,22.00,42.50,51.76,12.50,21.50,58.14,3.00,6.00,0.44,1.00,18.50,0.05,13.50,1.00,93.00
Coop/São José Basketball,2,0.00,81.50,22.50,40.00,19.00,25.00,4.50,20.50,22.00,15.00,1.47,81.50,7.50,23.50,31.91,20.00,31.00,64.52,19.00,24.50,77.55,1.00,10.50,0.70,0.50,26.00,0.02,15.00,2.50,92.00
Pinheiros,2,0.00,80.50,36.00,30.00,14.50,37.00,10.00,27.00,13.50,11.00,1.23,80.50,12.00,25.00,48.00,15.00,37.00,40.54,14.50,23.00,63.04,0.50,5.00,0.45,2.00,20.00,0.10,11.00,3.00,83.50
Joinville / AABJ,2,0.00,80.50,24.00,44.00,12.50,35.00,11.50,23.50,11.50,13.50,0.85,80.50,8.00,28.50,28.07,22.00,40.50,54.32,12.50,16.50,75.76,1.50,9.00,0.67,4.00,23.00,0.17,13.50,1.50,83.00
Sesi Franca,2,0.00,77.50,33.00,30.00,14.50,34.00,7.00,27.00,16.50,11.50,1.43,77.50,11.00,30.00,36.67,15.00,28.00,53.57,14.50,20.00,72.50,1.00,6.00,0.52,1.50,17.00,0.09,11.50,0.50,86.00
Corinthians,1,0.00,77.00,21.00,42.00,14.00,44.00,16.00,28.00,22.00,9.00,2.44,77.00,7.00,22.00,31.82,21.00,48.00,43.75,14.00,18.00,77.78,2.00,4.00,0.44,7.00,29.00,0.24,9.00,1.00,99.00
Mogi,2,0.00,76.50,28.50,35.00,13.00,42.50,8.50,34.00,13.00,12.50,1.04,76.50,9.50,18.50,51.35,17.50,36.50,47.95,13.00,20.50,63.41,1.50,5.00,0.40,1.00,15.50,0.06,12.50,2.00,90.00
BRB/Brasília,1,0.00,76.00,30.00,34.00,12.00,29.00,5.00,24.00,9.00,10.00,0.90,76.00,10.00,33.00,30.30,17.00,29.00,58.62,12.00,16.00,75.00,1.00,5.00,0.50,1.00,25.00,0.04,10.00,2.00,71.00
Botafogo,1,0.00,69.00,18.00,42.00,9.00,37.00,13.00,24.00,16.00,11.00,1.45,69.00,6.00,25.00,24.00,21.00,39.00,53.85,9.00,11.00,81.82,1.00,5.00,0.45,1.00,23.00,0.04,11.00,2.00,78.00
Fortaleza B. C. / CFO,2,0.00,65.50,22.50,38.00,5.00,34.00,10.00,24.00,15.50,9.50,1.63,65.50,7.50,28.50,26.32,19.00,39.00,48.72,5.00,9.50,52.63,0.00,8.00,0.84,3.00,19.00,0.16,9.50,1.00,71.00
