Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,109.00,60.00,36.00,13.00,38.00,8.00,30.00,26.00,11.00,2.36,109.00,20.00,37.00,54.05,18.00,32.00,56.25,13.00,15.00,86.67,3.00,7.00,0.64,1.00,23.00,0.04,11.00,1.00,137.00
BRB/Brasília,1,0.00,98.00,24.00,62.00,12.00,43.00,14.00,29.00,27.00,17.00,1.59,98.00,8.00,20.00,40.00,31.00,53.00,58.49,12.00,16.00,75.00,2.00,6.00,0.35,2.00,18.00,0.11,17.00,1.00,121.00
Sesi Franca,1,0.00,93.00,33.00,44.00,16.00,32.00,6.00,26.00,19.00,17.00,1.12,93.00,11.00,28.00,39.29,22.00,30.00,73.33,16.00,20.00,80.00,2.00,7.00,0.41,3.00,21.00,0.14,17.00,2.00,108.00
Corinthians,1,0.00,90.00,24.00,46.00,20.00,40.00,13.00,27.00,22.00,15.00,1.47,90.00,8.00,26.00,30.77,23.00,41.00,56.10,20.00,23.00,86.96,0.00,9.00,0.60,2.00,19.00,0.11,15.00,3.00,109.00
Fortaleza B. C. / CFO,1,0.00,88.00,30.00,50.00,8.00,33.00,4.00,29.00,21.00,14.00,1.50,88.00,10.00,19.00,52.63,25.00,41.00,60.98,8.00,11.00,72.73,1.00,9.00,0.64,7.00,20.00,0.35,14.00,3.00,116.00
Joinville / AABJ,2,0.00,83.50,40.50,30.00,13.00,32.00,10.50,21.50,14.50,15.50,0.94,83.50,13.50,32.00,42.19,15.00,35.00,42.86,13.00,17.00,76.47,1.00,8.50,0.55,3.00,15.00,0.20,15.50,3.50,83.50
Coop/São José Basketball,1,0.00,82.00,9.00,56.00,17.00,45.00,9.00,36.00,22.00,14.00,1.57,82.00,3.00,20.00,15.00,28.00,42.00,66.67,17.00,23.00,73.91,0.00,7.00,0.50,4.00,22.00,0.18,14.00,1.00,109.00
Mogi,1,0.00,79.00,18.00,48.00,13.00,35.00,12.00,23.00,21.00,17.00,1.24,79.00,6.00,26.00,23.08,24.00,43.00,55.81,13.00,16.00,81.25,3.00,8.00,0.47,6.00,19.00,0.32,17.00,2.00,90.00
Pinheiros,2,0.00,76.50,21.00,41.00,14.50,34.50,11.00,23.50,13.50,14.50,0.93,76.50,7.00,23.00,30.43,20.50,39.00,52.56,14.50,18.50,78.38,2.00,10.00,0.69,1.00,17.00,0.06,14.50,5.00,82.50
Flamengo,1,0.00,73.00,30.00,26.00,17.00,48.00,15.00,33.00,16.00,21.00,0.76,73.00,10.00,28.00,35.71,13.00,25.00,52.00,17.00,20.00,85.00,1.00,1.00,0.05,1.00,20.00,0.05,21.00,3.00,85.00
Bauru Basket,1,0.00,68.00,15.00,48.00,5.00,27.00,3.00,24.00,9.00,14.00,0.64,68.00,5.00,25.00,20.00,24.00,35.00,68.57,5.00,7.00,71.43,2.00,6.00,0.43,4.00,20.00,0.20,14.00,3.00,67.00
Botafogo,1,0.00,67.00,21.00,38.00,8.00,27.00,11.00,16.00,12.00,5.00,2.40,67.00,7.00,29.00,24.14,19.00,40.00,47.50,8.00,12.00,66.67,1.00,8.00,1.60,3.00,22.00,0.14,5.00,1.00,65.00
R10 Score Vasco da Gama,2,0.00,66.50,16.50,36.00,14.00,32.00,7.50,24.50,14.50,15.50,0.94,66.50,5.50,21.50,25.58,18.00,39.50,45.57,14.00,20.50,68.29,0.50,6.00,0.39,1.00,20.50,0.05,15.50,2.50,60.00
