Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,85.00,27.00,36.00,22.00,42.00,13.00,29.00,19.00,15.00,1.27,85.00,9.00,37.00,24.32,18.00,31.00,58.06,22.00,25.00,88.00,2.00,5.00,0.33,1.00,31.00,0.03,15.00,0.00,91.00
Flamengo,2,0.00,85.00,19.50,53.00,12.50,47.50,13.00,34.50,14.50,10.50,1.38,85.00,6.50,22.00,29.55,26.50,45.00,58.89,12.50,17.50,71.43,1.00,4.50,0.43,2.50,17.00,0.15,10.50,2.00,104.50
Pinheiros,2,0.00,80.00,36.00,26.00,18.00,39.00,11.00,28.00,14.50,16.00,0.91,80.00,12.00,29.50,40.68,13.00,28.50,45.61,18.00,27.00,66.67,0.00,5.00,0.31,0.50,25.00,0.02,16.00,2.00,81.00
R10 Score Vasco da Gama,1,0.00,77.00,27.00,34.00,16.00,37.00,10.00,27.00,14.00,15.00,0.93,77.00,9.00,23.00,39.13,17.00,39.00,43.59,16.00,22.00,72.73,0.00,6.00,0.40,1.00,18.00,0.06,15.00,2.00,78.00
BRB/Brasília,1,0.00,76.00,24.00,44.00,8.00,37.00,8.00,29.00,16.00,15.00,1.07,76.00,8.00,23.00,34.78,22.00,37.00,59.46,8.00,17.00,47.06,0.00,5.00,0.33,3.00,24.00,0.13,15.00,1.00,83.00
Bauru Basket,1,0.00,75.00,33.00,26.00,16.00,34.00,10.00,24.00,14.00,12.00,1.17,75.00,11.00,31.00,35.48,13.00,29.00,44.83,16.00,24.00,66.67,0.00,5.00,0.42,1.00,21.00,0.05,12.00,1.00,73.00
Fortaleza B. C. / CFO,2,0.00,74.00,25.50,40.00,8.50,38.50,12.00,26.50,12.00,17.50,0.69,74.00,8.50,26.00,32.69,20.00,37.00,54.05,8.50,13.00,65.38,0.50,4.00,0.23,1.50,19.00,0.08,17.50,6.00,73.50
Botafogo,2,0.00,72.50,22.50,37.00,13.00,33.50,13.00,20.50,16.00,13.50,1.19,72.50,7.50,21.50,34.88,18.50,40.00,46.25,13.00,18.00,72.22,1.00,6.00,0.44,2.00,21.50,0.09,13.50,3.00,76.00
Mogi,2,0.00,69.50,19.50,41.00,9.00,42.50,17.50,25.00,14.00,9.00,1.56,69.50,6.50,25.00,26.00,20.50,50.00,41.00,9.00,12.50,72.00,1.50,6.00,0.67,3.50,16.50,0.21,9.00,1.00,75.00
Minas,1,0.00,64.00,24.00,36.00,4.00,44.00,16.00,28.00,5.00,14.00,0.36,64.00,8.00,23.00,34.78,18.00,46.00,39.13,4.00,9.00,44.44,0.00,8.00,0.57,4.00,13.00,0.31,14.00,3.00,63.00
Joinville / AABJ,1,0.00,50.00,21.00,24.00,5.00,35.00,11.00,24.00,8.00,14.00,0.57,50.00,7.00,30.00,23.33,12.00,33.00,36.36,5.00,8.00,62.50,1.00,4.00,0.29,4.00,16.00,0.25,14.00,4.00,40.00
