Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,102.00,39.00,42.00,21.00,37.00,14.00,23.00,31.00,13.00,2.38,102.00,13.00,29.00,44.83,21.00,33.00,63.64,21.00,25.00,84.00,0.00,6.00,0.46,1.00,19.00,0.05,13.00,1.00,132.00
Coop/São José Basketball,2,0.00,92.00,21.00,48.00,23.00,38.00,10.50,27.50,24.50,11.50,2.13,92.00,7.00,20.00,35.00,24.00,44.00,54.55,23.00,30.50,75.41,0.50,6.50,0.57,1.00,27.50,0.04,11.50,2.00,110.00
Mogi,2,0.00,91.50,19.50,53.00,19.00,39.00,12.50,26.50,20.50,10.00,2.05,91.50,6.50,23.50,27.66,26.50,47.00,56.38,19.00,26.50,71.70,1.00,6.00,0.60,2.50,21.00,0.12,10.00,0.50,104.50
Pinheiros,1,0.00,91.00,36.00,46.00,9.00,27.00,6.00,21.00,15.00,4.00,3.75,91.00,12.00,30.00,40.00,23.00,41.00,56.10,9.00,11.00,81.82,0.00,8.00,2.00,0.00,19.00,0.00,4.00,0.00,99.00
Bauru Basket,1,0.00,85.00,30.00,38.00,17.00,43.00,12.00,31.00,20.00,14.00,1.43,85.00,10.00,25.00,40.00,19.00,35.00,54.29,17.00,26.00,65.38,3.00,9.00,0.64,3.00,26.00,0.12,14.00,3.00,106.00
Minas,1,0.00,85.00,27.00,34.00,24.00,43.00,21.00,22.00,21.00,10.00,2.10,85.00,9.00,28.00,32.14,17.00,39.00,43.59,24.00,33.00,72.73,2.00,10.00,1.00,0.00,20.00,0.00,10.00,0.00,99.00
Corinthians,2,0.00,85.00,21.00,43.00,21.00,44.00,15.50,28.50,20.50,13.50,1.52,85.00,7.00,24.00,29.17,21.50,42.50,50.59,21.00,31.00,67.74,2.50,4.50,0.33,1.50,28.00,0.05,13.50,2.50,94.00
Joinville / AABJ,2,0.00,83.50,31.50,35.00,17.00,36.00,9.00,27.00,16.00,15.50,1.03,83.50,10.50,27.50,38.18,17.50,34.00,51.47,17.00,24.00,70.83,0.50,5.00,0.32,4.50,23.50,0.19,15.50,3.50,89.00
Sesi Franca,1,0.00,79.00,15.00,50.00,14.00,38.00,8.00,30.00,16.00,16.00,1.00,79.00,5.00,21.00,23.81,25.00,39.00,64.10,14.00,15.00,93.33,4.00,3.00,0.19,1.00,17.00,0.06,16.00,2.00,90.00
Botafogo,2,0.00,75.00,22.50,41.00,11.50,28.50,9.00,19.50,15.50,16.00,0.97,75.00,7.50,17.50,42.86,20.50,40.50,50.62,11.50,16.00,71.88,1.50,7.00,0.44,1.50,25.00,0.06,16.00,2.50,76.50
Fortaleza B. C. / CFO,2,0.00,71.00,22.50,38.00,10.50,43.50,16.00,27.50,14.50,13.50,1.07,71.00,7.50,26.00,28.85,19.00,40.50,46.91,10.50,19.00,55.26,3.00,8.00,0.59,2.00,17.50,0.11,13.50,4.50,76.50
Paulistano,1,0.00,64.00,30.00,20.00,14.00,38.00,14.00,24.00,9.00,15.00,0.60,64.00,10.00,33.00,30.30,10.00,29.00,34.48,14.00,20.00,70.00,5.00,7.00,0.47,1.00,24.00,0.04,15.00,2.00,56.00
BRB/Brasília,1,0.00,63.00,21.00,30.00,12.00,27.00,4.00,23.00,15.00,16.00,0.94,63.00,7.00,24.00,29.17,15.00,29.00,51.72,12.00,16.00,75.00,2.00,4.00,0.25,0.00,23.00,0.00,16.00,4.00,58.00
R10 Score Vasco da Gama,1,0.00,60.00,12.00,44.00,4.00,42.00,7.00,35.00,14.00,17.00,0.82,60.00,4.00,21.00,19.05,22.00,40.00,55.00,4.00,8.00,50.00,1.00,8.00,0.47,2.00,17.00,0.12,17.00,4.00,70.00
