Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,2,0.00,96.00,34.50,47.00,14.50,44.50,12.50,32.00,26.50,13.50,1.96,96.00,11.50,25.50,45.10,23.50,41.00,57.32,14.50,22.50,64.44,5.50,3.50,0.26,5.00,20.00,0.25,13.50,1.50,122.50
Sesi Franca,1,0.00,95.00,27.00,44.00,24.00,31.00,5.00,26.00,13.00,12.00,1.08,95.00,9.00,27.00,33.33,22.00,30.00,73.33,24.00,28.00,85.71,0.00,5.00,0.42,0.00,12.00,0.00,12.00,4.00,102.00
Flamengo,1,0.00,91.00,27.00,48.00,16.00,45.00,15.00,30.00,26.00,10.00,2.60,91.00,9.00,31.00,29.03,24.00,41.00,58.54,16.00,19.00,84.21,0.00,6.00,0.60,2.00,18.00,0.11,10.00,1.00,118.00
Joinville / AABJ,2,0.00,88.50,39.00,40.00,9.50,30.50,10.50,20.00,14.50,9.50,1.53,88.50,13.00,30.50,42.62,20.00,39.50,50.63,9.50,14.00,67.86,1.00,5.00,0.53,2.00,25.00,0.08,9.50,1.50,89.50
Mogi,1,0.00,88.00,33.00,46.00,9.00,48.00,13.00,35.00,29.00,9.00,3.22,88.00,11.00,28.00,39.29,23.00,42.00,54.76,9.00,13.00,69.23,0.00,4.00,0.44,6.00,19.00,0.32,9.00,0.00,125.00
Coop/São José Basketball,1,0.00,87.00,27.00,50.00,10.00,37.00,5.00,32.00,23.00,16.00,1.44,87.00,9.00,25.00,36.00,25.00,33.00,75.76,10.00,13.00,76.92,2.00,4.00,0.25,2.00,21.00,0.10,16.00,4.00,110.00
Corinthians,1,0.00,87.00,24.00,40.00,23.00,36.00,9.00,27.00,21.00,11.00,1.91,87.00,8.00,24.00,33.33,20.00,34.00,58.82,23.00,25.00,92.00,1.00,5.00,0.45,1.00,21.00,0.05,11.00,1.00,106.00
Bauru Basket,1,0.00,83.00,24.00,42.00,17.00,35.00,12.00,23.00,20.00,8.00,2.50,83.00,8.00,29.00,27.59,21.00,38.00,55.26,17.00,22.00,77.27,0.00,7.00,0.88,2.00,24.00,0.08,8.00,1.00,95.00
BRB/Brasília,3,0.00,81.67,27.00,40.67,14.00,30.00,7.33,22.67,22.00,10.00,2.20,81.67,9.00,29.33,30.68,20.33,35.67,57.01,14.00,20.67,67.74,0.00,9.00,0.90,2.00,19.00,0.11,10.00,1.67,92.33
Pinheiros,2,0.00,81.00,37.50,35.00,8.50,38.50,16.00,22.50,15.50,15.00,1.03,81.00,12.50,36.00,34.72,17.50,34.50,50.72,8.50,11.00,77.27,2.00,8.50,0.57,1.00,17.50,0.06,15.00,3.00,86.50
Botafogo,1,0.00,76.00,21.00,40.00,15.00,32.00,12.00,20.00,16.00,20.00,0.80,76.00,7.00,19.00,36.84,20.00,36.00,55.56,15.00,20.00,75.00,1.00,8.00,0.40,1.00,17.00,0.06,20.00,3.00,80.00
Minas,3,0.00,72.67,26.00,34.00,12.67,34.67,9.00,25.67,15.33,15.33,1.00,72.67,8.67,27.00,32.10,17.00,35.33,48.11,12.67,16.67,76.00,1.00,9.00,0.59,2.00,18.67,0.11,15.33,2.33,77.00
Fortaleza B. C. / CFO,1,0.00,70.00,30.00,36.00,4.00,44.00,15.00,29.00,13.00,20.00,0.65,70.00,10.00,24.00,41.67,18.00,39.00,46.15,4.00,16.00,25.00,2.00,9.00,0.45,0.00,19.00,0.00,20.00,4.00,68.00
R10 Score Vasco da Gama,2,0.00,70.00,28.50,31.00,10.50,36.50,9.00,27.50,16.00,10.50,1.52,70.00,9.50,24.50,38.78,15.50,41.00,37.80,10.50,12.50,84.00,0.00,6.50,0.62,1.50,16.50,0.09,10.50,0.50,77.50
