Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,98.00,39.00,46.00,13.00,35.00,10.00,25.00,16.00,16.00,1.00,98.00,13.00,26.00,50.00,23.00,34.00,67.65,13.00,16.00,81.25,4.00,5.00,0.31,0.00,21.00,0.00,16.00,3.00,111.00
Paulistano,1,0.00,97.00,30.00,54.00,13.00,50.00,18.00,32.00,16.00,19.00,0.84,97.00,10.00,32.00,31.25,27.00,46.00,58.70,13.00,19.00,68.42,3.00,7.00,0.37,1.00,21.00,0.05,19.00,1.00,104.00
Flamengo,2,0.00,93.50,39.00,39.00,15.50,45.50,12.00,33.50,21.50,14.50,1.48,93.50,13.00,35.50,36.62,19.50,32.50,60.00,15.50,20.00,77.50,0.00,10.50,0.72,0.50,19.00,0.03,14.50,2.00,117.00
Mogi,1,0.00,89.00,27.00,42.00,20.00,37.00,7.00,30.00,24.00,18.00,1.33,89.00,9.00,25.00,36.00,21.00,32.00,65.63,20.00,24.00,83.33,2.00,5.00,0.28,0.00,23.00,0.00,18.00,5.00,106.00
Joinville / AABJ,2,0.00,87.00,33.00,41.00,13.00,37.50,9.50,28.00,14.00,13.50,1.04,87.00,11.00,35.50,30.99,20.50,36.50,56.16,13.00,19.50,66.67,1.00,8.50,0.63,1.00,23.50,0.04,13.50,1.50,87.50
BRB/Brasília,1,0.00,81.00,18.00,44.00,19.00,33.00,10.00,23.00,12.00,19.00,0.63,81.00,6.00,23.00,26.09,22.00,37.00,59.46,19.00,21.00,90.48,3.00,13.00,0.68,6.00,26.00,0.23,19.00,2.00,90.00
Coop/São José Basketball,3,0.00,79.33,29.00,35.33,15.00,35.33,8.67,26.67,17.33,17.33,1.00,79.33,9.67,25.33,38.16,17.67,34.33,51.46,15.00,19.67,76.27,0.67,6.67,0.38,0.67,22.67,0.03,17.33,1.67,85.00
Fortaleza B. C. / CFO,1,0.00,79.00,3.00,60.00,16.00,33.00,8.00,25.00,16.00,12.00,1.33,79.00,1.00,15.00,6.67,30.00,47.00,63.83,16.00,21.00,76.19,2.00,9.00,0.75,3.00,28.00,0.11,12.00,3.00,92.00
Pinheiros,2,0.00,79.00,30.00,30.00,19.00,36.00,11.50,24.50,14.50,17.50,0.83,79.00,10.00,25.50,39.22,15.00,32.50,46.15,19.00,26.00,73.08,1.00,6.00,0.34,0.50,19.00,0.03,17.50,2.50,78.50
Bauru Basket,2,0.00,77.50,28.50,30.00,19.00,30.50,8.00,22.50,15.50,13.00,1.19,77.50,9.50,33.00,28.79,15.00,30.00,50.00,19.00,25.00,76.00,1.50,13.00,1.00,1.50,21.50,0.07,13.00,1.50,80.50
Botafogo,1,0.00,72.00,15.00,42.00,15.00,36.00,16.00,20.00,12.00,14.00,0.86,72.00,5.00,23.00,21.74,21.00,46.00,45.65,15.00,20.00,75.00,0.00,6.00,0.43,2.00,25.00,0.08,14.00,6.00,65.00
R10 Score Vasco da Gama,1,0.00,67.00,21.00,30.00,16.00,47.00,20.00,27.00,14.00,17.00,0.82,67.00,7.00,32.00,21.88,15.00,41.00,36.59,16.00,21.00,76.19,2.00,5.00,0.29,0.00,17.00,0.00,17.00,1.00,60.00
