Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,200.00,102.00,54.00,36.00,15.00,34.00,15.00,19.00,23.00,6.00,3.83,102.00,17.00,36.00,47.22,18.00,36.00,50.00,15.00,17.00,88.24,3.00,11.00,1.83,3.00,17.00,0.18,6.00,1.00,131.00
Flamengo,1,200.00,90.00,69.00,46.00,20.00,33.00,11.00,22.00,8.00,13.00,0.62,90.00,8.00,26.00,30.77,23.00,41.00,56.10,20.00,24.00,83.33,1.00,10.00,0.77,0.00,21.00,0.00,13.00,8.00,100.00
Sesi Franca,1,200.00,88.00,60.00,40.00,27.00,23.00,3.00,20.00,12.00,8.00,1.50,88.00,7.00,12.00,58.33,20.00,44.00,45.45,27.00,30.00,90.00,1.00,6.00,0.75,2.00,21.00,0.10,8.00,2.00,96.00
Bauru Basket,1,200.00,87.00,57.00,38.00,10.00,29.00,12.00,17.00,17.00,14.00,1.21,87.00,13.00,33.00,39.39,19.00,35.00,54.29,10.00,13.00,76.92,0.00,10.00,0.71,3.00,16.00,0.19,14.00,4.00,100.00
Fortaleza B. C. / CFO,1,200.00,87.00,57.00,38.00,19.00,24.00,7.00,17.00,9.00,6.00,1.50,87.00,10.00,24.00,41.67,19.00,42.00,45.24,19.00,22.00,86.36,0.00,5.00,0.83,2.00,23.00,0.09,6.00,1.00,85.00
Mogi,1,200.00,84.00,66.00,44.00,7.00,30.00,7.00,23.00,19.00,13.00,1.46,84.00,11.00,23.00,47.83,22.00,37.00,59.46,7.00,10.00,70.00,1.00,8.00,0.62,1.00,18.00,0.06,13.00,1.00,103.00
Limeira,1,200.00,82.00,72.00,48.00,13.00,27.00,5.00,22.00,16.00,10.00,1.60,82.00,7.00,17.00,41.18,24.00,36.00,66.67,13.00,21.00,61.90,2.00,6.00,0.60,2.00,18.00,0.11,10.00,1.00,102.00
Tijuca,1,200.00,82.00,60.00,40.00,6.00,30.00,4.00,26.00,9.00,12.00,0.75,82.00,12.00,25.00,48.00,20.00,34.00,58.82,6.00,10.00,60.00,1.00,2.00,0.17,1.00,21.00,0.05,12.00,2.00,87.00
Pinheiros,1,200.00,81.00,66.00,44.00,13.00,25.00,6.00,19.00,15.00,9.00,1.67,81.00,8.00,26.00,30.77,22.00,31.00,70.97,13.00,17.00,76.47,3.00,7.00,0.78,1.00,19.00,0.05,9.00,2.00,95.00
Uberlândia,1,200.35,80.00,69.00,46.00,10.00,27.00,7.00,20.00,10.00,14.00,0.71,80.00,8.00,21.00,38.10,23.00,37.00,62.16,10.00,11.00,90.91,1.00,3.00,0.21,0.00,17.00,0.00,14.00,2.00,81.00
Minas,1,200.00,77.00,75.00,50.00,18.00,33.00,9.00,24.00,7.00,14.00,0.50,77.00,3.00,12.00,25.00,25.00,45.00,55.56,18.00,26.00,69.23,0.00,5.00,0.36,1.00,23.00,0.04,14.00,0.00,80.00
Espírito Santo,1,200.00,74.00,69.00,46.00,16.00,32.00,7.00,25.00,9.00,5.00,1.80,74.00,4.00,24.00,16.67,23.00,39.00,58.97,16.00,21.00,76.19,1.00,8.00,1.60,0.00,20.00,0.00,5.00,2.00,84.00
Paulistano,1,200.00,71.00,57.00,38.00,18.00,27.00,13.00,14.00,7.00,16.00,0.44,71.00,5.00,12.00,41.67,19.00,40.00,47.50,18.00,34.00,52.94,0.00,12.00,0.75,3.00,14.00,0.21,16.00,3.00,79.00
L. Sorocabana,1,200.00,66.00,51.00,34.00,8.00,33.00,10.00,23.00,13.00,12.00,1.08,66.00,8.00,25.00,32.00,17.00,40.00,42.50,8.00,10.00,80.00,1.00,9.00,0.75,2.00,19.00,0.11,12.00,6.00,77.00
Coop/São José Basketball,1,200.00,65.00,48.00,32.00,9.00,32.00,7.00,25.00,11.00,12.00,0.92,65.00,8.00,23.00,34.78,16.00,33.00,48.48,9.00,14.00,64.29,0.00,5.00,0.42,1.00,18.00,0.06,12.00,2.00,72.00
Joinville,1,200.00,63.00,66.00,44.00,7.00,31.00,12.00,19.00,8.00,18.00,0.44,63.00,4.00,16.00,25.00,22.00,45.00,48.89,7.00,11.00,63.64,5.00,8.00,0.44,3.00,26.00,0.12,18.00,5.00,65.00
