Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,200.00,105.00,81.00,54.00,18.00,36.00,17.00,19.00,17.00,12.00,1.42,105.00,11.00,23.00,47.83,27.00,46.00,58.70,18.00,23.00,78.26,1.00,4.00,0.33,0.00,15.00,0.00,12.00,3.00,122.00
Pinheiros,1,225.00,102.00,57.00,38.00,31.00,31.00,5.00,26.00,13.00,7.00,1.86,102.00,11.00,35.00,31.43,19.00,31.00,61.29,31.00,42.00,73.81,1.00,8.00,1.14,5.00,22.00,0.23,7.00,1.00,117.00
Limeira,1,225.00,100.00,75.00,50.00,17.00,46.00,16.00,30.00,18.00,14.00,1.29,100.00,11.00,28.00,39.29,25.00,49.00,51.02,17.00,24.00,70.83,0.00,4.00,0.29,0.00,32.00,0.00,14.00,3.00,116.00
Uberlândia,1,200.00,95.00,57.00,38.00,27.00,35.00,7.00,28.00,21.00,14.00,1.50,95.00,10.00,29.00,34.48,19.00,32.00,59.38,27.00,31.00,87.10,1.00,3.00,0.21,1.00,33.00,0.03,14.00,5.00,114.00
Paulistano,1,200.00,95.00,72.00,48.00,26.00,36.00,12.00,24.00,23.00,17.00,1.35,95.00,7.00,21.00,33.33,24.00,39.00,61.54,26.00,37.00,70.27,8.00,15.00,0.88,0.00,24.00,0.00,17.00,4.00,127.00
Sesi Franca,1,200.00,90.00,66.00,44.00,19.00,36.00,10.00,26.00,19.00,18.00,1.06,90.00,9.00,15.00,60.00,22.00,51.00,43.14,19.00,26.00,73.08,2.00,13.00,0.72,5.00,24.00,0.21,18.00,9.00,119.00
Minas,1,200.00,90.00,69.00,46.00,8.00,23.00,11.00,12.00,16.00,9.00,1.78,90.00,12.00,26.00,46.15,23.00,42.00,54.76,8.00,10.00,80.00,0.00,8.00,0.89,2.00,17.00,0.12,9.00,3.00,100.00
Brasília,1,200.00,89.00,48.00,32.00,27.00,24.00,7.00,17.00,15.00,8.00,1.88,89.00,10.00,30.00,33.33,16.00,32.00,50.00,27.00,34.00,79.41,1.00,7.00,0.88,0.00,26.00,0.00,8.00,3.00,94.00
Bauru Basket,1,225.00,80.00,66.00,44.00,15.00,31.00,10.00,21.00,16.00,16.00,1.00,80.00,7.00,28.00,25.00,22.00,37.00,59.46,15.00,19.00,78.95,1.00,4.00,0.25,2.00,15.00,0.13,16.00,3.00,84.00
Coop/São José Basketball,1,200.00,77.00,42.00,28.00,16.00,25.00,7.00,18.00,19.00,19.00,1.00,77.00,11.00,31.00,35.48,14.00,27.00,51.85,16.00,19.00,84.21,1.00,5.00,0.26,3.00,20.00,0.15,19.00,4.00,81.00
L. Sorocabana,1,200.00,73.00,72.00,48.00,10.00,37.00,12.00,25.00,11.00,19.00,0.58,73.00,5.00,16.00,31.25,24.00,45.00,53.33,10.00,16.00,62.50,2.00,6.00,0.32,1.00,20.00,0.05,19.00,2.00,79.00
Mogi,1,225.00,73.00,69.00,46.00,9.00,32.00,12.00,20.00,10.00,16.00,0.63,73.00,6.00,18.00,33.33,23.00,48.00,47.92,9.00,16.00,56.25,2.00,7.00,0.44,0.00,22.00,0.00,16.00,3.00,72.00
Joinville,1,200.00,71.00,51.00,34.00,13.00,33.00,12.00,21.00,13.00,22.00,0.59,71.00,8.00,21.00,38.10,17.00,40.00,42.50,13.00,22.00,59.09,1.00,7.00,0.32,1.00,31.00,0.03,22.00,0.00,67.00
Fortaleza B. C. / CFO,1,200.00,68.00,66.00,44.00,15.00,31.00,12.00,19.00,14.00,24.00,0.58,68.00,3.00,18.00,16.67,22.00,44.00,50.00,15.00,21.00,71.43,1.00,7.00,0.29,2.00,25.00,0.08,24.00,8.00,69.00
Espírito Santo,1,200.00,58.00,54.00,36.00,4.00,39.00,11.00,28.00,11.00,16.00,0.69,58.00,6.00,23.00,26.09,18.00,43.00,41.86,4.00,6.00,66.67,1.00,9.00,0.56,2.00,13.00,0.15,16.00,3.00,64.00
Tijuca,1,200.00,56.00,69.00,46.00,4.00,34.00,6.00,28.00,9.00,13.00,0.69,56.00,2.00,15.00,13.33,23.00,46.00,50.00,4.00,7.00,57.14,2.00,8.00,0.62,3.00,11.00,0.27,13.00,7.00,68.00
