Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,200.00,105.00,81.00,54.00,18.00,43.00,7.00,36.00,32.00,15.00,2.13,105.00,11.00,26.00,42.31,27.00,42.00,64.29,18.00,19.00,94.74,3.00,10.00,0.67,5.00,20.00,0.25,15.00,3.00,153.00
Pinheiros,1,200.00,99.00,60.00,40.00,17.00,27.00,6.00,21.00,25.00,19.00,1.32,99.00,14.00,27.00,51.85,20.00,34.00,58.82,17.00,20.00,85.00,5.00,6.00,0.32,6.00,21.00,0.29,19.00,3.00,120.00
Sesi Franca,1,200.00,96.00,75.00,50.00,22.00,35.00,7.00,28.00,18.00,15.00,1.20,96.00,8.00,19.00,42.11,25.00,40.00,62.50,22.00,33.00,66.67,5.00,10.00,0.67,5.00,13.00,0.38,15.00,0.00,123.00
Brasília,1,200.00,96.00,78.00,52.00,20.00,27.00,8.00,19.00,24.00,12.00,2.00,96.00,8.00,21.00,38.10,26.00,46.00,56.52,20.00,24.00,83.33,2.00,9.00,0.75,6.00,18.00,0.33,12.00,2.00,119.00
Fortaleza B. C. / CFO,1,200.00,95.00,69.00,46.00,10.00,20.00,4.00,16.00,25.00,7.00,3.57,95.00,13.00,23.00,56.52,23.00,38.00,60.53,10.00,12.00,83.33,0.00,10.00,1.43,3.00,20.00,0.15,7.00,1.00,122.00
Flamengo,1,200.00,94.00,75.00,50.00,14.00,25.00,5.00,20.00,20.00,11.00,1.82,94.00,10.00,20.00,50.00,25.00,36.00,69.44,14.00,23.00,60.87,7.00,12.00,1.09,5.00,21.00,0.24,11.00,1.00,125.00
L. Sorocabana,1,199.12,93.00,90.00,60.00,21.00,28.00,8.00,20.00,17.00,14.00,1.21,93.00,4.00,11.00,36.36,30.00,45.00,66.67,21.00,28.00,75.00,6.00,14.00,1.00,3.00,19.00,0.16,14.00,0.00,119.00
Uberlândia,1,200.00,88.00,57.00,38.00,29.00,27.00,10.00,17.00,19.00,17.00,1.12,88.00,7.00,19.00,36.84,19.00,34.00,55.88,29.00,30.00,96.67,1.00,6.00,0.35,1.00,20.00,0.05,17.00,1.00,98.00
Espírito Santo,1,200.00,86.00,60.00,40.00,22.00,31.00,10.00,21.00,13.00,15.00,0.87,86.00,8.00,31.00,25.81,20.00,41.00,48.78,22.00,24.00,91.67,2.00,13.00,0.87,1.00,24.00,0.04,15.00,2.00,87.00
Minas,1,200.00,86.00,60.00,40.00,22.00,21.00,5.00,16.00,15.00,8.00,1.88,86.00,8.00,19.00,42.11,20.00,36.00,55.56,22.00,24.00,91.67,0.00,8.00,1.00,1.00,20.00,0.05,8.00,0.00,96.00
Bauru Basket,1,200.00,85.00,63.00,42.00,13.00,30.00,10.00,20.00,22.00,9.00,2.44,85.00,10.00,24.00,41.67,21.00,40.00,52.50,13.00,15.00,86.67,0.00,15.00,1.67,1.00,16.00,0.06,9.00,1.00,112.00
Limeira,1,200.00,82.00,54.00,36.00,16.00,26.00,6.00,20.00,15.00,14.00,1.07,82.00,10.00,23.00,43.48,18.00,32.00,56.25,16.00,18.00,88.89,1.00,8.00,0.57,0.00,19.00,0.00,14.00,6.00,96.00
Tijuca,1,200.00,77.00,63.00,42.00,17.00,23.00,7.00,16.00,15.00,10.00,1.50,77.00,6.00,23.00,26.09,21.00,35.00,60.00,17.00,22.00,77.27,0.00,7.00,0.70,2.00,20.00,0.10,10.00,1.00,84.00
Paulistano,1,200.00,76.00,48.00,32.00,17.00,33.00,12.00,21.00,9.00,14.00,0.64,76.00,9.00,20.00,45.00,16.00,38.00,42.11,17.00,25.00,68.00,2.00,3.00,0.21,1.00,19.00,0.05,14.00,4.00,79.00
Palmeiras,1,200.00,73.00,51.00,34.00,12.00,22.00,9.00,13.00,14.00,12.00,1.17,73.00,9.00,24.00,37.50,17.00,31.00,54.84,12.00,21.00,57.14,1.00,8.00,0.67,1.00,26.00,0.04,12.00,3.00,80.00
Joinville,1,200.00,67.00,51.00,34.00,15.00,26.00,13.00,13.00,9.00,19.00,0.47,67.00,6.00,21.00,28.57,17.00,41.00,41.46,15.00,21.00,71.43,0.00,5.00,0.26,2.00,21.00,0.10,19.00,2.00,53.00
Mogi,1,200.00,67.00,45.00,30.00,16.00,26.00,11.00,15.00,11.00,15.00,0.73,67.00,7.00,22.00,31.82,15.00,41.00,36.59,16.00,24.00,66.67,1.00,6.00,0.40,0.00,19.00,0.00,15.00,1.00,55.00
Suzano,1,200.00,44.00,42.00,28.00,7.00,28.00,9.00,19.00,6.00,20.00,0.30,44.00,3.00,18.00,16.67,14.00,31.00,45.16,7.00,12.00,58.33,0.00,6.00,0.30,1.00,15.00,0.07,20.00,5.00,38.00
