Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,200.00,100.00,69.00,46.00,21.00,41.00,14.00,27.00,17.00,10.00,1.70,100.00,11.00,21.00,52.38,23.00,46.00,50.00,21.00,24.00,87.50,5.00,8.00,0.80,1.00,22.00,0.05,10.00,3.00,127.00
Palmeiras,1,200.00,96.00,78.00,52.00,17.00,28.00,11.00,17.00,10.00,11.00,0.91,96.00,9.00,21.00,42.86,26.00,42.00,61.90,17.00,24.00,70.83,4.00,12.00,1.09,3.00,20.00,0.15,11.00,4.00,114.00
Bauru Basket,1,200.00,95.00,87.00,58.00,16.00,34.00,5.00,29.00,21.00,12.00,1.75,95.00,7.00,19.00,36.84,29.00,47.00,61.70,16.00,20.00,80.00,2.00,4.00,0.33,1.00,16.00,0.06,12.00,1.00,114.00
Espírito Santo,1,200.00,94.00,66.00,44.00,23.00,33.00,7.00,26.00,18.00,13.00,1.38,94.00,9.00,23.00,39.13,22.00,39.00,56.41,23.00,33.00,69.70,3.00,8.00,0.62,1.00,23.00,0.04,13.00,2.00,112.00
Coop/São José Basketball,1,200.00,93.00,72.00,48.00,15.00,30.00,4.00,26.00,23.00,11.00,2.09,93.00,10.00,23.00,43.48,24.00,36.00,66.67,15.00,20.00,75.00,0.00,5.00,0.45,2.00,20.00,0.10,11.00,2.00,119.00
Sesi Franca,1,200.00,91.00,96.00,64.00,12.00,29.00,11.00,18.00,14.00,11.00,1.27,91.00,5.00,18.00,27.78,32.00,48.00,66.67,12.00,23.00,52.17,5.00,8.00,0.73,4.00,21.00,0.19,11.00,2.00,108.00
Suzano,1,199.75,88.00,66.00,44.00,20.00,35.00,8.00,27.00,19.00,15.00,1.27,88.00,8.00,26.00,30.77,22.00,37.00,59.46,20.00,27.00,74.07,0.00,5.00,0.33,3.00,29.00,0.10,15.00,2.00,104.00
Minas,1,200.00,87.00,72.00,48.00,21.00,28.00,10.00,18.00,13.00,16.00,0.81,87.00,6.00,19.00,31.58,24.00,44.00,54.55,21.00,24.00,87.50,1.00,3.00,0.19,1.00,25.00,0.04,16.00,2.00,85.00
Flamengo,1,200.00,86.00,57.00,38.00,18.00,26.00,8.00,18.00,21.00,16.00,1.31,86.00,10.00,22.00,45.45,19.00,36.00,52.78,18.00,25.00,72.00,3.00,5.00,0.31,1.00,22.00,0.05,16.00,4.00,98.00
Fortaleza B. C. / CFO,1,200.00,84.00,69.00,46.00,11.00,27.00,10.00,17.00,17.00,7.00,2.43,84.00,9.00,24.00,37.50,23.00,51.00,45.10,11.00,13.00,84.62,0.00,7.00,1.00,5.00,18.00,0.28,7.00,2.00,92.00
Uberlândia,1,200.00,83.00,69.00,46.00,16.00,26.00,2.00,24.00,18.00,14.00,1.29,83.00,7.00,14.00,50.00,23.00,39.00,58.97,16.00,21.00,76.19,0.00,8.00,0.57,3.00,21.00,0.14,14.00,6.00,107.00
Joinville,1,200.00,79.00,78.00,52.00,21.00,33.00,14.00,19.00,8.00,5.00,1.60,79.00,2.00,19.00,10.53,26.00,57.00,45.61,21.00,25.00,84.00,1.00,9.00,1.80,0.00,19.00,0.00,5.00,0.00,76.00
Mogi,1,200.00,79.00,54.00,36.00,34.00,23.00,3.00,20.00,10.00,10.00,1.00,79.00,3.00,11.00,27.27,18.00,29.00,62.07,34.00,43.00,79.07,0.00,7.00,0.70,2.00,19.00,0.11,10.00,4.00,96.00
Limeira,1,200.00,71.00,36.00,24.00,14.00,22.00,8.00,14.00,15.00,15.00,1.00,71.00,11.00,29.00,37.93,12.00,25.00,48.00,14.00,20.00,70.00,0.00,4.00,0.27,2.00,29.00,0.07,15.00,2.00,70.00
L. Sorocabana,1,200.00,70.00,66.00,44.00,14.00,32.00,15.00,17.00,9.00,11.00,0.82,70.00,4.00,19.00,21.05,22.00,51.00,43.14,14.00,18.00,77.78,2.00,5.00,0.45,2.00,24.00,0.08,11.00,2.00,65.00
Tijuca,1,200.00,63.00,54.00,36.00,18.00,26.00,10.00,16.00,6.00,9.00,0.67,63.00,3.00,17.00,17.65,18.00,44.00,40.91,18.00,24.00,75.00,2.00,4.00,0.44,1.00,20.00,0.05,9.00,0.00,51.00
