Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Minas,1,200.00,97.00,81.00,54.00,22.00,35.00,12.00,23.00,19.00,16.00,1.19,97.00,7.00,17.00,41.18,27.00,45.00,60.00,22.00,31.00,70.97,2.00,11.00,0.69,3.00,23.00,0.13,16.00,5.00,126.00
Brasília,1,200.00,90.00,72.00,48.00,9.00,31.00,2.00,29.00,19.00,8.00,2.38,90.00,11.00,24.00,45.83,24.00,37.00,64.86,9.00,12.00,75.00,0.00,4.00,0.50,1.00,19.00,0.05,8.00,2.00,113.00
Mogi,1,200.00,90.00,54.00,36.00,27.00,26.00,3.00,23.00,13.00,13.00,1.00,90.00,9.00,14.00,64.29,18.00,35.00,51.43,27.00,41.00,65.85,1.00,4.00,0.31,1.00,29.00,0.03,13.00,3.00,102.00
Pinheiros,1,200.00,88.00,60.00,40.00,12.00,32.00,5.00,27.00,12.00,11.00,1.09,88.00,12.00,29.00,41.38,20.00,34.00,58.82,12.00,18.00,66.67,0.00,7.00,0.64,1.00,19.00,0.05,11.00,1.00,99.00
Palmeiras,1,200.00,87.00,75.00,50.00,10.00,38.00,12.00,26.00,17.00,7.00,2.43,87.00,9.00,25.00,36.00,25.00,47.00,53.19,10.00,25.00,40.00,1.00,12.00,1.71,1.00,21.00,0.05,7.00,3.00,113.00
Paulistano,1,200.00,86.00,63.00,42.00,14.00,31.00,7.00,24.00,19.00,10.00,1.90,86.00,10.00,23.00,43.48,21.00,41.00,51.22,14.00,17.00,82.35,3.00,5.00,0.50,2.00,23.00,0.09,10.00,1.00,101.00
Fortaleza B. C. / CFO,1,200.00,86.00,60.00,40.00,7.00,35.00,14.00,21.00,12.00,7.00,1.71,86.00,13.00,21.00,61.90,20.00,41.00,48.78,7.00,10.00,70.00,0.00,0.00,0.00,0.00,17.00,0.00,7.00,3.00,100.00
Joinville,1,200.00,85.00,54.00,36.00,28.00,29.00,10.00,19.00,10.00,12.00,0.83,85.00,7.00,20.00,35.00,18.00,47.00,38.30,28.00,37.00,75.68,1.00,8.00,0.67,6.00,29.00,0.21,12.00,5.00,89.00
Coop/São José Basketball,1,191.10,83.00,57.00,38.00,21.00,31.00,3.00,28.00,23.00,13.00,1.77,83.00,8.00,21.00,38.10,19.00,30.00,63.33,21.00,28.00,75.00,0.00,3.00,0.23,3.00,23.00,0.13,13.00,4.00,110.00
Bauru Basket,1,200.00,79.00,72.00,48.00,13.00,28.00,7.00,21.00,16.00,7.00,2.29,79.00,6.00,23.00,26.09,24.00,41.00,58.54,13.00,18.00,72.22,2.00,5.00,0.71,2.00,19.00,0.11,7.00,2.00,91.00
Flamengo,1,200.00,79.00,57.00,38.00,17.00,35.00,8.00,27.00,6.00,10.00,0.60,79.00,8.00,24.00,33.33,19.00,40.00,47.50,17.00,25.00,68.00,1.00,8.00,0.80,2.00,13.00,0.15,10.00,4.00,87.00
Limeira,1,193.00,79.00,60.00,40.00,18.00,31.00,11.00,20.00,13.00,8.00,1.63,79.00,7.00,24.00,29.17,20.00,41.00,48.78,18.00,21.00,85.71,2.00,5.00,0.63,0.00,26.00,0.00,8.00,0.00,82.00
L. Sorocabana,1,200.00,76.00,72.00,48.00,10.00,28.00,12.00,16.00,7.00,7.00,1.00,76.00,6.00,17.00,35.29,24.00,51.00,47.06,10.00,12.00,83.33,1.00,6.00,0.86,1.00,14.00,0.07,7.00,3.00,76.00
Suzano,1,200.00,76.00,48.00,32.00,11.00,28.00,10.00,18.00,19.00,16.00,1.19,76.00,11.00,25.00,44.00,16.00,37.00,43.24,11.00,18.00,61.11,0.00,5.00,0.31,1.00,23.00,0.04,16.00,1.00,79.00
Uberlândia,1,200.00,66.00,54.00,36.00,3.00,40.00,9.00,31.00,12.00,15.00,0.80,66.00,9.00,26.00,34.62,18.00,41.00,43.90,3.00,5.00,60.00,2.00,4.00,0.27,2.00,20.00,0.10,15.00,5.00,74.00
Espírito Santo,1,200.00,65.00,36.00,24.00,20.00,38.00,7.00,31.00,6.00,23.00,0.26,65.00,7.00,21.00,33.33,12.00,35.00,34.29,20.00,27.00,74.07,0.00,3.00,0.13,0.00,24.00,0.00,23.00,5.00,57.00
Sesi Franca,1,200.00,63.00,66.00,44.00,7.00,31.00,7.00,24.00,6.00,13.00,0.46,63.00,4.00,9.00,44.44,22.00,42.00,52.38,7.00,19.00,36.84,3.00,6.00,0.46,1.00,20.00,0.05,13.00,7.00,76.00
Tijuca,1,200.00,59.00,54.00,36.00,17.00,22.00,4.00,18.00,9.00,8.00,1.13,59.00,2.00,12.00,16.67,18.00,37.00,48.65,17.00,23.00,73.91,0.00,5.00,0.63,0.00,20.00,0.00,8.00,1.00,59.00
