Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,225.00,104.00,60.00,40.00,22.00,36.00,10.00,26.00,15.00,9.00,1.67,104.00,14.00,31.00,45.16,20.00,34.00,58.82,22.00,30.00,73.33,0.00,0.00,0.00,2.00,29.00,0.07,9.00,2.00,119.00
Fortaleza B. C. / CFO,1,220.02,100.00,81.00,54.00,25.00,32.00,9.00,23.00,10.00,8.00,1.25,100.00,7.00,21.00,33.33,27.00,51.00,52.94,25.00,32.00,78.13,1.00,5.00,0.63,1.00,29.00,0.03,8.00,8.00,110.00
Uberlândia,1,200.00,94.00,78.00,52.00,15.00,33.00,7.00,26.00,24.00,14.00,1.71,94.00,9.00,20.00,45.00,26.00,39.00,66.67,15.00,16.00,93.75,3.00,4.00,0.29,5.00,17.00,0.29,14.00,2.00,124.00
Pinheiros,1,200.00,91.00,45.00,30.00,13.00,33.00,8.00,25.00,20.00,12.00,1.67,91.00,16.00,36.00,44.44,15.00,25.00,60.00,13.00,17.00,76.47,2.00,8.00,0.67,1.00,16.00,0.06,12.00,3.00,114.00
Sesi Franca,1,200.00,85.00,75.00,50.00,20.00,30.00,9.00,21.00,21.00,22.00,0.95,85.00,5.00,18.00,27.78,25.00,37.00,67.57,20.00,24.00,83.33,4.00,12.00,0.55,1.00,20.00,0.05,22.00,3.00,105.00
Flamengo,1,200.00,84.00,72.00,48.00,15.00,28.00,10.00,18.00,11.00,5.00,2.20,84.00,7.00,24.00,29.17,24.00,52.00,46.15,15.00,17.00,88.24,0.00,3.00,0.60,4.00,17.00,0.24,5.00,0.00,80.00
Bauru Basket,1,200.00,83.00,60.00,40.00,16.00,20.00,5.00,15.00,18.00,8.00,2.25,83.00,9.00,20.00,45.00,20.00,45.00,44.44,16.00,17.00,94.12,2.00,9.00,1.13,1.00,18.00,0.06,8.00,1.00,88.00
Paulistano,1,200.00,83.00,54.00,36.00,20.00,33.00,13.00,20.00,13.00,13.00,1.00,83.00,9.00,20.00,45.00,18.00,38.00,47.37,20.00,27.00,74.07,3.00,7.00,0.54,2.00,27.00,0.07,13.00,4.00,98.00
Tijuca,1,200.00,83.00,36.00,24.00,32.00,25.00,4.00,21.00,15.00,17.00,0.88,83.00,9.00,18.00,50.00,12.00,31.00,38.71,32.00,39.00,82.05,1.00,11.00,0.65,1.00,19.00,0.05,17.00,5.00,95.00
Coop/São José Basketball,1,200.00,82.00,75.00,50.00,11.00,30.00,8.00,22.00,14.00,8.00,1.75,82.00,7.00,18.00,38.89,25.00,47.00,53.19,11.00,14.00,78.57,1.00,3.00,0.38,1.00,22.00,0.05,8.00,1.00,90.00
Minas,1,190.00,78.00,60.00,40.00,14.00,25.00,10.00,15.00,9.00,18.00,0.50,78.00,8.00,15.00,53.33,20.00,38.00,52.63,14.00,18.00,77.78,0.00,11.00,0.61,4.00,19.00,0.21,18.00,3.00,87.00
Espírito Santo,1,200.00,72.00,60.00,40.00,17.00,42.00,7.00,35.00,11.00,9.00,1.22,72.00,5.00,20.00,25.00,20.00,39.00,51.28,17.00,25.00,68.00,2.00,7.00,0.78,3.00,14.00,0.21,9.00,3.00,95.00
Joinville,1,200.00,69.00,54.00,36.00,9.00,27.00,10.00,17.00,16.00,13.00,1.23,69.00,8.00,21.00,38.10,18.00,38.00,47.37,9.00,17.00,52.94,1.00,10.00,0.77,9.00,19.00,0.47,13.00,2.00,87.00
Palmeiras,1,200.00,69.00,39.00,26.00,25.00,24.00,9.00,15.00,6.00,16.00,0.38,69.00,6.00,17.00,35.29,13.00,30.00,43.33,25.00,35.00,71.43,0.00,8.00,0.50,2.00,22.00,0.09,16.00,5.00,70.00
Mogi,1,200.00,68.00,51.00,34.00,10.00,28.00,6.00,22.00,14.00,19.00,0.74,68.00,8.00,22.00,36.36,17.00,36.00,47.22,10.00,16.00,62.50,0.00,3.00,0.16,0.00,27.00,0.00,19.00,2.00,63.00
Suzano,1,200.00,65.00,51.00,34.00,7.00,27.00,10.00,17.00,10.00,16.00,0.63,65.00,8.00,27.00,29.63,17.00,38.00,44.74,7.00,10.00,70.00,0.00,8.00,0.50,0.00,18.00,0.00,16.00,3.00,57.00
L. Sorocabana,1,200.00,64.00,54.00,36.00,10.00,25.00,9.00,16.00,14.00,22.00,0.64,64.00,6.00,26.00,23.08,18.00,29.00,62.07,10.00,18.00,55.56,0.00,12.00,0.55,1.00,22.00,0.05,22.00,5.00,68.00
Limeira,1,199.92,64.00,42.00,28.00,6.00,35.00,10.00,25.00,8.00,7.00,1.14,64.00,10.00,27.00,37.04,14.00,40.00,35.00,6.00,11.00,54.55,1.00,5.00,0.71,3.00,25.00,0.12,7.00,0.00,65.00
