Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,200.00,108.00,102.00,68.00,10.00,31.00,9.00,22.00,33.00,13.00,2.54,108.00,10.00,25.00,40.00,34.00,45.00,75.56,10.00,14.00,71.43,13.00,16.00,1.23,2.00,18.00,0.11,13.00,4.00,155.00
Brasília,1,200.00,97.00,60.00,40.00,15.00,27.00,7.00,20.00,20.00,9.00,2.22,97.00,14.00,34.00,41.18,20.00,29.00,68.97,15.00,18.00,83.33,2.00,6.00,0.67,2.00,18.00,0.11,9.00,1.00,115.00
Coop/São José Basketball,1,200.00,93.00,72.00,48.00,21.00,40.00,10.00,30.00,21.00,19.00,1.11,93.00,8.00,22.00,36.36,24.00,42.00,57.14,21.00,25.00,84.00,2.00,8.00,0.42,4.00,23.00,0.17,19.00,3.00,118.00
Uberlândia,1,200.00,89.00,66.00,44.00,15.00,37.00,8.00,29.00,20.00,14.00,1.43,89.00,10.00,24.00,41.67,22.00,37.00,59.46,15.00,16.00,93.75,6.00,4.00,0.29,5.00,17.00,0.29,14.00,3.00,115.00
Limeira,1,200.00,89.00,78.00,52.00,13.00,31.00,10.00,21.00,18.00,10.00,1.80,89.00,8.00,30.00,26.67,26.00,38.00,68.42,13.00,14.00,92.86,1.00,7.00,0.70,0.00,19.00,0.00,10.00,2.00,103.00
Flamengo,1,200.00,87.00,72.00,48.00,15.00,28.00,5.00,23.00,12.00,16.00,0.75,87.00,8.00,11.00,72.73,24.00,42.00,57.14,15.00,17.00,88.24,4.00,7.00,0.44,1.00,16.00,0.06,16.00,3.00,101.00
Minas,1,200.00,84.00,57.00,38.00,10.00,22.00,4.00,18.00,13.00,21.00,0.62,84.00,12.00,21.00,57.14,19.00,32.00,59.38,10.00,16.00,62.50,2.00,11.00,0.52,0.00,21.00,0.00,21.00,6.00,93.00
Espírito Santo,1,200.00,82.00,45.00,30.00,28.00,26.00,8.00,18.00,8.00,15.00,0.53,82.00,8.00,28.00,28.57,15.00,28.00,53.57,28.00,34.00,82.35,3.00,11.00,0.73,0.00,19.00,0.00,15.00,1.00,80.00
Bauru Basket,1,191.07,81.00,51.00,34.00,20.00,35.00,10.00,25.00,12.00,8.00,1.50,81.00,9.00,23.00,39.13,17.00,34.00,50.00,20.00,25.00,80.00,1.00,3.00,0.38,0.00,18.00,0.00,8.00,3.00,95.00
Fortaleza B. C. / CFO,1,200.00,78.00,51.00,34.00,20.00,36.00,9.00,27.00,15.00,11.00,1.36,78.00,8.00,23.00,34.78,17.00,34.00,50.00,20.00,25.00,80.00,1.00,8.00,0.73,3.00,23.00,0.13,11.00,2.00,99.00
Pinheiros,1,200.00,77.00,54.00,36.00,23.00,32.00,14.00,18.00,18.00,10.00,1.80,77.00,6.00,32.00,18.75,18.00,34.00,52.94,23.00,28.00,82.14,0.00,7.00,0.70,4.00,24.00,0.17,10.00,0.00,86.00
Mogi,1,200.00,77.00,60.00,40.00,16.00,34.00,9.00,25.00,15.00,13.00,1.15,77.00,7.00,19.00,36.84,20.00,39.00,51.28,16.00,21.00,76.19,0.00,8.00,0.62,1.00,21.00,0.05,13.00,1.00,92.00
Paulistano,1,200.00,73.00,60.00,40.00,12.00,29.00,9.00,20.00,15.00,11.00,1.36,73.00,7.00,23.00,30.43,20.00,45.00,44.44,12.00,17.00,70.59,4.00,7.00,0.64,4.00,20.00,0.20,11.00,2.00,78.00
Palmeiras,1,200.00,73.00,51.00,34.00,12.00,22.00,5.00,17.00,15.00,7.00,2.14,73.00,9.00,26.00,34.62,17.00,40.00,42.50,12.00,17.00,70.59,3.00,8.00,1.14,0.00,20.00,0.00,7.00,0.00,71.00
Tijuca,1,200.00,68.00,57.00,38.00,9.00,33.00,9.00,24.00,11.00,9.00,1.22,68.00,7.00,17.00,41.18,19.00,42.00,45.24,9.00,13.00,69.23,1.00,4.00,0.44,1.00,21.00,0.05,9.00,5.00,80.00
Suzano,1,200.00,66.00,51.00,34.00,14.00,29.00,13.00,16.00,10.00,25.00,0.40,66.00,6.00,16.00,37.50,17.00,39.00,43.59,14.00,24.00,58.33,1.00,6.00,0.24,1.00,12.00,0.08,25.00,6.00,61.00
Joinville,1,200.00,62.00,63.00,42.00,17.00,30.00,10.00,20.00,9.00,17.00,0.53,62.00,1.00,17.00,5.88,21.00,45.00,46.67,17.00,24.00,70.83,2.00,9.00,0.53,3.00,23.00,0.13,17.00,1.00,57.00
L. Sorocabana,1,200.00,59.00,60.00,40.00,7.00,24.00,8.00,16.00,10.00,12.00,0.83,59.00,4.00,23.00,17.39,20.00,43.00,46.51,7.00,9.00,77.78,0.00,7.00,0.58,1.00,17.00,0.06,12.00,4.00,51.00
