Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,275.00,114.00,84.00,56.00,31.00,44.00,17.00,27.00,12.00,11.00,1.09,114.00,9.00,19.00,47.37,28.00,58.00,48.28,31.00,49.00,63.27,2.00,6.00,0.55,1.00,26.00,0.04,11.00,3.00,129.00
Minas,1,275.00,109.00,99.00,66.00,22.00,44.00,13.00,31.00,27.00,16.00,1.69,109.00,7.00,25.00,28.00,33.00,58.00,56.90,22.00,27.00,81.48,3.00,8.00,0.50,2.00,31.00,0.06,16.00,5.00,136.00
Limeira,1,200.00,96.00,75.00,50.00,19.00,22.00,4.00,18.00,12.00,7.00,1.71,96.00,9.00,18.00,50.00,25.00,40.00,62.50,19.00,22.00,86.36,1.00,7.00,1.00,1.00,19.00,0.05,7.00,3.00,110.00
L. Sorocabana,1,200.00,94.00,60.00,40.00,15.00,20.00,6.00,14.00,14.00,9.00,1.56,94.00,13.00,26.00,50.00,20.00,29.00,68.97,15.00,19.00,78.95,2.00,7.00,0.78,2.00,13.00,0.15,9.00,1.00,107.00
Fortaleza B. C. / CFO,1,200.00,92.00,72.00,48.00,17.00,36.00,9.00,27.00,20.00,3.00,6.67,92.00,9.00,16.00,56.25,24.00,45.00,53.33,17.00,26.00,65.38,0.00,7.00,2.33,3.00,23.00,0.13,3.00,2.00,129.00
Uberlândia,1,200.00,86.00,60.00,40.00,19.00,22.00,5.00,17.00,17.00,11.00,1.55,86.00,9.00,22.00,40.91,20.00,35.00,57.14,19.00,19.00,100.00,2.00,3.00,0.27,1.00,18.00,0.06,11.00,2.00,92.00
Mogi,1,200.00,86.00,78.00,52.00,16.00,37.00,17.00,20.00,13.00,12.00,1.08,86.00,6.00,22.00,27.27,26.00,50.00,52.00,16.00,20.00,80.00,1.00,11.00,0.92,1.00,27.00,0.04,12.00,0.00,96.00
Tijuca,1,200.00,86.00,72.00,48.00,14.00,25.00,7.00,18.00,9.00,7.00,1.29,86.00,8.00,21.00,38.10,24.00,43.00,55.81,14.00,21.00,66.67,0.00,1.00,0.14,1.00,19.00,0.05,7.00,1.00,84.00
Bauru Basket,1,200.00,85.00,78.00,52.00,9.00,28.00,10.00,18.00,14.00,10.00,1.40,85.00,8.00,24.00,33.33,26.00,42.00,61.90,9.00,11.00,81.82,3.00,6.00,0.60,1.00,17.00,0.06,10.00,1.00,93.00
Brasília,1,200.00,82.00,72.00,48.00,13.00,38.00,6.00,32.00,17.00,10.00,1.70,82.00,7.00,28.00,25.00,24.00,43.00,55.81,13.00,18.00,72.22,4.00,10.00,1.00,4.00,30.00,0.13,10.00,1.00,102.00
Pinheiros,1,200.00,78.00,63.00,42.00,12.00,27.00,5.00,22.00,11.00,17.00,0.65,78.00,8.00,21.00,38.10,21.00,32.00,65.63,12.00,17.00,70.59,1.00,4.00,0.24,5.00,13.00,0.38,17.00,3.00,87.00
Coop/São José Basketball,1,200.00,77.00,60.00,40.00,16.00,30.00,10.00,20.00,19.00,10.00,1.90,77.00,7.00,21.00,33.33,20.00,39.00,51.28,16.00,20.00,80.00,0.00,1.00,0.10,4.00,21.00,0.19,10.00,1.00,89.00
Espírito Santo,1,200.00,74.00,54.00,36.00,8.00,25.00,8.00,17.00,8.00,9.00,0.89,74.00,10.00,25.00,40.00,18.00,40.00,45.00,8.00,11.00,72.73,1.00,10.00,1.11,0.00,17.00,0.00,9.00,1.00,72.00
Sesi Franca,1,200.00,70.00,72.00,48.00,19.00,33.00,9.00,24.00,16.00,13.00,1.23,70.00,1.00,13.00,7.69,24.00,44.00,54.55,19.00,31.00,61.29,6.00,12.00,0.92,6.00,20.00,0.30,13.00,2.00,94.00
Flamengo,1,200.00,70.00,51.00,34.00,21.00,42.00,9.00,33.00,12.00,13.00,0.92,70.00,5.00,22.00,22.73,17.00,45.00,37.78,21.00,26.00,80.77,1.00,6.00,0.46,2.00,24.00,0.08,13.00,0.00,74.00
Suzano,1,200.00,65.00,42.00,28.00,19.00,25.00,7.00,18.00,9.00,19.00,0.47,65.00,6.00,24.00,25.00,14.00,29.00,48.28,19.00,31.00,61.29,0.00,5.00,0.26,3.00,16.00,0.19,19.00,4.00,59.00
Palmeiras,1,200.00,65.00,57.00,38.00,15.00,36.00,16.00,20.00,16.00,6.00,2.67,65.00,4.00,27.00,14.81,19.00,42.00,45.24,15.00,19.00,78.95,3.00,4.00,0.67,1.00,17.00,0.06,6.00,0.00,70.00
Joinville,1,200.00,52.00,48.00,32.00,14.00,31.00,10.00,21.00,8.00,23.00,0.35,52.00,2.00,14.00,14.29,16.00,37.00,43.24,14.00,23.00,60.87,2.00,10.00,0.43,4.00,27.00,0.15,23.00,9.00,58.00
