Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
L. Sorocabana,1,200.00,90.00,27.00,44.00,19.00,20.00,1.00,19.00,15.00,14.00,1.07,90.00,9.00,21.00,42.86,22.00,30.00,73.33,19.00,20.00,95.00,1.00,11.00,0.79,1.00,16.00,0.06,14.00,6.00,102.00
Palmeiras,1,205.88,89.00,27.00,44.00,18.00,35.00,5.00,30.00,17.00,9.00,1.89,89.00,9.00,19.00,47.37,22.00,40.00,55.00,18.00,24.00,75.00,4.00,3.00,0.33,4.00,20.00,0.20,9.00,1.00,105.00
Pinheiros,1,203.17,87.00,30.00,38.00,19.00,29.00,5.00,24.00,22.00,10.00,2.20,87.00,10.00,24.00,41.67,19.00,29.00,65.52,19.00,23.00,82.61,2.00,5.00,0.50,2.00,17.00,0.12,10.00,1.00,107.00
Uberlândia,1,199.57,84.00,39.00,36.00,9.00,32.00,7.00,25.00,21.00,5.00,4.20,84.00,13.00,32.00,40.63,18.00,32.00,56.25,9.00,10.00,90.00,2.00,5.00,1.00,2.00,16.00,0.13,5.00,1.00,105.00
Bauru Basket,1,200.00,83.00,27.00,44.00,12.00,36.00,14.00,22.00,22.00,6.00,3.67,83.00,9.00,27.00,33.33,22.00,49.00,44.90,12.00,19.00,63.16,3.00,5.00,0.83,2.00,23.00,0.09,6.00,0.00,90.00
Brasília,1,200.00,82.00,48.00,32.00,26.00,30.00,7.00,23.00,16.00,21.00,0.76,82.00,8.00,22.00,36.36,16.00,32.00,50.00,26.00,34.00,76.47,1.00,9.00,0.43,2.00,22.00,0.09,21.00,2.00,90.00
Flamengo,1,200.00,80.00,24.00,44.00,12.00,35.00,10.00,25.00,15.00,13.00,1.15,80.00,8.00,25.00,32.00,22.00,39.00,56.41,12.00,13.00,92.31,1.00,6.00,0.46,1.00,15.00,0.07,13.00,1.00,89.00
Suzano,1,200.00,79.00,24.00,46.00,9.00,30.00,11.00,19.00,16.00,20.00,0.80,79.00,8.00,24.00,33.33,23.00,45.00,51.11,9.00,11.00,81.82,2.00,7.00,0.35,1.00,15.00,0.07,20.00,6.00,73.00
Paulistano,1,200.00,77.00,60.00,40.00,13.00,33.00,10.00,23.00,7.00,22.00,0.32,77.00,8.00,20.00,40.00,20.00,41.00,48.78,13.00,19.00,68.42,0.00,9.00,0.41,5.00,28.00,0.18,22.00,6.00,82.00
Limeira,1,200.00,75.00,15.00,52.00,8.00,29.00,7.00,22.00,12.00,7.00,1.71,75.00,5.00,18.00,27.78,26.00,48.00,54.17,8.00,11.00,72.73,0.00,4.00,0.57,1.00,18.00,0.06,7.00,1.00,76.00
Joinville,1,199.97,74.00,21.00,38.00,15.00,29.00,10.00,19.00,15.00,18.00,0.83,74.00,7.00,17.00,41.18,19.00,41.00,46.34,15.00,17.00,88.24,3.00,13.00,0.72,4.00,17.00,0.24,18.00,1.00,83.00
Fortaleza B. C. / CFO,1,200.00,69.00,12.00,48.00,9.00,29.00,11.00,18.00,13.00,9.00,1.44,69.00,4.00,20.00,20.00,24.00,44.00,54.55,9.00,13.00,69.23,1.00,7.00,0.78,0.00,18.00,0.00,9.00,3.00,69.00
Tijuca,1,182.83,66.00,18.00,38.00,10.00,19.00,5.00,14.00,10.00,18.00,0.56,66.00,6.00,19.00,31.58,19.00,31.00,61.29,10.00,14.00,71.43,0.00,11.00,0.61,1.00,14.00,0.07,18.00,3.00,60.00
Espírito Santo,1,199.58,66.00,9.00,42.00,15.00,31.00,7.00,24.00,11.00,6.00,1.83,66.00,3.00,17.00,17.65,21.00,45.00,46.67,15.00,18.00,83.33,3.00,1.00,0.17,2.00,12.00,0.17,6.00,0.00,64.00
Sesi Franca,1,200.00,60.00,9.00,42.00,9.00,33.00,7.00,26.00,13.00,18.00,0.72,60.00,3.00,15.00,20.00,21.00,52.00,40.38,9.00,12.00,75.00,2.00,15.00,0.83,9.00,16.00,0.56,18.00,2.00,66.00
Minas,1,200.00,58.00,12.00,32.00,14.00,30.00,5.00,25.00,15.00,22.00,0.68,58.00,4.00,20.00,20.00,16.00,38.00,42.11,14.00,18.00,77.78,0.00,12.00,0.55,4.00,18.00,0.22,22.00,4.00,55.00
