Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,200.00,118.00,69.00,46.00,24.00,25.00,7.00,18.00,27.00,17.00,1.59,118.00,16.00,26.00,61.54,23.00,33.00,69.70,24.00,26.00,92.31,1.00,7.00,0.41,4.00,31.00,0.13,17.00,4.00,148.00
Brasília,1,200.00,96.00,60.00,40.00,23.00,27.00,5.00,22.00,19.00,16.00,1.19,96.00,11.00,24.00,45.83,20.00,31.00,64.52,23.00,31.00,74.19,1.00,1.00,0.06,4.00,22.00,0.18,16.00,2.00,109.00
Limeira,1,200.00,90.00,57.00,38.00,4.00,28.00,9.00,19.00,24.00,13.00,1.85,90.00,16.00,26.00,61.54,19.00,39.00,48.72,4.00,7.00,57.14,3.00,8.00,0.62,2.00,24.00,0.08,13.00,4.00,113.00
Bauru Basket,1,200.00,89.00,60.00,40.00,10.00,27.00,7.00,20.00,17.00,10.00,1.70,89.00,13.00,24.00,54.17,20.00,42.00,47.62,10.00,16.00,62.50,2.00,13.00,1.30,0.00,15.00,0.00,10.00,1.00,104.00
L. Sorocabana,1,199.78,89.00,60.00,40.00,25.00,26.00,4.00,22.00,7.00,9.00,0.78,89.00,8.00,20.00,40.00,20.00,39.00,51.28,25.00,32.00,78.13,1.00,6.00,0.67,2.00,18.00,0.11,9.00,3.00,93.00
Uberlândia,1,200.00,89.00,78.00,52.00,10.00,36.00,8.00,28.00,19.00,10.00,1.90,89.00,9.00,18.00,50.00,26.00,42.00,61.90,10.00,13.00,76.92,3.00,6.00,0.60,5.00,23.00,0.22,10.00,0.00,120.00
Palmeiras,1,200.00,87.00,57.00,38.00,19.00,28.00,8.00,20.00,16.00,25.00,0.64,87.00,10.00,20.00,50.00,19.00,38.00,50.00,19.00,23.00,82.61,2.00,11.00,0.44,1.00,20.00,0.05,25.00,7.00,96.00
Joinville,1,200.00,86.00,81.00,54.00,14.00,27.00,9.00,18.00,13.00,14.00,0.93,86.00,6.00,26.00,23.08,27.00,43.00,62.79,14.00,21.00,66.67,5.00,10.00,0.71,0.00,26.00,0.00,14.00,5.00,91.00
Mogi,1,200.00,82.00,60.00,40.00,27.00,25.00,13.00,12.00,14.00,19.00,0.74,82.00,5.00,11.00,45.45,20.00,52.00,38.46,27.00,36.00,75.00,0.00,4.00,0.21,0.00,20.00,0.00,19.00,6.00,74.00
Paulistano,1,200.00,80.00,60.00,40.00,13.00,33.00,9.00,24.00,17.00,10.00,1.70,80.00,9.00,23.00,39.13,20.00,40.00,50.00,13.00,19.00,68.42,4.00,10.00,1.00,2.00,21.00,0.10,10.00,1.00,99.00
Sesi Franca,1,200.00,77.00,78.00,52.00,16.00,29.00,11.00,18.00,18.00,21.00,0.86,77.00,3.00,15.00,20.00,26.00,47.00,55.32,16.00,22.00,72.73,5.00,12.00,0.57,5.00,20.00,0.25,21.00,6.00,93.00
Flamengo,1,200.00,74.00,69.00,46.00,10.00,36.00,12.00,24.00,9.00,17.00,0.53,74.00,6.00,17.00,35.29,23.00,47.00,48.94,10.00,13.00,76.92,1.00,3.00,0.18,2.00,15.00,0.13,17.00,1.00,73.00
Fortaleza B. C. / CFO,1,200.00,72.00,48.00,32.00,19.00,28.00,9.00,19.00,13.00,18.00,0.72,72.00,7.00,25.00,28.00,16.00,32.00,50.00,19.00,21.00,90.48,2.00,8.00,0.44,7.00,15.00,0.47,18.00,3.00,79.00
Tijuca,1,200.00,68.00,66.00,44.00,9.00,31.00,9.00,22.00,12.00,10.00,1.20,68.00,5.00,19.00,26.32,22.00,39.00,56.41,9.00,11.00,81.82,2.00,6.00,0.60,2.00,23.00,0.09,10.00,4.00,82.00
Coop/São José Basketball,1,200.00,68.00,54.00,36.00,17.00,31.00,9.00,22.00,12.00,15.00,0.80,68.00,5.00,26.00,19.23,18.00,37.00,48.65,17.00,20.00,85.00,1.00,6.00,0.40,3.00,16.00,0.19,15.00,1.00,66.00
Suzano,1,158.08,67.00,42.00,28.00,12.00,25.00,9.00,16.00,14.00,19.00,0.74,67.00,9.00,25.00,36.00,14.00,34.00,41.18,12.00,22.00,54.55,0.00,6.00,0.32,2.00,17.00,0.12,19.00,5.00,64.00
