Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Tijuca,1,199.95,103.00,45.00,44.00,14.00,41.00,17.00,24.00,15.00,6.00,2.50,103.00,15.00,36.00,41.67,22.00,43.00,51.16,14.00,16.00,87.50,1.00,12.00,2.00,2.00,18.00,0.11,6.00,0.00,122.00
Brasília,1,200.00,102.00,42.00,52.00,8.00,40.00,6.00,34.00,26.00,19.00,1.37,102.00,14.00,25.00,56.00,26.00,45.00,57.78,8.00,10.00,80.00,6.00,6.00,0.32,6.00,17.00,0.35,19.00,2.00,129.00
Uberlândia,1,200.00,88.00,30.00,46.00,12.00,34.00,5.00,29.00,22.00,10.00,2.20,88.00,10.00,20.00,50.00,23.00,39.00,58.97,12.00,15.00,80.00,3.00,7.00,0.70,2.00,15.00,0.13,10.00,3.00,114.00
Fortaleza B. C. / CFO,1,199.92,88.00,24.00,50.00,14.00,39.00,10.00,29.00,20.00,11.00,1.82,88.00,8.00,21.00,38.10,25.00,45.00,55.56,14.00,23.00,60.87,2.00,12.00,1.09,4.00,19.00,0.21,11.00,2.00,110.00
Flamengo,1,199.98,81.00,30.00,44.00,7.00,34.00,11.00,23.00,16.00,11.00,1.45,81.00,10.00,24.00,41.67,22.00,41.00,53.66,7.00,17.00,41.18,1.00,7.00,0.64,2.00,15.00,0.13,11.00,1.00,86.00
Sesi Franca,1,200.00,79.00,12.00,42.00,25.00,26.00,6.00,20.00,16.00,14.00,1.14,79.00,4.00,13.00,30.77,21.00,39.00,53.85,25.00,35.00,71.43,2.00,13.00,0.93,1.00,21.00,0.05,14.00,2.00,84.00
Paulistano,1,199.77,78.00,30.00,34.00,14.00,19.00,3.00,16.00,13.00,8.00,1.63,78.00,10.00,18.00,55.56,17.00,28.00,60.71,14.00,23.00,60.87,1.00,6.00,0.75,1.00,21.00,0.05,8.00,3.00,81.00
Espírito Santo,1,200.00,76.00,18.00,40.00,18.00,26.00,7.00,19.00,13.00,13.00,1.00,76.00,6.00,23.00,26.09,20.00,47.00,42.55,18.00,18.00,100.00,2.00,12.00,0.92,1.00,13.00,0.08,13.00,3.00,71.00
L. Sorocabana,1,199.95,73.00,15.00,46.00,12.00,26.00,6.00,20.00,5.00,11.00,0.45,73.00,5.00,17.00,29.41,23.00,36.00,63.89,12.00,16.00,75.00,1.00,4.00,0.36,0.00,19.00,0.00,11.00,4.00,68.00
Mogi,1,200.00,71.00,15.00,38.00,18.00,33.00,10.00,23.00,12.00,18.00,0.67,71.00,5.00,15.00,33.33,19.00,42.00,45.24,18.00,18.00,100.00,0.00,4.00,0.22,1.00,25.00,0.04,18.00,1.00,70.00
Bauru Basket,1,200.00,67.00,18.00,42.00,7.00,36.00,6.00,30.00,11.00,9.00,1.22,67.00,6.00,15.00,40.00,21.00,49.00,42.86,7.00,9.00,77.78,0.00,7.00,0.78,1.00,15.00,0.07,9.00,0.00,74.00
Suzano,1,199.65,66.00,24.00,34.00,8.00,32.00,8.00,24.00,8.00,19.00,0.42,66.00,8.00,24.00,33.33,17.00,34.00,50.00,8.00,10.00,80.00,1.00,3.00,0.16,0.00,13.00,0.00,19.00,3.00,55.00
Coop/São José Basketball,1,199.83,63.00,30.00,30.00,3.00,28.00,10.00,18.00,12.00,13.00,0.92,63.00,10.00,30.00,33.33,15.00,41.00,36.59,3.00,4.00,75.00,1.00,5.00,0.38,3.00,12.00,0.25,13.00,1.00,51.00
Pinheiros,1,205.07,62.00,27.00,28.00,7.00,34.00,6.00,28.00,9.00,12.00,0.75,62.00,9.00,27.00,33.33,14.00,32.00,43.75,7.00,12.00,58.33,0.00,8.00,0.67,0.00,15.00,0.00,12.00,1.00,60.00
Palmeiras,1,199.90,61.00,9.00,44.00,8.00,26.00,7.00,19.00,10.00,17.00,0.59,61.00,3.00,17.00,17.65,22.00,38.00,57.89,8.00,14.00,57.14,1.00,8.00,0.47,0.00,14.00,0.00,17.00,7.00,52.00
Minas,1,199.92,52.00,12.00,24.00,16.00,38.00,15.00,23.00,5.00,19.00,0.26,52.00,4.00,18.00,22.22,12.00,38.00,31.58,16.00,24.00,66.67,1.00,8.00,0.42,4.00,18.00,0.22,19.00,2.00,40.00
