Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,200.00,92.00,66.00,44.00,15.00,30.00,10.00,20.00,20.00,8.00,2.50,92.00,11.00,35.00,31.43,22.00,37.00,59.46,15.00,16.00,93.75,0.00,9.00,1.13,2.00,22.00,0.09,8.00,2.00,108.00
Pinheiros,1,200.00,91.00,60.00,40.00,15.00,47.00,9.00,38.00,15.00,19.00,0.79,91.00,12.00,25.00,48.00,20.00,39.00,51.28,15.00,21.00,71.43,3.00,5.00,0.26,4.00,17.00,0.24,19.00,2.00,113.00
Limeira,1,200.00,88.00,66.00,44.00,17.00,24.00,5.00,19.00,17.00,9.00,1.89,88.00,9.00,24.00,37.50,22.00,33.00,66.67,17.00,20.00,85.00,2.00,5.00,0.56,2.00,25.00,0.08,9.00,1.00,102.00
Espírito Santo,1,200.00,87.00,42.00,28.00,20.00,22.00,4.00,18.00,18.00,18.00,1.00,87.00,13.00,25.00,52.00,14.00,29.00,48.28,20.00,23.00,86.96,1.00,6.00,0.33,3.00,20.00,0.15,18.00,8.00,99.00
Paulistano,1,225.00,86.00,75.00,50.00,18.00,49.00,20.00,29.00,16.00,18.00,0.89,86.00,6.00,16.00,37.50,25.00,57.00,43.86,18.00,27.00,66.67,3.00,5.00,0.28,1.00,25.00,0.04,18.00,8.00,105.00
Flamengo,1,199.83,83.00,57.00,38.00,21.00,27.00,8.00,19.00,13.00,7.00,1.86,83.00,8.00,24.00,33.33,19.00,39.00,48.72,21.00,24.00,87.50,0.00,8.00,1.14,0.00,19.00,0.00,7.00,1.00,89.00
Uberlândia,1,200.00,82.00,66.00,44.00,14.00,23.00,6.00,17.00,21.00,10.00,2.10,82.00,8.00,22.00,36.36,22.00,35.00,62.86,14.00,14.00,100.00,7.00,5.00,0.50,3.00,23.00,0.13,10.00,2.00,99.00
Bauru Basket,1,200.00,81.00,60.00,40.00,14.00,30.00,16.00,14.00,21.00,10.00,2.10,81.00,9.00,21.00,42.86,20.00,44.00,45.45,14.00,21.00,66.67,3.00,6.00,0.60,0.00,16.00,0.00,10.00,2.00,94.00
Sesi Franca,1,200.00,80.00,81.00,54.00,11.00,28.00,8.00,20.00,8.00,13.00,0.62,80.00,5.00,11.00,45.45,27.00,54.00,50.00,11.00,17.00,64.71,3.00,14.00,1.08,2.00,18.00,0.11,13.00,2.00,88.00
Palmeiras,1,225.00,79.00,57.00,38.00,17.00,28.00,10.00,18.00,12.00,10.00,1.20,79.00,8.00,27.00,29.63,19.00,44.00,43.18,17.00,23.00,73.91,1.00,8.00,0.80,2.00,27.00,0.07,10.00,3.00,78.00
Fortaleza B. C. / CFO,1,200.00,77.00,60.00,40.00,19.00,37.00,12.00,25.00,11.00,17.00,0.65,77.00,6.00,20.00,30.00,20.00,42.00,47.62,19.00,24.00,79.17,2.00,3.00,0.18,1.00,19.00,0.05,17.00,4.00,80.00
Tijuca,1,200.00,76.00,66.00,44.00,20.00,21.00,7.00,14.00,7.00,9.00,0.78,76.00,4.00,19.00,21.05,22.00,35.00,62.86,20.00,28.00,71.43,0.00,11.00,1.22,1.00,22.00,0.05,9.00,5.00,84.00
Coop/São José Basketball,1,154.33,75.00,60.00,40.00,14.00,23.00,0.00,23.00,8.00,11.00,0.73,75.00,7.00,23.00,30.43,20.00,30.00,66.67,14.00,15.00,93.33,1.00,6.00,0.55,1.00,23.00,0.04,11.00,2.00,78.00
Joinville,1,200.00,73.00,69.00,46.00,12.00,35.00,9.00,26.00,11.00,19.00,0.58,73.00,5.00,17.00,29.41,23.00,49.00,46.94,12.00,14.00,85.71,2.00,13.00,0.68,2.00,18.00,0.11,19.00,5.00,82.00
Suzano,1,200.00,72.00,78.00,52.00,8.00,28.00,9.00,19.00,8.00,13.00,0.62,72.00,4.00,26.00,15.38,26.00,52.00,50.00,8.00,12.00,66.67,0.00,15.00,1.15,6.00,16.00,0.38,13.00,4.00,72.00
Mogi,1,200.00,67.00,57.00,38.00,14.00,33.00,11.00,22.00,7.00,13.00,0.54,67.00,5.00,18.00,27.78,19.00,34.00,55.88,14.00,21.00,66.67,0.00,4.00,0.31,0.00,29.00,0.00,13.00,3.00,73.00
L. Sorocabana,1,200.00,59.00,42.00,28.00,13.00,17.00,2.00,15.00,3.00,12.00,0.25,59.00,6.00,17.00,35.29,14.00,26.00,53.85,13.00,19.00,68.42,4.00,2.00,0.17,1.00,20.00,0.05,12.00,4.00,51.00
Minas,1,200.00,55.00,42.00,28.00,18.00,24.00,8.00,16.00,2.00,16.00,0.13,55.00,3.00,23.00,13.04,14.00,29.00,48.28,18.00,23.00,78.26,0.00,4.00,0.25,2.00,17.00,0.12,16.00,5.00,41.00
