Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Limeira,1,200.00,96.00,78.00,52.00,20.00,33.00,13.00,20.00,24.00,17.00,1.41,96.00,8.00,16.00,50.00,26.00,50.00,52.00,20.00,29.00,68.97,4.00,10.00,0.59,4.00,20.00,0.20,17.00,4.00,122.00
Brasília,1,200.00,94.00,78.00,52.00,12.00,41.00,5.00,36.00,20.00,17.00,1.18,94.00,10.00,28.00,35.71,26.00,36.00,72.22,12.00,17.00,70.59,1.00,10.00,0.59,1.00,25.00,0.04,17.00,4.00,125.00
Flamengo,1,200.00,94.00,84.00,56.00,14.00,31.00,8.00,23.00,10.00,12.00,0.83,94.00,8.00,21.00,38.10,28.00,41.00,68.29,14.00,20.00,70.00,1.00,11.00,0.92,1.00,17.00,0.06,12.00,1.00,110.00
Uberlândia,1,200.00,91.00,63.00,42.00,25.00,34.00,11.00,23.00,14.00,15.00,0.93,91.00,8.00,18.00,44.44,21.00,39.00,53.85,25.00,30.00,83.33,2.00,6.00,0.40,2.00,28.00,0.07,15.00,3.00,107.00
Sesi Franca,1,200.00,87.00,69.00,46.00,26.00,16.00,5.00,11.00,11.00,9.00,1.22,87.00,5.00,19.00,26.32,23.00,39.00,58.97,26.00,35.00,74.29,3.00,13.00,1.44,2.00,25.00,0.08,9.00,0.00,90.00
Bauru Basket,1,200.00,85.00,75.00,50.00,8.00,31.00,9.00,22.00,21.00,14.00,1.50,85.00,9.00,27.00,33.33,25.00,36.00,69.44,8.00,11.00,72.73,3.00,9.00,0.64,4.00,19.00,0.21,14.00,3.00,110.00
Minas,1,200.00,84.00,51.00,34.00,26.00,30.00,5.00,25.00,13.00,24.00,0.54,84.00,8.00,16.00,50.00,17.00,30.00,56.67,26.00,31.00,83.87,1.00,10.00,0.42,3.00,23.00,0.13,24.00,5.00,100.00
L. Sorocabana,1,200.00,82.00,69.00,46.00,21.00,28.00,8.00,20.00,11.00,10.00,1.10,82.00,5.00,27.00,18.52,23.00,44.00,52.27,21.00,23.00,91.30,0.00,10.00,1.00,0.00,22.00,0.00,10.00,0.00,78.00
Joinville,1,200.00,75.00,90.00,60.00,9.00,40.00,11.00,29.00,18.00,18.00,1.00,75.00,2.00,14.00,14.29,30.00,52.00,57.69,9.00,14.00,64.29,5.00,13.00,0.72,9.00,15.00,0.60,18.00,7.00,110.00
Pinheiros,1,200.00,73.00,51.00,34.00,6.00,32.00,7.00,25.00,17.00,10.00,1.70,73.00,11.00,30.00,36.67,17.00,32.00,53.13,6.00,9.00,66.67,1.00,9.00,0.90,1.00,25.00,0.04,10.00,4.00,92.00
Fortaleza B. C. / CFO,1,200.00,73.00,54.00,36.00,16.00,37.00,13.00,24.00,10.00,12.00,0.83,73.00,7.00,26.00,26.92,18.00,36.00,50.00,16.00,24.00,66.67,0.00,7.00,0.58,2.00,17.00,0.12,12.00,4.00,84.00
Espírito Santo,1,200.00,70.00,45.00,30.00,19.00,29.00,9.00,20.00,11.00,14.00,0.79,70.00,7.00,21.00,33.33,15.00,42.00,35.71,19.00,22.00,86.36,1.00,6.00,0.43,1.00,14.00,0.07,14.00,4.00,66.00
Paulistano,1,200.00,70.00,66.00,44.00,8.00,24.00,8.00,16.00,14.00,9.00,1.56,70.00,6.00,18.00,33.33,22.00,45.00,48.89,8.00,15.00,53.33,3.00,9.00,1.00,2.00,19.00,0.11,9.00,2.00,77.00
Mogi,1,200.00,67.00,63.00,42.00,13.00,34.00,12.00,22.00,7.00,19.00,0.37,67.00,4.00,19.00,21.05,21.00,50.00,42.00,13.00,23.00,56.52,0.00,8.00,0.42,0.00,21.00,0.00,19.00,7.00,60.00
Suzano,1,200.00,65.00,57.00,38.00,18.00,26.00,9.00,17.00,11.00,23.00,0.48,65.00,3.00,16.00,18.75,19.00,40.00,47.50,18.00,20.00,90.00,0.00,12.00,0.52,2.00,22.00,0.09,23.00,5.00,64.00
Tijuca,1,200.00,64.00,63.00,42.00,19.00,34.00,9.00,25.00,6.00,12.00,0.50,64.00,1.00,13.00,7.69,21.00,41.00,51.22,19.00,27.00,70.37,1.00,3.00,0.25,2.00,16.00,0.13,12.00,1.00,66.00
Coop/São José Basketball,1,200.00,63.00,33.00,22.00,5.00,30.00,5.00,25.00,13.00,20.00,0.65,63.00,12.00,30.00,40.00,11.00,25.00,44.00,5.00,11.00,45.45,0.00,6.00,0.30,4.00,21.00,0.19,20.00,8.00,72.00
Palmeiras,1,199.98,60.00,57.00,38.00,7.00,25.00,7.00,18.00,9.00,14.00,0.64,60.00,5.00,22.00,22.73,19.00,41.00,46.34,7.00,15.00,46.67,2.00,7.00,0.50,2.00,16.00,0.13,14.00,2.00,52.00
