Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,200.00,101.00,96.00,64.00,19.00,34.00,12.00,22.00,28.00,17.00,1.65,101.00,6.00,15.00,40.00,32.00,48.00,66.67,19.00,27.00,70.37,7.00,12.00,0.71,7.00,17.00,0.41,17.00,3.00,143.00
Minas,1,200.00,100.00,75.00,50.00,20.00,27.00,6.00,21.00,21.00,13.00,1.62,100.00,10.00,19.00,52.63,25.00,41.00,60.98,20.00,23.00,86.96,2.00,12.00,0.92,5.00,23.00,0.22,13.00,3.00,130.00
Paulistano,1,200.00,89.00,81.00,54.00,14.00,46.00,20.00,26.00,14.00,16.00,0.88,89.00,7.00,22.00,31.82,27.00,53.00,50.94,14.00,23.00,60.87,1.00,8.00,0.50,3.00,34.00,0.09,16.00,1.00,104.00
Pinheiros,1,200.00,88.00,36.00,24.00,34.00,25.00,4.00,21.00,13.00,15.00,0.87,88.00,10.00,19.00,52.63,12.00,33.00,36.36,34.00,42.00,80.95,1.00,10.00,0.67,1.00,26.00,0.04,15.00,4.00,96.00
Flamengo,1,200.00,87.00,72.00,48.00,15.00,35.00,10.00,25.00,14.00,3.00,4.67,87.00,8.00,20.00,40.00,24.00,46.00,52.17,15.00,18.00,83.33,3.00,3.00,1.00,2.00,17.00,0.12,3.00,1.00,105.00
Coop/São José Basketball,1,196.15,84.00,54.00,36.00,6.00,31.00,6.00,25.00,17.00,21.00,0.81,84.00,14.00,24.00,58.33,18.00,33.00,54.55,6.00,8.00,75.00,0.00,6.00,0.29,1.00,18.00,0.06,21.00,2.00,95.00
Brasília,1,200.00,80.00,54.00,36.00,23.00,44.00,16.00,28.00,11.00,11.00,1.00,80.00,7.00,32.00,21.88,18.00,35.00,51.43,23.00,26.00,88.46,1.00,8.00,0.73,3.00,18.00,0.17,11.00,0.00,93.00
Uberlândia,1,200.00,78.00,54.00,36.00,12.00,26.00,6.00,20.00,18.00,7.00,2.57,78.00,10.00,20.00,50.00,18.00,43.00,41.86,12.00,16.00,75.00,3.00,4.00,0.57,3.00,20.00,0.15,7.00,1.00,88.00
Suzano,1,200.00,78.00,48.00,32.00,13.00,25.00,11.00,14.00,13.00,16.00,0.81,78.00,11.00,26.00,42.31,16.00,37.00,43.24,13.00,22.00,59.09,0.00,7.00,0.44,2.00,19.00,0.11,16.00,2.00,75.00
Limeira,1,200.00,76.00,51.00,34.00,12.00,23.00,4.00,19.00,20.00,15.00,1.33,76.00,10.00,23.00,43.48,17.00,37.00,45.95,12.00,14.00,85.71,0.00,8.00,0.53,1.00,16.00,0.06,15.00,2.00,82.00
Tijuca,1,200.00,75.00,30.00,20.00,19.00,20.00,7.00,13.00,14.00,21.00,0.67,75.00,12.00,30.00,40.00,10.00,26.00,38.46,19.00,22.00,86.36,0.00,9.00,0.43,3.00,18.00,0.17,21.00,5.00,71.00
Fortaleza B. C. / CFO,1,188.42,71.00,69.00,46.00,7.00,29.00,7.00,22.00,17.00,10.00,1.70,71.00,6.00,13.00,46.15,23.00,40.00,57.50,7.00,12.00,58.33,2.00,4.00,0.40,3.00,19.00,0.16,10.00,1.00,91.00
Joinville,1,203.00,70.00,57.00,38.00,20.00,29.00,8.00,21.00,8.00,17.00,0.47,70.00,4.00,26.00,15.38,19.00,33.00,57.58,20.00,25.00,80.00,0.00,8.00,0.47,4.00,26.00,0.15,17.00,3.00,69.00
Espírito Santo,1,200.00,68.00,42.00,28.00,10.00,37.00,9.00,28.00,9.00,10.00,0.90,68.00,10.00,23.00,43.48,14.00,33.00,42.42,10.00,19.00,52.63,1.00,4.00,0.40,2.00,19.00,0.11,10.00,2.00,80.00
Mogi,1,200.00,68.00,57.00,38.00,21.00,34.00,10.00,24.00,7.00,22.00,0.32,68.00,3.00,15.00,20.00,19.00,43.00,44.19,21.00,31.00,67.74,1.00,11.00,0.50,3.00,22.00,0.14,22.00,6.00,71.00
L. Sorocabana,1,201.08,62.00,48.00,32.00,12.00,26.00,5.00,21.00,8.00,12.00,0.67,62.00,6.00,14.00,42.86,16.00,38.00,42.11,12.00,21.00,57.14,1.00,9.00,0.75,1.00,18.00,0.06,12.00,2.00,66.00
Bauru Basket,1,200.00,60.00,48.00,32.00,16.00,34.00,9.00,25.00,13.00,14.00,0.93,60.00,4.00,19.00,21.05,16.00,40.00,40.00,16.00,23.00,69.57,1.00,9.00,0.64,2.00,22.00,0.09,14.00,2.00,67.00
Palmeiras,1,198.53,59.00,54.00,36.00,5.00,22.00,6.00,16.00,7.00,12.00,0.58,59.00,6.00,18.00,33.33,18.00,47.00,38.30,5.00,12.00,41.67,2.00,9.00,0.75,0.00,20.00,0.00,12.00,0.00,44.00
