Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,200.00,93.00,36.00,44.00,13.00,30.00,9.00,21.00,18.00,8.00,2.25,93.00,12.00,28.00,42.86,22.00,43.00,51.16,13.00,17.00,76.47,1.00,5.00,0.63,3.00,21.00,0.14,8.00,1.00,100.00
Flamengo,1,200.00,91.00,30.00,42.00,19.00,36.00,11.00,25.00,14.00,13.00,1.08,91.00,10.00,26.00,38.46,21.00,40.00,52.50,19.00,24.00,79.17,0.00,6.00,0.46,1.00,18.00,0.06,13.00,1.00,95.00
Espírito Santo,1,200.00,88.00,18.00,48.00,22.00,32.00,7.00,25.00,14.00,13.00,1.08,88.00,6.00,18.00,33.33,24.00,39.00,61.54,22.00,29.00,75.86,2.00,9.00,0.69,2.00,26.00,0.08,13.00,3.00,98.00
Fortaleza B. C. / CFO,1,224.83,86.00,15.00,58.00,13.00,25.00,7.00,18.00,24.00,12.00,2.00,86.00,5.00,20.00,25.00,29.00,46.00,63.04,13.00,17.00,76.47,1.00,10.00,0.83,1.00,24.00,0.04,12.00,3.00,98.00
Coop/São José Basketball,1,200.00,84.00,33.00,30.00,21.00,35.00,11.00,24.00,15.00,15.00,1.00,84.00,11.00,23.00,47.83,15.00,33.00,45.45,21.00,27.00,77.78,1.00,7.00,0.47,4.00,17.00,0.24,15.00,4.00,94.00
Paulistano,1,199.97,84.00,33.00,34.00,17.00,34.00,9.00,25.00,18.00,12.00,1.50,84.00,11.00,21.00,52.38,17.00,40.00,42.50,17.00,29.00,58.62,3.00,9.00,0.75,4.00,22.00,0.18,12.00,1.00,92.00
L. Sorocabana,1,200.00,82.00,18.00,40.00,24.00,25.00,5.00,20.00,14.00,15.00,0.93,82.00,6.00,21.00,28.57,20.00,34.00,58.82,24.00,33.00,72.73,0.00,9.00,0.60,1.00,24.00,0.04,15.00,3.00,78.00
Mogi,1,204.48,80.00,18.00,42.00,20.00,26.00,8.00,18.00,14.00,17.00,0.82,80.00,6.00,12.00,50.00,21.00,42.00,50.00,20.00,25.00,80.00,1.00,7.00,0.41,3.00,17.00,0.18,17.00,3.00,81.00
Brasília,1,199.95,79.00,36.00,36.00,7.00,27.00,8.00,19.00,21.00,14.00,1.50,79.00,12.00,34.00,35.29,18.00,34.00,52.94,7.00,11.00,63.64,0.00,6.00,0.43,5.00,22.00,0.23,14.00,1.00,82.00
Bauru Basket,1,200.00,77.00,33.00,38.00,6.00,31.00,6.00,25.00,22.00,18.00,1.22,77.00,11.00,25.00,44.00,19.00,26.00,73.08,6.00,11.00,54.55,1.00,4.00,0.22,5.00,14.00,0.36,18.00,2.00,95.00
Joinville,1,199.95,75.00,3.00,58.00,14.00,31.00,13.00,18.00,15.00,17.00,0.88,75.00,1.00,11.00,9.09,29.00,49.00,59.18,14.00,23.00,60.87,4.00,7.00,0.41,5.00,21.00,0.24,17.00,4.00,77.00
Palmeiras,1,200.00,72.00,27.00,38.00,7.00,38.00,13.00,25.00,14.00,13.00,1.08,72.00,9.00,27.00,33.33,19.00,42.00,45.24,7.00,18.00,38.89,2.00,9.00,0.69,1.00,17.00,0.06,13.00,3.00,69.00
Limeira,1,199.75,68.00,30.00,30.00,8.00,31.00,4.00,27.00,13.00,16.00,0.81,68.00,10.00,24.00,41.67,15.00,33.00,45.45,8.00,10.00,80.00,1.00,7.00,0.44,2.00,20.00,0.10,16.00,2.00,71.00
Tijuca,1,200.00,65.00,18.00,34.00,13.00,29.00,5.00,24.00,13.00,14.00,0.93,65.00,6.00,17.00,35.29,17.00,41.00,41.46,13.00,13.00,100.00,0.00,6.00,0.43,1.00,22.00,0.05,14.00,1.00,65.00
Suzano,1,200.00,65.00,15.00,40.00,10.00,20.00,8.00,12.00,9.00,18.00,0.50,65.00,5.00,19.00,26.32,20.00,37.00,54.05,10.00,14.00,71.43,4.00,7.00,0.39,4.00,21.00,0.19,18.00,4.00,52.00
Minas,1,200.00,64.00,15.00,38.00,11.00,23.00,9.00,14.00,18.00,11.00,1.64,64.00,5.00,19.00,26.32,19.00,43.00,44.19,11.00,13.00,84.62,1.00,11.00,1.00,0.00,16.00,0.00,11.00,5.00,65.00
