Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Palmeiras,1,300.00,112.00,78.00,52.00,33.00,57.00,18.00,39.00,17.00,27.00,0.63,112.00,9.00,34.00,26.47,26.00,56.00,46.43,33.00,46.00,71.74,4.00,14.00,0.52,3.00,27.00,0.11,27.00,7.00,128.00
Uberlândia,1,297.10,104.00,72.00,48.00,23.00,44.00,10.00,34.00,20.00,23.00,0.87,104.00,11.00,38.00,28.95,24.00,47.00,51.06,23.00,31.00,74.19,1.00,9.00,0.39,2.00,36.00,0.06,23.00,5.00,111.00
Flamengo,1,200.00,102.00,75.00,50.00,10.00,39.00,11.00,28.00,29.00,7.00,4.14,102.00,14.00,32.00,43.75,25.00,34.00,73.53,10.00,17.00,58.82,3.00,6.00,0.86,0.00,16.00,0.00,7.00,3.00,145.00
Minas,1,200.00,95.00,54.00,36.00,23.00,34.00,8.00,26.00,15.00,12.00,1.25,95.00,12.00,24.00,50.00,18.00,32.00,56.25,23.00,27.00,85.19,0.00,7.00,0.58,1.00,22.00,0.05,12.00,1.00,115.00
Joinville,1,200.00,94.00,102.00,68.00,17.00,36.00,19.00,17.00,12.00,13.00,0.92,94.00,3.00,17.00,17.65,34.00,57.00,59.65,17.00,23.00,73.91,7.00,16.00,1.23,3.00,20.00,0.15,13.00,3.00,114.00
Coop/São José Basketball,1,200.00,82.00,60.00,40.00,24.00,38.00,9.00,29.00,17.00,15.00,1.13,82.00,6.00,20.00,30.00,20.00,37.00,54.05,24.00,28.00,85.71,0.00,7.00,0.47,2.00,19.00,0.11,15.00,2.00,102.00
Brasília,1,200.00,80.00,60.00,40.00,10.00,33.00,5.00,28.00,18.00,11.00,1.64,80.00,10.00,28.00,35.71,20.00,30.00,66.67,10.00,12.00,83.33,0.00,3.00,0.27,1.00,23.00,0.04,11.00,3.00,99.00
Bauru Basket,1,200.00,79.00,75.00,50.00,8.00,40.00,12.00,28.00,12.00,10.00,1.20,79.00,7.00,23.00,30.43,25.00,40.00,62.50,8.00,16.00,50.00,3.00,3.00,0.30,2.00,17.00,0.12,10.00,2.00,97.00
Pinheiros,1,200.00,77.00,57.00,38.00,9.00,28.00,7.00,21.00,13.00,12.00,1.08,77.00,10.00,35.00,28.57,19.00,31.00,61.29,9.00,13.00,69.23,2.00,5.00,0.42,3.00,23.00,0.13,12.00,1.00,78.00
Mogi,1,220.00,77.00,60.00,40.00,13.00,42.00,7.00,35.00,10.00,17.00,0.59,77.00,8.00,19.00,42.11,20.00,40.00,50.00,13.00,18.00,72.22,0.00,7.00,0.41,1.00,23.00,0.04,17.00,1.00,90.00
Limeira,1,200.00,77.00,27.00,18.00,14.00,31.00,9.00,22.00,17.00,11.00,1.55,77.00,15.00,31.00,48.39,9.00,32.00,28.13,14.00,24.00,58.33,0.00,6.00,0.55,3.00,17.00,0.18,11.00,7.00,91.00
Suzano,1,200.00,75.00,63.00,42.00,15.00,30.00,10.00,20.00,8.00,23.00,0.35,75.00,6.00,17.00,35.29,21.00,41.00,51.22,15.00,19.00,78.95,0.00,7.00,0.30,1.00,16.00,0.06,23.00,4.00,71.00
Espírito Santo,1,200.00,72.00,63.00,42.00,12.00,30.00,11.00,19.00,11.00,9.00,1.22,72.00,6.00,23.00,26.09,21.00,45.00,46.67,12.00,19.00,63.16,0.00,9.00,1.00,1.00,17.00,0.06,9.00,1.00,74.00
Sesi Franca,1,200.00,71.00,66.00,44.00,12.00,31.00,14.00,17.00,11.00,18.00,0.61,71.00,5.00,19.00,26.32,22.00,45.00,48.89,12.00,17.00,70.59,2.00,9.00,0.50,7.00,20.00,0.35,18.00,1.00,75.00
Fortaleza B. C. / CFO,1,200.00,71.00,69.00,46.00,16.00,23.00,7.00,16.00,14.00,21.00,0.67,71.00,3.00,20.00,15.00,23.00,36.00,63.89,16.00,19.00,84.21,2.00,6.00,0.29,2.00,20.00,0.10,21.00,2.00,67.00
Tijuca,1,200.00,71.00,57.00,38.00,9.00,26.00,5.00,21.00,3.00,6.00,0.50,71.00,8.00,28.00,28.57,19.00,36.00,52.78,9.00,13.00,69.23,1.00,6.00,1.00,2.00,16.00,0.13,6.00,2.00,67.00
Paulistano,1,200.00,67.00,51.00,34.00,15.00,32.00,12.00,20.00,14.00,8.00,1.75,67.00,6.00,33.00,18.18,17.00,35.00,48.57,15.00,23.00,65.22,2.00,5.00,0.63,0.00,21.00,0.00,8.00,0.00,65.00
L. Sorocabana,1,200.00,64.00,45.00,30.00,7.00,22.00,8.00,14.00,1.00,12.00,0.08,64.00,9.00,26.00,34.62,15.00,33.00,45.45,7.00,10.00,70.00,0.00,4.00,0.33,0.00,15.00,0.00,12.00,4.00,48.00
