Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Coop/São José Basketball,1,199.92,100.00,93.00,62.00,17.00,42.00,15.00,27.00,27.00,16.00,1.69,100.00,7.00,22.00,31.82,31.00,49.00,63.27,17.00,20.00,85.00,0.00,9.00,0.56,3.00,20.00,0.15,16.00,1.00,133.00
Pinheiros,1,200.00,91.00,78.00,52.00,9.00,31.00,6.00,25.00,16.00,16.00,1.00,91.00,10.00,22.00,45.45,26.00,42.00,61.90,9.00,13.00,69.23,2.00,9.00,0.56,3.00,18.00,0.17,16.00,1.00,107.00
Espírito Santo,1,200.00,90.00,63.00,42.00,18.00,29.00,6.00,23.00,19.00,12.00,1.58,90.00,10.00,18.00,55.56,21.00,41.00,51.22,18.00,23.00,78.26,1.00,6.00,0.50,1.00,18.00,0.06,12.00,6.00,111.00
Flamengo,1,200.00,86.00,63.00,42.00,20.00,45.00,7.00,38.00,5.00,13.00,0.38,86.00,8.00,21.00,38.10,21.00,36.00,58.33,20.00,25.00,80.00,2.00,3.00,0.23,1.00,24.00,0.04,13.00,0.00,99.00
Suzano,1,200.00,80.00,60.00,40.00,13.00,23.00,3.00,20.00,18.00,19.00,0.95,80.00,9.00,21.00,42.86,20.00,39.00,51.28,13.00,19.00,68.42,0.00,8.00,0.42,4.00,19.00,0.21,19.00,2.00,85.00
Paulistano,1,200.00,80.00,75.00,50.00,6.00,37.00,16.00,21.00,13.00,13.00,1.00,80.00,8.00,25.00,32.00,25.00,47.00,53.19,6.00,11.00,54.55,2.00,4.00,0.31,2.00,24.00,0.08,13.00,1.00,85.00
Mogi,1,200.00,78.00,60.00,40.00,23.00,30.00,7.00,23.00,15.00,15.00,1.00,78.00,5.00,16.00,31.25,20.00,38.00,52.63,23.00,28.00,82.14,0.00,3.00,0.20,3.00,22.00,0.14,15.00,1.00,86.00
Minas,1,200.00,77.00,72.00,48.00,8.00,25.00,6.00,19.00,19.00,15.00,1.27,77.00,7.00,19.00,36.84,24.00,44.00,54.55,8.00,13.00,61.54,1.00,10.00,0.67,3.00,19.00,0.16,15.00,2.00,89.00
Palmeiras,1,200.00,75.00,51.00,34.00,8.00,26.00,7.00,19.00,10.00,17.00,0.59,75.00,11.00,27.00,40.74,17.00,35.00,48.57,8.00,16.00,50.00,0.00,11.00,0.65,2.00,24.00,0.08,17.00,6.00,79.00
Brasília,1,200.00,73.00,57.00,38.00,17.00,42.00,12.00,30.00,16.00,17.00,0.94,73.00,6.00,24.00,25.00,19.00,31.00,61.29,17.00,20.00,85.00,1.00,6.00,0.35,2.00,20.00,0.10,17.00,9.00,101.00
Limeira,1,200.00,72.00,45.00,30.00,9.00,33.00,9.00,24.00,19.00,15.00,1.27,72.00,11.00,32.00,34.38,15.00,33.00,45.45,9.00,13.00,69.23,0.00,5.00,0.33,0.00,17.00,0.00,15.00,4.00,79.00
Joinville,1,200.00,71.00,57.00,38.00,15.00,42.00,18.00,24.00,6.00,16.00,0.38,71.00,6.00,17.00,35.29,19.00,48.00,39.58,15.00,19.00,78.95,1.00,5.00,0.31,2.00,16.00,0.13,16.00,4.00,74.00
Uberlândia,1,197.68,62.00,63.00,42.00,11.00,32.00,14.00,18.00,12.00,13.00,0.92,62.00,3.00,23.00,13.04,21.00,44.00,47.73,11.00,16.00,68.75,3.00,5.00,0.38,1.00,16.00,0.06,13.00,4.00,60.00
Fortaleza B. C. / CFO,1,188.15,61.00,39.00,26.00,14.00,27.00,9.00,18.00,3.00,7.00,0.43,61.00,7.00,28.00,25.00,13.00,40.00,32.50,14.00,21.00,66.67,1.00,7.00,1.00,2.00,24.00,0.08,7.00,3.00,48.00
Sesi Franca,1,200.00,58.00,51.00,34.00,9.00,37.00,13.00,24.00,19.00,17.00,1.12,58.00,5.00,24.00,20.83,17.00,38.00,44.74,9.00,13.00,69.23,2.00,4.00,0.24,4.00,18.00,0.22,17.00,1.00,66.00
Tijuca,1,200.00,53.00,63.00,42.00,8.00,25.00,10.00,15.00,9.00,12.00,0.75,53.00,1.00,12.00,8.33,21.00,45.00,46.67,8.00,22.00,36.36,0.00,4.00,0.33,1.00,18.00,0.06,12.00,2.00,47.00
