Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,200.00,106.00,84.00,56.00,26.00,36.00,3.00,33.00,19.00,8.00,2.38,106.00,8.00,20.00,40.00,28.00,47.00,59.57,26.00,31.00,83.87,1.00,9.00,1.13,1.00,19.00,0.05,8.00,0.00,132.00
L. Sorocabana,1,225.00,96.00,57.00,38.00,19.00,25.00,6.00,19.00,19.00,15.00,1.27,96.00,13.00,25.00,52.00,19.00,42.00,45.24,19.00,22.00,86.36,0.00,12.00,0.80,3.00,26.00,0.12,15.00,3.00,108.00
Sesi Franca,1,200.00,95.00,72.00,48.00,20.00,29.00,11.00,18.00,16.00,7.00,2.29,95.00,9.00,22.00,40.91,24.00,45.00,53.33,20.00,30.00,66.67,2.00,8.00,1.14,2.00,27.00,0.07,7.00,1.00,110.00
Paulistano,1,225.00,94.00,105.00,70.00,15.00,36.00,12.00,24.00,12.00,19.00,0.63,94.00,3.00,11.00,27.27,35.00,59.00,59.32,15.00,23.00,65.22,5.00,9.00,0.47,3.00,21.00,0.14,19.00,3.00,106.00
Espírito Santo,1,200.00,94.00,57.00,38.00,29.00,29.00,12.00,17.00,7.00,10.00,0.70,94.00,9.00,22.00,40.91,19.00,37.00,51.35,29.00,35.00,82.86,0.00,4.00,0.40,0.00,29.00,0.00,10.00,2.00,95.00
Suzano,1,200.00,86.00,75.00,50.00,21.00,32.00,11.00,21.00,17.00,15.00,1.13,86.00,5.00,18.00,27.78,25.00,52.00,48.08,21.00,22.00,95.45,4.00,8.00,0.53,3.00,27.00,0.11,15.00,3.00,94.00
Brasília,1,176.48,85.00,51.00,34.00,21.00,25.00,10.00,15.00,12.00,9.00,1.33,85.00,10.00,30.00,33.33,17.00,29.00,58.62,21.00,30.00,70.00,0.00,7.00,0.78,4.00,30.00,0.13,9.00,5.00,97.00
Coop/São José Basketball,1,200.00,80.00,63.00,42.00,14.00,35.00,12.00,23.00,23.00,13.00,1.77,80.00,8.00,22.00,36.36,21.00,41.00,51.22,14.00,17.00,82.35,1.00,7.00,0.54,2.00,15.00,0.13,13.00,1.00,101.00
Tijuca,1,200.00,79.00,63.00,42.00,25.00,26.00,7.00,19.00,16.00,14.00,1.14,79.00,4.00,19.00,21.05,21.00,38.00,55.26,25.00,36.00,69.44,1.00,8.00,0.57,2.00,22.00,0.09,14.00,0.00,85.00
Minas,1,200.00,76.00,60.00,40.00,27.00,29.00,8.00,21.00,11.00,15.00,0.73,76.00,3.00,16.00,18.75,20.00,48.00,41.67,27.00,30.00,90.00,1.00,6.00,0.40,4.00,26.00,0.15,15.00,3.00,73.00
Uberlândia,1,200.00,76.00,51.00,34.00,12.00,27.00,7.00,20.00,20.00,11.00,1.82,76.00,10.00,24.00,41.67,17.00,35.00,48.57,12.00,14.00,85.71,1.00,8.00,0.73,2.00,17.00,0.12,11.00,1.00,91.00
Fortaleza B. C. / CFO,1,200.00,74.00,51.00,34.00,28.00,39.00,10.00,29.00,16.00,18.00,0.89,74.00,4.00,13.00,30.77,17.00,49.00,34.69,28.00,31.00,90.32,0.00,5.00,0.28,5.00,25.00,0.20,18.00,5.00,85.00
Bauru Basket,1,200.00,74.00,54.00,36.00,14.00,33.00,9.00,24.00,12.00,10.00,1.20,74.00,8.00,17.00,47.06,18.00,47.00,38.30,14.00,16.00,87.50,3.00,5.00,0.50,2.00,15.00,0.13,10.00,3.00,81.00
Pinheiros,1,200.00,73.00,57.00,38.00,5.00,27.00,5.00,22.00,16.00,10.00,1.60,73.00,10.00,31.00,32.26,19.00,33.00,57.58,5.00,8.00,62.50,3.00,4.00,0.40,2.00,15.00,0.13,10.00,1.00,78.00
Palmeiras,1,200.00,61.00,48.00,32.00,14.00,28.00,6.00,22.00,8.00,16.00,0.50,61.00,5.00,17.00,29.41,16.00,47.00,34.04,14.00,20.00,70.00,0.00,6.00,0.38,1.00,28.00,0.04,16.00,3.00,48.00
Mogi,1,200.00,59.00,45.00,30.00,20.00,30.00,5.00,25.00,11.00,26.00,0.42,59.00,3.00,11.00,27.27,15.00,36.00,41.67,20.00,29.00,68.97,0.00,6.00,0.23,0.00,25.00,0.00,26.00,4.00,55.00
