Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,200.00,102.00,84.00,56.00,25.00,40.00,16.00,24.00,9.00,9.00,1.00,102.00,7.00,22.00,31.82,28.00,44.00,63.64,25.00,38.00,65.79,1.00,2.00,0.22,0.00,31.00,0.00,9.00,3.00,116.00
Pinheiros,1,200.00,92.00,57.00,38.00,18.00,28.00,5.00,23.00,13.00,21.00,0.62,92.00,12.00,31.00,38.71,19.00,26.00,73.08,18.00,23.00,78.26,2.00,9.00,0.43,1.00,20.00,0.05,21.00,1.00,97.00
Paulistano,1,200.00,92.00,72.00,48.00,14.00,32.00,8.00,24.00,17.00,18.00,0.94,92.00,10.00,16.00,62.50,24.00,42.00,57.14,14.00,19.00,73.68,4.00,5.00,0.28,3.00,21.00,0.14,18.00,3.00,110.00
Bauru Basket,1,199.08,90.00,60.00,40.00,23.00,39.00,6.00,33.00,8.00,14.00,0.57,90.00,9.00,15.00,60.00,20.00,42.00,47.62,23.00,29.00,79.31,2.00,2.00,0.14,1.00,24.00,0.04,14.00,4.00,102.00
Espírito Santo,1,200.00,90.00,63.00,42.00,15.00,32.00,12.00,20.00,11.00,14.00,0.79,90.00,11.00,27.00,40.74,21.00,38.00,55.26,15.00,18.00,83.33,1.00,14.00,1.00,1.00,22.00,0.05,14.00,3.00,104.00
Brasília,1,200.00,88.00,54.00,36.00,25.00,27.00,11.00,16.00,12.00,5.00,2.40,88.00,9.00,25.00,36.00,18.00,37.00,48.65,25.00,36.00,69.44,2.00,8.00,1.60,2.00,31.00,0.06,5.00,2.00,99.00
Uberlândia,1,200.00,87.00,69.00,46.00,11.00,26.00,3.00,23.00,20.00,18.00,1.11,87.00,10.00,20.00,50.00,23.00,31.00,74.19,11.00,11.00,100.00,2.00,2.00,0.11,0.00,14.00,0.00,18.00,5.00,104.00
Fortaleza B. C. / CFO,1,200.00,83.00,66.00,44.00,6.00,30.00,6.00,24.00,18.00,13.00,1.38,83.00,11.00,20.00,55.00,22.00,36.00,61.11,6.00,10.00,60.00,3.00,3.00,0.23,3.00,27.00,0.11,13.00,3.00,104.00
Suzano,1,200.00,78.00,42.00,28.00,20.00,22.00,4.00,18.00,12.00,18.00,0.67,78.00,10.00,27.00,37.04,14.00,30.00,46.67,20.00,24.00,83.33,2.00,9.00,0.50,3.00,21.00,0.14,18.00,7.00,80.00
Minas,1,200.00,78.00,60.00,40.00,14.00,22.00,6.00,16.00,15.00,11.00,1.36,78.00,8.00,22.00,36.36,20.00,39.00,51.28,14.00,21.00,66.67,0.00,8.00,0.73,1.00,24.00,0.04,11.00,3.00,83.00
Mogi,1,200.00,77.00,60.00,40.00,13.00,40.00,14.00,26.00,8.00,25.00,0.32,77.00,8.00,22.00,36.36,20.00,44.00,45.45,13.00,18.00,72.22,0.00,4.00,0.16,1.00,22.00,0.05,25.00,4.00,71.00
Limeira,1,200.00,77.00,60.00,40.00,7.00,24.00,11.00,13.00,17.00,8.00,2.13,77.00,10.00,34.00,29.41,20.00,37.00,54.05,7.00,9.00,77.78,4.00,9.00,1.13,0.00,15.00,0.00,8.00,2.00,80.00
L. Sorocabana,1,200.00,76.00,69.00,46.00,18.00,24.00,7.00,17.00,9.00,7.00,1.29,76.00,4.00,20.00,20.00,23.00,45.00,51.11,18.00,24.00,75.00,1.00,8.00,1.14,4.00,25.00,0.16,7.00,1.00,77.00
Palmeiras,1,200.00,75.00,45.00,30.00,15.00,35.00,10.00,25.00,10.00,15.00,0.67,75.00,10.00,30.00,33.33,15.00,30.00,50.00,15.00,25.00,60.00,0.00,9.00,0.60,1.00,24.00,0.04,15.00,5.00,85.00
Tijuca,1,200.00,69.00,45.00,30.00,21.00,20.00,5.00,15.00,7.00,9.00,0.78,69.00,6.00,20.00,30.00,15.00,28.00,53.57,21.00,28.00,75.00,1.00,7.00,0.78,0.00,16.00,0.00,9.00,5.00,72.00
Coop/São José Basketball,1,200.00,66.00,51.00,34.00,14.00,34.00,12.00,22.00,13.00,16.00,0.81,66.00,6.00,26.00,23.08,17.00,36.00,47.22,14.00,19.00,73.68,0.00,5.00,0.31,2.00,27.00,0.07,16.00,1.00,66.00
Sesi Franca,1,200.00,59.00,54.00,36.00,17.00,32.00,4.00,28.00,5.00,24.00,0.21,59.00,2.00,9.00,22.22,18.00,37.00,48.65,17.00,28.00,60.71,4.00,7.00,0.29,2.00,19.00,0.11,24.00,10.00,65.00
Joinville,1,200.00,50.00,48.00,32.00,12.00,30.00,15.00,15.00,10.00,15.00,0.67,50.00,2.00,23.00,8.70,16.00,39.00,41.03,12.00,25.00,48.00,2.00,9.00,0.60,4.00,27.00,0.15,15.00,4.00,48.00
