Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Joinville,1,200.00,99.00,102.00,68.00,22.00,45.00,14.00,31.00,20.00,15.00,1.33,99.00,3.00,17.00,17.65,34.00,51.00,66.67,22.00,29.00,75.86,4.00,12.00,0.80,4.00,21.00,0.19,15.00,7.00,141.00
Pinheiros,1,200.00,94.00,54.00,36.00,22.00,31.00,6.00,25.00,10.00,13.00,0.77,94.00,12.00,22.00,54.55,18.00,30.00,60.00,22.00,29.00,75.86,0.00,4.00,0.31,1.00,24.00,0.04,13.00,2.00,107.00
Minas,1,225.00,87.00,78.00,52.00,20.00,35.00,10.00,25.00,19.00,10.00,1.90,87.00,5.00,20.00,25.00,26.00,48.00,54.17,20.00,26.00,76.92,1.00,10.00,1.00,4.00,19.00,0.21,10.00,4.00,112.00
Palmeiras,1,200.00,85.00,81.00,54.00,19.00,28.00,13.00,15.00,15.00,11.00,1.36,85.00,4.00,20.00,20.00,27.00,49.00,55.10,19.00,27.00,70.37,2.00,8.00,0.73,1.00,28.00,0.04,11.00,2.00,90.00
Limeira,1,225.00,85.00,45.00,30.00,16.00,28.00,5.00,23.00,14.00,15.00,0.93,85.00,13.00,31.00,41.94,15.00,32.00,46.88,16.00,20.00,80.00,2.00,4.00,0.27,1.00,24.00,0.04,15.00,3.00,85.00
Paulistano,1,200.00,84.00,60.00,40.00,26.00,39.00,8.00,31.00,18.00,23.00,0.78,84.00,6.00,12.00,50.00,20.00,39.00,51.28,26.00,38.00,68.42,4.00,8.00,0.35,4.00,18.00,0.22,23.00,2.00,107.00
Espírito Santo,1,200.00,80.00,45.00,30.00,17.00,21.00,7.00,14.00,11.00,16.00,0.69,80.00,11.00,21.00,52.38,15.00,36.00,41.67,17.00,23.00,73.91,2.00,4.00,0.25,1.00,18.00,0.06,16.00,3.00,73.00
Coop/São José Basketball,1,161.05,79.00,57.00,38.00,29.00,28.00,7.00,21.00,7.00,12.00,0.58,79.00,4.00,18.00,22.22,19.00,38.00,50.00,29.00,34.00,85.29,0.00,9.00,0.75,2.00,23.00,0.09,12.00,0.00,80.00
Tijuca,1,200.00,74.00,69.00,46.00,19.00,37.00,12.00,25.00,10.00,12.00,0.83,74.00,3.00,14.00,21.43,23.00,49.00,46.94,19.00,23.00,82.61,1.00,7.00,0.58,3.00,27.00,0.11,12.00,2.00,84.00
Sesi Franca,1,200.00,74.00,81.00,54.00,14.00,24.00,8.00,16.00,14.00,4.00,3.50,74.00,2.00,17.00,11.76,27.00,44.00,61.36,14.00,19.00,73.68,2.00,8.00,2.00,0.00,15.00,0.00,4.00,0.00,84.00
L. Sorocabana,1,200.00,74.00,60.00,40.00,22.00,33.00,12.00,21.00,8.00,8.00,1.00,74.00,4.00,19.00,21.05,20.00,40.00,50.00,22.00,26.00,84.62,0.00,8.00,1.00,0.00,16.00,0.00,8.00,0.00,80.00
Suzano,1,200.00,72.00,57.00,38.00,10.00,34.00,15.00,19.00,13.00,17.00,0.76,72.00,8.00,30.00,26.67,19.00,42.00,45.24,10.00,17.00,58.82,1.00,15.00,0.88,2.00,28.00,0.07,17.00,2.00,76.00
Flamengo,1,200.00,70.00,63.00,42.00,19.00,36.00,8.00,28.00,15.00,5.00,3.00,70.00,3.00,18.00,16.67,21.00,48.00,43.75,19.00,25.00,76.00,1.00,7.00,1.40,0.00,16.00,0.00,5.00,2.00,83.00
Bauru Basket,1,200.00,67.00,57.00,38.00,8.00,29.00,6.00,23.00,16.00,18.00,0.89,67.00,7.00,18.00,38.89,19.00,36.00,52.78,8.00,10.00,80.00,3.00,5.00,0.28,1.00,22.00,0.05,18.00,3.00,75.00
Mogi,1,200.00,64.00,51.00,34.00,15.00,36.00,6.00,30.00,14.00,12.00,1.17,64.00,5.00,21.00,23.81,17.00,35.00,48.57,15.00,18.00,83.33,0.00,2.00,0.17,1.00,24.00,0.04,12.00,3.00,74.00
Uberlândia,1,200.00,63.00,54.00,36.00,6.00,23.00,4.00,19.00,15.00,16.00,0.94,63.00,7.00,18.00,38.89,18.00,35.00,51.43,6.00,9.00,66.67,4.00,6.00,0.38,0.00,22.00,0.00,16.00,2.00,65.00
