Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,200.00,96.00,30.00,50.00,16.00,33.00,10.00,23.00,17.00,15.00,1.13,96.00,10.00,26.00,38.46,25.00,46.00,54.35,16.00,18.00,88.89,1.00,9.00,0.60,2.00,25.00,0.08,15.00,0.00,103.00
Flamengo,1,200.00,94.00,27.00,50.00,17.00,24.00,4.00,20.00,20.00,11.00,1.82,94.00,9.00,14.00,64.29,25.00,44.00,56.82,17.00,24.00,70.83,1.00,10.00,0.91,0.00,21.00,0.00,11.00,1.00,106.00
Paulistano,1,200.00,93.00,33.00,50.00,10.00,34.00,12.00,22.00,23.00,16.00,1.44,93.00,11.00,25.00,44.00,25.00,44.00,56.82,10.00,16.00,62.50,1.00,3.00,0.19,3.00,28.00,0.11,16.00,1.00,101.00
Palmeiras,1,200.00,92.00,33.00,46.00,13.00,28.00,6.00,22.00,17.00,8.00,2.13,92.00,11.00,25.00,44.00,23.00,42.00,54.76,13.00,21.00,61.90,3.00,8.00,1.00,5.00,19.00,0.26,8.00,2.00,101.00
Mogi,1,200.00,91.00,18.00,44.00,29.00,26.00,2.00,24.00,20.00,16.00,1.25,91.00,6.00,17.00,35.29,22.00,37.00,59.46,29.00,31.00,93.55,1.00,10.00,0.63,2.00,21.00,0.10,16.00,2.00,105.00
Bauru Basket,1,199.95,88.00,39.00,40.00,9.00,21.00,1.00,20.00,14.00,13.00,1.08,88.00,13.00,23.00,56.52,20.00,27.00,74.07,9.00,14.00,64.29,0.00,5.00,0.38,2.00,16.00,0.13,13.00,1.00,95.00
Fortaleza B. C. / CFO,1,200.00,87.00,39.00,36.00,12.00,18.00,7.00,11.00,16.00,6.00,2.67,87.00,13.00,21.00,61.90,18.00,40.00,45.00,12.00,14.00,85.71,0.00,9.00,1.50,4.00,16.00,0.25,6.00,3.00,96.00
Joinville,1,200.00,86.00,30.00,44.00,12.00,36.00,11.00,25.00,14.00,15.00,0.93,86.00,10.00,22.00,45.45,22.00,43.00,51.16,12.00,19.00,63.16,2.00,2.00,0.13,2.00,20.00,0.10,15.00,4.00,85.00
Pinheiros,1,200.00,84.00,30.00,38.00,16.00,31.00,6.00,25.00,18.00,9.00,2.00,84.00,10.00,24.00,41.67,19.00,35.00,54.29,16.00,22.00,72.73,3.00,3.00,0.33,1.00,22.00,0.05,9.00,2.00,92.00
Limeira,1,199.80,81.00,24.00,38.00,19.00,34.00,10.00,24.00,13.00,13.00,1.00,81.00,8.00,27.00,29.63,19.00,33.00,57.58,19.00,26.00,73.08,3.00,7.00,0.54,2.00,22.00,0.09,13.00,1.00,84.00
Suzano,1,200.00,80.00,27.00,40.00,13.00,33.00,10.00,23.00,10.00,15.00,0.67,80.00,9.00,25.00,36.00,20.00,38.00,52.63,13.00,21.00,61.90,1.00,9.00,0.60,0.00,20.00,0.00,15.00,4.00,75.00
Espírito Santo,1,200.00,79.00,15.00,50.00,14.00,20.00,8.00,12.00,12.00,7.00,1.71,79.00,5.00,20.00,25.00,25.00,37.00,67.57,14.00,17.00,82.35,1.00,8.00,1.14,1.00,13.00,0.08,7.00,0.00,83.00
Minas,1,200.00,78.00,24.00,30.00,24.00,23.00,5.00,18.00,16.00,14.00,1.14,78.00,8.00,17.00,47.06,15.00,32.00,46.88,24.00,29.00,82.76,0.00,2.00,0.14,8.00,20.00,0.40,14.00,2.00,82.00
L. Sorocabana,1,200.00,76.00,27.00,36.00,13.00,19.00,6.00,13.00,11.00,7.00,1.57,76.00,9.00,19.00,47.37,18.00,39.00,46.15,13.00,16.00,81.25,0.00,6.00,0.86,3.00,23.00,0.13,7.00,2.00,74.00
Coop/São José Basketball,1,200.00,76.00,21.00,42.00,13.00,26.00,8.00,18.00,13.00,15.00,0.87,76.00,7.00,15.00,46.67,21.00,37.00,56.76,13.00,16.00,81.25,1.00,2.00,0.13,5.00,15.00,0.33,15.00,3.00,80.00
Uberlândia,1,200.00,75.00,21.00,34.00,20.00,25.00,7.00,18.00,8.00,14.00,0.57,75.00,7.00,22.00,31.82,17.00,33.00,51.52,20.00,23.00,86.96,0.00,9.00,0.64,2.00,18.00,0.11,14.00,1.00,71.00
Sesi Franca,1,200.00,73.00,21.00,44.00,8.00,35.00,13.00,22.00,18.00,18.00,1.00,73.00,7.00,23.00,30.43,22.00,38.00,57.89,8.00,12.00,66.67,4.00,7.00,0.39,2.00,21.00,0.10,18.00,5.00,81.00
Tijuca,1,175.57,73.00,21.00,40.00,12.00,35.00,13.00,22.00,14.00,9.00,1.56,73.00,7.00,22.00,31.82,20.00,42.00,47.62,12.00,15.00,80.00,1.00,5.00,0.56,2.00,18.00,0.11,9.00,2.00,80.00
