Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,199.90,99.00,18.00,64.00,17.00,30.00,10.00,20.00,13.00,9.00,1.44,99.00,6.00,18.00,33.33,32.00,47.00,68.09,17.00,23.00,73.91,4.00,11.00,1.22,3.00,19.00,0.16,9.00,1.00,114.00
Coop/São José Basketball,1,200.00,93.00,57.00,38.00,13.00,32.00,3.00,29.00,25.00,14.00,1.79,93.00,14.00,26.00,53.85,19.00,33.00,57.58,13.00,19.00,68.42,0.00,8.00,0.57,4.00,13.00,0.31,14.00,2.00,124.00
Pinheiros,1,200.00,92.00,30.00,40.00,22.00,29.00,7.00,22.00,16.00,11.00,1.45,92.00,10.00,23.00,43.48,20.00,34.00,58.82,22.00,28.00,78.57,2.00,3.00,0.27,1.00,20.00,0.05,11.00,0.00,97.00
Limeira,1,200.00,91.00,24.00,48.00,19.00,35.00,6.00,29.00,13.00,4.00,3.25,91.00,8.00,24.00,33.33,24.00,43.00,55.81,19.00,24.00,79.17,3.00,7.00,1.75,0.00,26.00,0.00,4.00,0.00,102.00
Uberlândia,1,200.00,90.00,24.00,48.00,18.00,23.00,5.00,18.00,27.00,13.00,2.08,90.00,8.00,20.00,40.00,24.00,36.00,66.67,18.00,20.00,90.00,5.00,11.00,0.85,4.00,15.00,0.27,13.00,4.00,116.00
Brasília,1,200.00,89.00,24.00,54.00,11.00,30.00,10.00,20.00,14.00,8.00,1.75,89.00,8.00,22.00,36.36,27.00,47.00,57.45,11.00,12.00,91.67,0.00,6.00,0.75,1.00,25.00,0.04,8.00,1.00,97.00
Sesi Franca,1,199.97,87.00,9.00,60.00,18.00,27.00,4.00,23.00,13.00,14.00,0.93,87.00,3.00,7.00,42.86,30.00,47.00,63.83,18.00,23.00,78.26,7.00,14.00,1.00,6.00,18.00,0.33,14.00,2.00,107.00
Bauru Basket,1,194.83,87.00,24.00,54.00,9.00,32.00,10.00,22.00,16.00,7.00,2.29,87.00,8.00,25.00,32.00,27.00,45.00,60.00,9.00,14.00,64.29,2.00,6.00,0.86,2.00,20.00,0.10,7.00,1.00,96.00
Fortaleza B. C. / CFO,1,200.00,86.00,27.00,44.00,15.00,28.00,7.00,21.00,16.00,12.00,1.33,86.00,9.00,23.00,39.13,22.00,41.00,53.66,15.00,17.00,88.24,1.00,14.00,1.17,0.00,27.00,0.00,12.00,2.00,97.00
Palmeiras,1,200.00,85.00,9.00,56.00,20.00,33.00,8.00,25.00,11.00,14.00,0.79,85.00,3.00,17.00,17.65,28.00,40.00,70.00,20.00,36.00,55.56,5.00,6.00,0.43,4.00,21.00,0.19,14.00,0.00,83.00
Suzano,1,200.00,82.00,24.00,46.00,12.00,24.00,4.00,20.00,15.00,9.00,1.67,82.00,8.00,18.00,44.44,23.00,40.00,57.50,12.00,17.00,70.59,1.00,4.00,0.44,0.00,14.00,0.00,9.00,2.00,84.00
Paulistano,1,201.97,79.00,24.00,38.00,17.00,30.00,6.00,24.00,13.00,17.00,0.76,79.00,8.00,23.00,34.78,19.00,29.00,65.52,17.00,31.00,54.84,3.00,6.00,0.35,0.00,19.00,0.00,17.00,1.00,72.00
L. Sorocabana,1,200.00,77.00,18.00,44.00,15.00,26.00,5.00,21.00,7.00,17.00,0.41,77.00,6.00,17.00,35.29,22.00,45.00,48.89,15.00,26.00,57.69,0.00,11.00,0.65,1.00,27.00,0.04,17.00,3.00,60.00
Tijuca,1,200.00,75.00,15.00,32.00,28.00,33.00,5.00,28.00,10.00,14.00,0.71,75.00,5.00,17.00,29.41,16.00,33.00,48.48,28.00,33.00,84.85,0.00,2.00,0.14,1.00,20.00,0.05,14.00,3.00,73.00
Joinville,1,199.97,72.00,15.00,44.00,13.00,28.00,12.00,16.00,9.00,17.00,0.53,72.00,5.00,14.00,35.71,22.00,44.00,50.00,13.00,19.00,68.42,3.00,6.00,0.35,4.00,23.00,0.17,17.00,3.00,65.00
Minas,1,199.93,67.00,15.00,36.00,16.00,29.00,14.00,15.00,13.00,20.00,0.65,67.00,5.00,17.00,29.41,18.00,41.00,43.90,16.00,21.00,76.19,1.00,6.00,0.30,2.00,16.00,0.13,20.00,3.00,57.00
Espírito Santo,1,199.95,64.00,15.00,30.00,19.00,29.00,12.00,17.00,11.00,25.00,0.44,64.00,5.00,19.00,26.32,15.00,41.00,36.59,19.00,23.00,82.61,5.00,7.00,0.28,1.00,16.00,0.06,25.00,4.00,43.00
Mogi,1,200.00,60.00,51.00,34.00,11.00,32.00,11.00,21.00,8.00,14.00,0.57,60.00,5.00,19.00,26.32,17.00,46.00,36.96,11.00,18.00,61.11,0.00,4.00,0.29,3.00,17.00,0.18,14.00,1.00,51.00
