Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
10/03/2014,Uberlândia,91,80,Espírito Santo,11,2
13/03/2014,Bauru,91,79,Mogi,13,2
13/03/2014,L. Sorocabana,82,76,Pinheiros,13,2
13/03/2014,Paulistano,76,67,Palmeiras,13,2
13/03/2014,Minas,75,74,Goiânia,13,2
13/03/2014,Espírito Santo,66,110,Brasília,13,2
13/03/2014,São José,83,85,Uberlândia,13,2
13/03/2014,Limeira,99,85,Basq. Cearense,13,2
15/03/2014,Espírito Santo,51,65,Goiânia,14,2
15/03/2014,L. Sorocabana,74,87,Uberlândia,10,2
15/03/2014,Paulistano,100,81,Pinheiros,14,2
15/03/2014,Minas,62,71,Brasília,14,2
15/03/2014,São José,86,77,Franca,14,2
15/03/2014,Bauru,83,77,Basq. Cearense,14,2
15/03/2014,Limeira,81,67,Mogi,14,2
15/03/2014,Macaé,103,95,Flamengo,14,2
17/03/2014,Espírito Santo,61,85,Franca,12,1
17/03/2014,L. Sorocabana,79,84,Palmeiras,14,2
20/03/2014,Basq. Cearense,78,75,Macaé,15,2
20/03/2014,Uberlândia,70,85,Bauru,15,2
20/03/2014,Franca,81,82,Limeira,15,2
20/03/2014,Brasília,90,91,São José,15,2
22/03/2014,Goiânia,100,85,São José,16,2
22/03/2014,L. Sorocabana,60,82,Paulistano,16,2
22/03/2014,Uberlândia,79,77,Limeira,16,2
22/03/2014,Mogi,86,77,Macaé,16,2
22/03/2014,Franca,77,76,Bauru,16,2
25/03/2014,Espírito Santo,70,79,Uberlândia,11,1
25/03/2014,São José,92,79,Palmeiras,17,2
27/03/2014,Macaé,95,80,Franca,17,2
27/03/2014,Palmeiras,90,73,Pinheiros,12,2
27/03/2014,Minas,75,65,Paulistano,17,2
27/03/2014,Espírito Santo,70,81,L. Sorocabana,17,2
27/03/2014,Limeira,91,83,Goiânia,17,2
27/03/2014,Bauru,93,85,Brasília,17,2
27/03/2014,Flamengo,82,77,Uberlândia,17,2
29/03/2014,Limeira,74,70,Brasília,18,2
29/03/2014,São José,79,70,Pinheiros,18,2
29/03/2014,Bauru,85,78,Goiânia,18,2
29/03/2014,Espírito Santo,84,99,Paulistano,18,2
29/03/2014,Mogi,96,74,Basq. Cearense,18,2
29/03/2014,Macaé,72,65,Uberlândia,18,2
29/03/2014,Minas,75,77,L. Sorocabana,18,2
29/03/2014,Flamengo,92,89,Franca,18,2
31/03/2014,São José,74,94,Flamengo,10,2
01/04/2014,Pinheiros,90,82,Minas,15,2
01/04/2014,Mogi,94,90,Flamengo,15,2
01/04/2014,Palmeiras,103,64,Espírito Santo,15,2
03/04/2014,Pinheiros,96,66,Espírito Santo,16,2
03/04/2014,Basq. Cearense,81,88,Flamengo,16,2
03/04/2014,Palmeiras,63,57,Minas,16,2
06/04/2014,Uberlândia,61,68,Franca,1,3
07/04/2014,São José,78,77,Palmeiras,1,3
08/04/2014,Uberlândia,69,67,Franca,2,3
09/04/2014,Pinheiros,85,82,Mogi,1,3
09/04/2014,Bauru,79,56,Basq. Cearense,1,3
09/04/2014,São José,80,70,Palmeiras,2,3
11/04/2014,Pinheiros,77,90,Mogi,2,3
11/04/2014,Bauru,97,78,Basq. Cearense,2,3
12/04/2014,Franca,61,92,Uberlândia,3,3
13/04/2014,Palmeiras,85,68,São José,3,3
14/04/2014,Basq. Cearense,78,79,Bauru,3,3
14/04/2014,Franca,82,74,Uberlândia,4,3
15/04/2014,Mogi,85,81,Pinheiros,3,3
15/04/2014,Palmeiras,83,69,São José,4,3
17/04/2014,Mogi,86,68,Pinheiros,4,3
18/04/2014,Uberlândia,71,76,Franca,5,3
19/04/2014,São José,64,60,Palmeiras,5,3
25/04/2014,Limeira,97,82,Mogi,1,4
26/04/2014,Brasília,82,87,São José,1,4
26/04/2014,Flamengo,70,74,Bauru,1,4
27/04/2014,Limeira,83,72,Mogi,2,4
27/04/2014,Paulistano,82,72,Franca,1,4
28/04/2014,Brasília,82,95,São José,2,4
28/04/2014,Flamengo,86,69,Bauru,2,4
29/04/2014,Paulistano,67,87,Franca,2,4
02/05/2014,São José,72,70,Brasília,3,4
02/05/2014,Mogi,88,81,Limeira,3,4
03/05/2014,Bauru,73,92,Flamengo,3,4
04/05/2014,Franca,71,81,Paulistano,3,4
05/05/2014,Bauru,81,84,Flamengo,4,4
05/05/2014,Mogi,72,60,Limeira,4,4
06/05/2014,Franca,97,87,Paulistano,4,4
09/05/2014,Paulistano,86,77,Franca,5,4
09/05/2014,Limeira,70,75,Mogi,5,4
12/05/2014,Flamengo,88,82,Mogi,1,5
13/05/2014,Paulistano,88,71,São José,1,5
14/05/2014,Flamengo,65,69,Mogi,2,5
15/05/2014,Paulistano,78,83,São José,2,5
17/05/2014,Mogi,78,80,Flamengo,3,5
18/05/2014,São José,74,80,Paulistano,3,5
19/05/2014,Mogi,71,79,Flamengo,4,5
20/05/2014,São José,96,68,Paulistano,4,5
23/05/2014,Paulistano,81,68,São José,5,5
31/05/2014,Flamengo,78,73,Paulistano,1,6
