Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
29/10/2010,São José,63,78,Brasília,1,1
30/10/2010,Vitória (ES),56,109,Pinheiros,1,1
30/10/2010,Espírito Santo,60,63,Paulistano,1,1
30/10/2010,Araraquara,93,74,Minas,1,1
30/10/2010,Joinville,78,83,Bauru,1,1
30/10/2010,Limeira,60,65,Uberlândia,1,1
07/11/2010,Vitória (ES),81,78,Paulistano,2,1
07/11/2010,Espírito Santo,80,95,Pinheiros,2,1
07/11/2010,Joinville,74,69,Assis,2,1
13/11/2010,Brasília,85,84,Araraquara,4,1
14/11/2010,Pinheiros,95,97,Bauru,3,1
14/11/2010,Paulistano,83,77,Assis,3,1
14/11/2010,Minas,92,78,Vitória (ES),3,1
14/11/2010,Limeira,72,86,Joinville,3,1
15/11/2010,Uberlândia,95,88,Araraquara,3,1
15/11/2010,Brasília,67,69,Franca,3,1
17/11/2010,Flamengo,90,70,Espírito Santo,3,1
21/11/2010,Uberlândia,75,76,Franca,4,1
21/11/2010,Pinheiros,88,68,Assis,4,1
21/11/2010,São José,92,99,Joinville,4,1
21/11/2010,Paulistano,88,86,Bauru,4,1
21/11/2010,Flamengo,112,58,Vitória (ES),4,1
21/11/2010,Minas,95,86,Espírito Santo,4,1
28/11/2010,Joinville,95,76,Paulistano,5,1
28/11/2010,Araraquara,67,75,São José,5,1
28/11/2010,Bauru,78,82,Minas,5,1
02/12/2010,Vitória (ES),68,83,Uberlândia,5,1
03/12/2010,Assis,77,91,Flamengo,5,1
05/12/2010,Franca,82,65,São José,6,1
05/12/2010,Bauru,80,81,Flamengo,6,1
05/12/2010,Assis,66,70,Minas,6,1
05/12/2010,Vitória (ES),77,104,Brasília,6,1
05/12/2010,Espírito Santo,88,98,Uberlândia,6,1
05/12/2010,Araraquara,52,72,Limeira,6,1
05/12/2010,Joinville,93,94,Pinheiros,6,1
07/12/2010,Espírito Santo,68,80,Brasília,5,1
10/12/2010,Brasília,107,78,Assis,7,1
12/12/2010,São José,97,62,Vitória (ES),7,1
12/12/2010,Joinville,91,75,Araraquara,7,1
12/12/2010,Minas,89,94,Paulistano,7,1
12/12/2010,Uberlândia,96,64,Assis,8,1
12/12/2010,Brasília,92,85,Bauru,8,1
12/12/2010,Limeira,74,77,Espírito Santo,7,1
12/12/2010,Flamengo,88,90,Pinheiros,7,1
14/12/2010,Uberlândia,67,76,Bauru,7,1
19/12/2010,Joinville,93,78,Franca,8,1
19/12/2010,São José,88,61,Espírito Santo,8,1
19/12/2010,Minas,93,86,Pinheiros,8,1
19/12/2010,Flamengo,116,76,Paulistano,8,1
19/12/2010,Limeira,91,89,Vitória (ES),8,1
07/01/2011,Bauru,92,74,São José,9,1
07/01/2011,Vitória (ES),83,80,Franca,9,1
07/01/2011,Paulistano,66,95,Uberlândia,9,1
07/01/2011,Assis,78,81,Limeira,9,1
07/01/2011,Pinheiros,77,66,Brasília,9,1
07/01/2011,Espírito Santo,76,84,Araraquara,9,1
07/01/2011,Flamengo,85,78,Joinville,9,1
09/01/2011,Assis,70,75,São José,10,1
09/01/2011,Vitória (ES),82,73,Araraquara,10,1
09/01/2011,Paulistano,51,95,Brasília,10,1
09/01/2011,Espírito Santo,67,87,Franca,10,1
09/01/2011,Minas,80,81,Joinville,10,1
11/01/2011,Assis,74,78,Bauru,11,1
11/01/2011,Franca,98,79,Araraquara,11,1
11/01/2011,Espírito Santo,85,83,Vitória (ES),11,1
11/01/2011,Uberlândia,94,84,Brasília,11,1
14/01/2011,Bauru,84,68,Franca,12,1
14/01/2011,Vitória (ES),72,81,Joinville,12,1
14/01/2011,São José,91,71,Paulistano,12,1
14/01/2011,Araraquara,77,76,Assis,12,1
14/01/2011,Brasília,82,76,Minas,12,1
16/01/2011,Assis,75,85,Franca,13,1
16/01/2011,São José,101,65,Pinheiros,13,1
16/01/2011,Espírito Santo,71,94,Joinville,13,1
16/01/2011,Araraquara,73,71,Bauru,13,1
16/01/2011,Limeira,81,69,Paulistano,13,1
16/01/2011,Uberlândia,61,71,Minas,13,1
18/01/2011,Franca,100,80,Minas,2,1
18/01/2011,Uberlândia,89,68,Flamengo,12,1
18/01/2011,Limeira,86,91,Brasília,2,1
21/01/2011,Pinheiros,84,66,Araraquara,14,1
21/01/2011,Paulistano,74,80,Franca,14,1
21/01/2011,Assis,92,86,Vitória (ES),14,1
21/01/2011,Bauru,111,70,Espírito Santo,14,1
21/01/2011,Joinville,81,91,Brasília,14,1
21/01/2011,Minas,67,73,Limeira,14,1
21/01/2011,Flamengo,88,85,São José,14,1
23/01/2011,Bauru,114,69,Vitória (ES),15,1
23/01/2011,Assis,64,68,Espírito Santo,15,1
23/01/2011,Joinville,92,66,Uberlândia,15,1
23/01/2011,Minas,72,98,São José,15,1
23/01/2011,Flamengo,113,67,Limeira,15,1
23/01/2011,Paulistano,76,67,Araraquara,15,1
23/01/2011,Pinheiros,86,79,Franca,15,1
25/01/2011,Pinheiros,68,74,Uberlândia,10,1
25/01/2011,Bauru,94,97,Limeira,10,1
25/01/2011,Araraquara,86,99,Flamengo,2,1
27/01/2011,Franca,101,91,Flamengo,1,1
27/01/2011,São José,91,78,Uberlândia,2,1
01/02/2011,Pinheiros,111,88,Paulistano,11,1
01/02/2011,Franca,100,95,Limeira,5,1
04/02/2011,Brasília,75,68,São José,1,2
04/02/2011,Bauru,92,69,Joinville,1,2
04/02/2011,Pinheiros,91,77,Vitória (ES),1,2
04/02/2011,Paulistano,79,83,Espírito Santo,1,2
04/02/2011,Minas,74,69,Araraquara,1,2
04/02/2011,Uberlândia,94,80,Limeira,1,2
06/02/2011,Assis,85,74,Joinville,2,2
06/02/2011,Paulistano,61,84,Vitória (ES),2,2
06/02/2011,Pinheiros,88,55,Espírito Santo,2,2
06/02/2011,Brasília,90,93,Limeira,2,2
06/02/2011,Uberlândia,92,66,São José,2,2
07/02/2011,Minas,89,85,Franca,2,2
09/02/2011,Minas,78,69,Flamengo,11,1
10/02/2011,Assis,72,60,Paulistano,3,2
10/02/2011,Bauru,89,94,Pinheiros,3,2
11/02/2011,Bauru,77,66,Paulistano,4,2
11/02/2011,Assis,81,94,Pinheiros,4,2
11/02/2011,Vitória (ES),68,71,Minas,3,2
11/02/2011,Joinville,67,58,Limeira,3,2
11/02/2011,Araraquara,82,87,Uberlândia,3,2
11/02/2011,Espírito Santo,76,82,Flamengo,3,2
13/02/2011,Franca,83,93,Uberlândia,4,2
13/02/2011,Vitória (ES),62,71,Flamengo,4,2
13/02/2011,Espírito Santo,71,73,Minas,4,2
13/02/2011,Joinville,68,67,São José,4,2
