Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
07/11/2023,Cerrado,94,67,União Corinthians,4,1
07/11/2023,Sesi Franca,93,88,Corinthians,4,1
07/11/2023,Flamengo,92,69,Botafogo,4,1
08/11/2023,Coop/São José Basketball,67,77,Minas,4,1
08/11/2023,Mogi,70,87,Pato Basquete,4,1
08/11/2023,São Paulo,94,86,UNIFACISA,4,1
09/11/2023,Cerrado,77,83,Caxias do Sul Basquete,4,1
09/11/2023,Bauru Basket,80,74,Corinthians,4,1
09/11/2023,BRB/Brasília,82,92,União Corinthians,4,1
09/11/2023,Pinheiros,68,72,Paulistano,4,1
10/11/2023,R10 Score Vasco da Gama,65,68,Flamengo,4,1
10/11/2023,Mogi,70,79,Minas,4,1
10/11/2023,Botafogo,79,86,Sesi Franca,4,1
11/11/2023,BRB/Brasília,69,77,Caxias do Sul Basquete,4,1
11/11/2023,Bauru Basket,74,70,Pinheiros,4,1
12/11/2023,Fortaleza B. C.,77,65,UNIFACISA,5,1
13/11/2023,União Corinthians,74,66,Mogi,5,1
13/11/2023,Sesi Franca,85,88,Pinheiros,5,1
13/11/2023,Flamengo,89,71,Cerrado,5,1
14/11/2023,Pato Basquete,73,70,Bauru Basket,5,1
14/11/2023,Corinthians,81,78,São Paulo,5,1
14/11/2023,Botafogo,89,78,BRB/Brasília,5,1
15/11/2023,Caxias do Sul Basquete,81,77,Mogi,5,1
15/11/2023,União Corinthians,74,78,Coop/São José Basketball,5,1
15/11/2023,R10 Score Vasco da Gama,74,71,Cerrado,5,1
16/11/2023,Flamengo,92,55,BRB/Brasília,5,1
16/11/2023,Minas,99,80,Bauru Basket,5,1
16/11/2023,Pato Basquete,87,83,Sesi Franca,5,1
17/11/2023,Pinheiros,75,81,São Paulo,5,1
17/11/2023,Caxias do Sul Basquete,82,90,Coop/São José Basketball,5,1
17/11/2023,Corinthians,71,79,Paulistano,5,1
18/11/2023,Botafogo,74,73,Cerrado,5,1
18/11/2023,Minas,71,81,Sesi Franca,5,1
19/11/2023,R10 Score Vasco da Gama,79,54,BRB/Brasília,6,1
20/11/2023,Mogi,86,81,Botafogo,6,1
20/11/2023,Bauru Basket,95,67,União Corinthians,6,1
20/11/2023,São Paulo,89,67,Pato Basquete,6,1
21/11/2023,Fortaleza B. C.,87,84,Pinheiros,6,1
21/11/2023,Coop/São José Basketball,82,64,Flamengo,6,1
22/11/2023,Paulistano,79,68,Pato Basquete,6,1
22/11/2023,Bauru Basket,94,59,Caxias do Sul Basquete,6,1
22/11/2023,Sesi Franca,101,56,União Corinthians,6,1
23/11/2023,Coop/São José Basketball,96,72,Botafogo,6,1
23/11/2023,UNIFACISA,85,78,Pinheiros,6,1
23/11/2023,Mogi,86,95,Flamengo,6,1
23/11/2023,São Paulo,75,83,Minas,6,1
23/11/2023,Fortaleza B. C.,78,65,Corinthians,6,1
24/11/2023,Cerrado,84,53,BRB/Brasília,6,1
24/11/2023,Sesi Franca,89,60,Caxias do Sul Basquete,6,1
25/11/2023,UNIFACISA,76,75,Corinthians,6,1
25/11/2023,Mogi,79,95,R10 Score Vasco da Gama,6,1
25/11/2023,Paulistano,71,86,Minas,6,1
27/11/2023,Flamengo,89,73,Bauru Basket,7,1
27/11/2023,Coop/São José Basketball,83,71,R10 Score Vasco da Gama,7,1
28/11/2023,Cerrado,70,62,Mogi,7,1
28/11/2023,União Corinthians,51,63,Paulistano,7,1
28/11/2023,Caxias do Sul Basquete,79,84,São Paulo,7,1
29/11/2023,Botafogo,83,80,Bauru Basket,7,1
29/11/2023,Minas,85,82,UNIFACISA,7,1
29/11/2023,Pato Basquete,75,76,Fortaleza B. C.,7,1
30/11/2023,BRB/Brasília,81,80,Mogi,7,1
30/11/2023,Corinthians,94,92,Pinheiros,7,1
30/11/2023,Caxias do Sul Basquete,65,81,Paulistano,7,1
30/11/2023,União Corinthians,74,81,São Paulo,7,1
01/12/2023,Minas,93,88,Fortaleza B. C.,7,1
01/12/2023,Pato Basquete,64,68,UNIFACISA,7,1
02/12/2023,Flamengo,93,67,Sesi Franca,7,1
02/12/2023,Cerrado,74,78,Coop/São José Basketball,7,1
02/12/2023,R10 Score Vasco da Gama,67,58,Bauru Basket,7,1
04/12/2023,BRB/Brasília,66,92,Coop/São José Basketball,8,1
04/12/2023,R10 Score Vasco da Gama,64,77,Sesi Franca,8,1
04/12/2023,São Paulo,78,77,Botafogo,8,1
05/12/2023,Paulistano,72,77,Flamengo,8,1
05/12/2023,Corinthians,73,77,Mogi,8,1
06/12/2023,Minas,67,68,Cerrado,8,1
06/12/2023,UNIFACISA,94,80,Caxias do Sul Basquete,8,1
06/12/2023,Fortaleza B. C.,74,78,União Corinthians,8,1
07/12/2023,São Paulo,70,83,Flamengo,8,1
07/12/2023,Sesi Franca,100,77,BRB/Brasília,8,1
07/12/2023,Pinheiros,75,69,Mogi,8,1
07/12/2023,Paulistano,85,77,Botafogo,8,1
08/12/2023,Fortaleza B. C.,62,63,Caxias do Sul Basquete,8,1
08/12/2023,UNIFACISA,86,80,União Corinthians,8,1
09/12/2023,São Paulo,70,75,R10 Score Vasco da Gama,8,1
09/12/2023,Pinheiros,73,71,Coop/São José Basketball,8,1
09/12/2023,Sesi Franca,80,77,Cerrado,8,1
09/12/2023,Bauru Basket,82,73,BRB/Brasília,8,1
09/12/2023,Corinthians,86,91,Botafogo,8,1
11/12/2023,Paulistano,70,76,R10 Score Vasco da Gama,9,1
11/12/2023,Bauru Basket,90,81,Cerrado,9,1
12/12/2023,Coop/São José Basketball,84,73,Mogi,9,1
13/12/2023,Pinheiros,73,67,R10 Score Vasco da Gama,9,1
14/12/2023,Corinthians,105,96,Minas,9,1
16/12/2023,BRB/Brasília,69,91,Paulistano,9,1
16/12/2023,Corinthians,85,81,Pato Basquete,9,1
16/12/2023,Pinheiros,61,91,Minas,9,1
18/12/2023,Cerrado,64,68,Paulistano,10,1
18/12/2023,R10 Score Vasco da Gama,81,71,UNIFACISA,10,1
18/12/2023,Botafogo,90,86,Fortaleza B. C.,10,1
18/12/2023,Pinheiros,91,77,Pato Basquete,10,1
18/12/2023,Mogi,87,88,Bauru Basket,10,1
19/12/2023,Caxias do Sul Basquete,79,80,Corinthians,10,1
20/12/2023,Minas,91,71,BRB/Brasília,10,1
20/12/2023,Coop/São José Basketball,74,82,Bauru Basket,10,1
20/12/2023,Botafogo,87,104,UNIFACISA,10,1
21/12/2023,Cerrado,82,74,São Paulo,10,1
21/12/2023,União Corinthians,82,92,Corinthians,10,1
21/12/2023,Mogi,64,75,Sesi Franca,10,1
21/12/2023,Caxias do Sul Basquete,73,64,Pinheiros,10,1
21/12/2023,Flamengo,77,74,Fortaleza B. C.,10,1
22/12/2023,Minas,84,75,Pato Basquete,10,1
23/12/2023,R10 Score Vasco da Gama,81,75,Fortaleza B. C.,10,1
23/12/2023,BRB/Brasília,63,72,São Paulo,10,1
23/12/2023,Flamengo,101,73,UNIFACISA,10,1
23/12/2023,Coop/São José Basketball,63,75,Sesi Franca,10,1
23/12/2023,União Corinthians,65,71,Pinheiros,10,1
27/12/2023,Paulistano,92,78,Mogi,11,1
27/12/2023,Minas,84,55,Caxias do Sul Basquete,11,1
27/12/2023,Pato Basquete,79,63,União Corinthians,11,1
27/12/2023,Fortaleza B. C.,87,76,Cerrado,11,1
27/12/2023,UNIFACISA,93,69,BRB/Brasília,11,1
27/12/2023,Corinthians,78,80,R10 Score Vasco da Gama,11,1
27/12/2023,Pinheiros,83,88,Flamengo,11,1
27/12/2023,São Paulo,78,74,Coop/São José Basketball,11,1
28/12/2023,Sesi Franca,97,75,Bauru Basket,11,1
29/12/2023,Paulistano,92,79,Coop/São José Basketball,11,1
29/12/2023,Corinthians,72,95,Flamengo,11,1
29/12/2023,Minas,95,71,União Corinthians,11,1
29/12/2023,Pato Basquete,78,74,Caxias do Sul Basquete,11,1
29/12/2023,Fortaleza B. C. / CFO,83,73,BRB/Brasília,11,1
29/12/2023,UNIFACISA,92,80,Cerrado,11,1
29/12/2023,Pinheiros,84,88,Botafogo,11,1
29/12/2023,São Paulo,61,63,Mogi,11,1
03/01/2024,Fortaleza B. C. / CFO,72,77,Sesi Franca,12,1
03/01/2024,Caxias do Sul Basquete,84,85,Flamengo,12,1
05/01/2024,UNIFACISA,101,98,Sesi Franca,12,1
05/01/2024,União Corinthians,65,79,Flamengo,12,1
05/01/2024,Corinthians,77,89,Coop/São José Basketball,12,1
06/01/2024,BRB/Brasília,65,77,Pato Basquete,1,2
06/01/2024,São Paulo,89,93,Bauru Basket,1,2
08/01/2024,Paulistano,55,66,Bauru Basket,1,2
08/01/2024,Cerrado,75,82,Pato Basquete,1,2
08/01/2024,Minas,89,52,Botafogo,1,2
08/01/2024,Flamengo,84,79,R10 Score Vasco da Gama,1,2
08/01/2024,São Paulo,84,98,Sesi Franca,1,2
09/01/2024,Coop/São José Basketball,71,70,Corinthians,1,2
09/01/2024,Mogi,75,76,Pinheiros,1,2
10/01/2024,Paulistano,76,98,Sesi Franca,1,2
11/01/2024,Minas,86,78,Flamengo,1,2
11/01/2024,UNIFACISA,107,84,São Paulo,1,2
12/01/2024,União Corinthians,79,75,Caxias do Sul Basquete,1,2
13/01/2024,Fortaleza B. C. / CFO,75,81,São Paulo,1,2
13/01/2024,Pato Basquete,97,91,Flamengo,1,2
13/01/2024,Minas,81,61,R10 Score Vasco da Gama,1,2
14/01/2024,Botafogo,68,85,Paulistano,2,2
14/01/2024,Sesi Franca,110,96,UNIFACISA,2,2
15/01/2024,Pato Basquete,67,76,R10 Score Vasco da Gama,2,2
15/01/2024,Coop/São José Basketball,71,73,Pinheiros,2,2
16/01/2024,Bauru Basket,91,89,UNIFACISA,2,2
16/01/2024,Sesi Franca,81,75,Fortaleza B. C. / CFO,2,2
17/01/2024,BRB/Brasília,68,111,Minas,2,2
18/01/2024,Bauru Basket,93,88,Fortaleza B. C. / CFO,2,2
18/01/2024,Botafogo,76,82,Caxias do Sul Basquete,2,2
18/01/2024,Mogi,70,77,Corinthians,2,2
19/01/2024,Cerrado,71,84,Minas,2,2
20/01/2024,Botafogo,77,78,União Corinthians,2,2
20/01/2024,R10 Score Vasco da Gama,78,73,Caxias do Sul Basquete,2,2
22/01/2024,Fortaleza B. C. / CFO,99,95,Coop/São José Basketball,3,2
22/01/2024,UNIFACISA,79,68,Mogi,3,2
22/01/2024,Corinthians,87,64,BRB/Brasília,3,2
22/01/2024,Pinheiros,84,61,Cerrado,3,2
22/01/2024,R10 Score Vasco da Gama,89,77,União Corinthians,3,2
23/01/2024,Flamengo,105,62,Caxias do Sul Basquete,3,2
23/01/2024,São Paulo,90,71,Paulistano,3,2
24/01/2024,Fortaleza B. C. / CFO,93,75,Mogi,3,2
24/01/2024,Pato Basquete,97,86,Botafogo,3,2
24/01/2024,UNIFACISA,84,68,Coop/São José Basketball,3,2
24/01/2024,Corinthians,73,56,Cerrado,3,2
24/01/2024,Pinheiros,88,92,BRB/Brasília,3,2
25/01/2024,Flamengo,89,71,União Corinthians,3,2
05/02/2024,Pato Basquete,80,88,Coop/São José Basketball,4,2
05/02/2024,União Corinthians,75,103,Cerrado,4,2
06/02/2024,UNIFACISA,73,80,Fortaleza B. C. / CFO,4,2
06/02/2024,Botafogo,78,102,Flamengo,4,2
06/02/2024,Corinthians,70,71,Bauru Basket,4,2
07/02/2024,União Corinthians,73,59,BRB/Brasília,4,2
07/02/2024,Pato Basquete,74,80,São Paulo,4,2
07/02/2024,Caxias do Sul Basquete,72,86,Cerrado,4,2
08/02/2024,Minas,102,65,Mogi,4,2
08/02/2024,Pinheiros,84,76,Bauru Basket,4,2
08/02/2024,UNIFACISA,69,75,Paulistano,4,2
09/02/2024,Caxias do Sul Basquete,79,67,BRB/Brasília,4,2
09/02/2024,R10 Score Vasco da Gama,98,86,Botafogo,4,2
10/02/2024,Fortaleza B. C. / CFO,51,64,Paulistano,4,2
12/02/2024,Pinheiros,61,82,Sesi Franca,5,2
14/02/2024,Corinthians,68,73,Sesi Franca,5,2
14/02/2024,Coop/São José Basketball,111,86,União Corinthians,5,2
14/02/2024,Mogi,81,74,Caxias do Sul Basquete,5,2
14/02/2024,Fortaleza B. C. / CFO,84,75,Botafogo,5,2
15/02/2024,Cerrado,83,86,Flamengo,5,2
15/02/2024,Minas,86,94,São Paulo,5,2
15/02/2024,Bauru Basket,89,79,Pato Basquete,5,2
16/02/2024,Paulistano,80,51,Pinheiros,5,2
16/02/2024,Coop/São José Basketball,82,68,Caxias do Sul Basquete,5,2
16/02/2024,UNIFACISA,96,66,Botafogo,5,2
16/02/2024,Mogi,80,94,União Corinthians,5,2
17/02/2024,São Paulo,82,90,Corinthians,5,2
17/02/2024,BRB/Brasília,74,86,Flamengo,5,2
17/02/2024,Bauru Basket,76,81,R10 Score Vasco da Gama,5,2
17/02/2024,Sesi Franca,97,65,Pato Basquete,5,2
28/02/2024,União Corinthians,98,92,UNIFACISA,6,2
29/02/2024,Botafogo,90,93,Coop/São José Basketball,6,2
29/02/2024,Sesi Franca,95,94,Minas,6,2
29/02/2024,São Paulo,79,74,Pinheiros,6,2
29/02/2024,Flamengo,77,49,Mogi,6,2
01/03/2024,BRB/Brasília,73,95,Cerrado,6,2
01/03/2024,Caxias do Sul Basquete,70,77,UNIFACISA,6,2
02/03/2024,Fortaleza B. C. / CFO,90,69,Pato Basquete,6,2
02/03/2024,Paulistano,71,81,Corinthians,6,2
02/03/2024,Bauru Basket,86,84,Minas,6,2
02/03/2024,R10 Score Vasco da Gama,79,73,Mogi,6,2
04/03/2024,UNIFACISA,85,79,Pato Basquete,7,2
05/03/2024,Botafogo,84,87,Mogi,7,2
05/03/2024,Pinheiros,80,63,Caxias do Sul Basquete,7,2
05/03/2024,R10 Score Vasco da Gama,92,59,Coop/São José Basketball,7,2
07/03/2024,União Corinthians,89,97,Bauru Basket,7,2
07/03/2024,Corinthians,102,82,Fortaleza B. C. / CFO,7,2
08/03/2024,Cerrado,79,82,Botafogo,7,2
08/03/2024,BRB/Brasília,84,89,R10 Score Vasco da Gama,7,2
09/03/2024,Caxias do Sul Basquete,75,79,Bauru Basket,7,2
09/03/2024,Pinheiros,72,61,Fortaleza B. C. / CFO,7,2
09/03/2024,Corinthians,86,85,UNIFACISA,7,2
09/03/2024,Pato Basquete,83,73,Paulistano,7,2
09/03/2024,Mogi,79,64,Coop/São José Basketball,8,2
10/03/2024,Cerrado,81,84,R10 Score Vasco da Gama,8,2
10/03/2024,BRB/Brasília,106,108,Botafogo,8,2
11/03/2024,Minas,72,70,Paulistano,17,2
11/03/2024,Pinheiros,67,89,UNIFACISA,8,2
12/03/2024,Bauru Basket,67,78,Sesi Franca,8,2
12/03/2024,Flamengo,69,67,Coop/São José Basketball,6,2
13/03/2024,Corinthians,81,70,União Corinthians,8,2
19/03/2024,Bauru Basket,74,72,Flamengo,9,2
19/03/2024,Sesi Franca,97,74,Botafogo,9,2
20/03/2024,Fortaleza B. C. / CFO,79,69,Minas,9,2
20/03/2024,Paulistano,106,72,União Corinthians,9,2
20/03/2024,Mogi,104,61,BRB/Brasília,9,2
20/03/2024,São Paulo,74,67,Caxias do Sul Basquete,9,2
20/03/2024,Coop/São José Basketball,71,69,Cerrado,9,2
21/03/2024,Bauru Basket,113,95,Botafogo,9,2
21/03/2024,Sesi Franca,73,88,Flamengo,9,2
22/03/2024,Coop/São José Basketball,103,85,BRB/Brasília,9,2
22/03/2024,UNIFACISA,98,96,Minas,9,2
22/03/2024,Mogi,70,65,Cerrado,9,2
22/03/2024,São Paulo,71,60,União Corinthians,9,2
23/03/2024,Pinheiros,77,90,Corinthians,9,2
23/03/2024,Sesi Franca,93,67,R10 Score Vasco da Gama,9,2
25/03/2024,Minas,73,56,Coop/São José Basketball,10,2
25/03/2024,Pato Basquete,100,73,Mogi,10,2
25/03/2024,Botafogo,83,79,São Paulo,10,2
25/03/2024,Caxias do Sul Basquete,69,91,Fortaleza B. C. / CFO,10,2
26/03/2024,Cerrado,69,86,Bauru Basket,10,2
26/03/2024,Flamengo,81,68,Paulistano,10,2
27/03/2024,Minas,81,51,Pinheiros,10,2
27/03/2024,União Corinthians,85,93,Fortaleza B. C. / CFO,10,2
27/03/2024,Caxias do Sul Basquete,79,89,Sesi Franca,10,2
28/03/2024,BRB/Brasília,84,103,Bauru Basket,10,2
28/03/2024,Pato Basquete,100,87,Corinthians,10,2
28/03/2024,R10 Score Vasco da Gama,73,70,Paulistano,10,2
28/03/2024,Flamengo,88,78,São Paulo,10,2
29/03/2024,União Corinthians,84,96,Sesi Franca,10,2
30/03/2024,Minas,91,73,Corinthians,10,2
30/03/2024,Pato Basquete,83,79,Pinheiros,10,2
30/03/2024,R10 Score Vasco da Gama,70,80,São Paulo,10,2
31/03/2024,Paulistano,95,50,BRB/Brasília,11,2
31/03/2024,UNIFACISA,82,90,Flamengo,11,2
01/04/2024,Sesi Franca,97,87,Coop/São José Basketball,11,2
02/04/2024,Paulistano,82,71,Cerrado,11,2
02/04/2024,Fortaleza B. C. / CFO,73,93,Flamengo,11,2
02/04/2024,São Paulo,93,84,BRB/Brasília,11,2
03/04/2024,Bauru Basket,91,92,Coop/São José Basketball,11,2
03/04/2024,Corinthians,107,93,Caxias do Sul Basquete,11,2
03/04/2024,Sesi Franca,73,69,Mogi,11,2
04/04/2024,UNIFACISA,77,63,R10 Score Vasco da Gama,11,2
04/04/2024,Pinheiros,83,59,União Corinthians,11,2
04/04/2024,São Paulo,79,70,Cerrado,11,2
05/04/2024,Paulistano,75,56,Caxias do Sul Basquete,11,2
05/04/2024,Pato Basquete,69,77,Minas,11,2
06/04/2024,Fortaleza B. C. / CFO,70,69,R10 Score Vasco da Gama,11,2
06/04/2024,BRB/Brasília,100,105,Sesi Franca,11,2
06/04/2024,Flamengo,88,58,Corinthians,11,2
07/04/2024,Mogi,81,79,São Paulo,12,2
08/04/2024,Cerrado,70,95,Sesi Franca,12,2
08/04/2024,BRB/Brasília,83,102,UNIFACISA,12,2
08/04/2024,Botafogo,72,116,Corinthians,12,2
08/04/2024,Flamengo,73,59,Pinheiros,12,2
09/04/2024,Mogi,64,61,Paulistano,12,2
09/04/2024,Coop/São José Basketball,72,63,São Paulo,12,2
10/04/2024,Cerrado,84,90,UNIFACISA,12,2
10/04/2024,União Corinthians,75,77,Pato Basquete,12,2
10/04/2024,Botafogo,93,69,Pinheiros,12,2
10/04/2024,Caxias do Sul Basquete,88,99,Minas,12,2
11/04/2024,R10 Score Vasco da Gama,87,78,Corinthians,12,2
11/04/2024,BRB/Brasília,69,68,Fortaleza B. C. / CFO,12,2
12/04/2024,Coop/São José Basketball,64,93,Paulistano,12,2
12/04/2024,União Corinthians,78,88,Minas,12,2
12/04/2024,Caxias do Sul Basquete,68,85,Pato Basquete,12,2
13/04/2024,Cerrado,83,84,Fortaleza B. C. / CFO,12,2
13/04/2024,R10 Score Vasco da Gama,63,72,Pinheiros,12,2
13/04/2024,Bauru Basket,80,68,Mogi,12,2
18/04/2024,Corinthians,65,83,Paulistano,1,3
18/04/2024,Mogi,66,78,Sesi Franca,1,3
19/04/2024,União Corinthians,73,83,Minas,1,3
19/04/2024,São Paulo,99,93,UNIFACISA,1,3
20/04/2024,Pinheiros,56,64,R10 Score Vasco da Gama,1,3
20/04/2024,Botafogo,87,92,Flamengo,1,3
21/04/2024,Pato Basquete,74,93,Bauru Basket,1,3
21/04/2024,Coop/São José Basketball,70,73,Fortaleza B. C. / CFO,1,3
22/04/2024,Paulistano,77,68,Corinthians,2,3
22/04/2024,Sesi Franca,97,57,Mogi,2,3
23/04/2024,Minas,81,73,União Corinthians,2,3
23/04/2024,UNIFACISA,107,104,São Paulo,2,3
25/04/2024,UNIFACISA,82,88,São Paulo,3,3
26/04/2024,R10 Score Vasco da Gama,85,70,Pinheiros,2,3
26/04/2024,Flamengo,78,56,Botafogo,2,3
27/04/2024,Fortaleza B. C. / CFO,90,66,Coop/São José Basketball,2,3
27/04/2024,Bauru Basket,71,62,Pato Basquete,2,3
02/05/2024,Sesi Franca,64,61,Paulistano,1,4
03/05/2024,Minas,84,59,São Paulo,1,4
03/05/2024,Flamengo,79,71,Fortaleza B. C. / CFO,1,4
04/05/2024,R10 Score Vasco da Gama,84,78,Bauru Basket,1,4
06/05/2024,Paulistano,75,89,Sesi Franca,2,4
06/05/2024,São Paulo,105,74,Minas,2,4
07/05/2024,Fortaleza B. C. / CFO,66,86,Flamengo,2,4
07/05/2024,Bauru Basket,80,66,R10 Score Vasco da Gama,2,4
08/05/2024,Paulistano,73,80,Sesi Franca,3,4
08/05/2024,São Paulo,86,84,Minas,3,4
09/05/2024,Fortaleza B. C. / CFO,68,83,Flamengo,3,4
09/05/2024,Bauru Basket,67,59,R10 Score Vasco da Gama,3,4
11/05/2024,Minas,104,79,São Paulo,4,4
12/05/2024,R10 Score Vasco da Gama,95,87,Bauru Basket,4,4
13/05/2024,Minas,98,67,São Paulo,5,4
14/05/2024,R10 Score Vasco da Gama,73,76,Bauru Basket,5,4
17/05/2024,Sesi Franca,87,63,Minas,1,5
18/05/2024,Flamengo,92,61,Bauru Basket,1,5
20/05/2024,Minas,80,67,Sesi Franca,2,5
21/05/2024,Bauru Basket,65,88,Flamengo,2,5
22/05/2024,Minas,72,82,Sesi Franca,3,5
23/05/2024,Bauru Basket,72,110,Flamengo,3,5
25/05/2024,Sesi Franca,91,93,Minas,4,5
27/05/2024,Sesi Franca,82,76,Minas,5,5
01/06/2024,Flamengo,56,69,Sesi Franca,1,6
06/06/2024,Sesi Franca,68,76,Flamengo,2,6
08/06/2024,Sesi Franca,81,73,Flamengo,3,6
13/06/2024,Flamengo,59,69,Sesi Franca,4,6
