Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Minas,1,0.00,108.00,30.00,56.00,22.00,32.00,7.00,25.00,28.00,15.00,1.87,108.00,10.00,21.00,47.62,28.00,39.00,71.79,22.00,30.00,73.33,1.00,6.00,0.40,0.00,15.00,0.00,15.00,0.00,129.00
Joinville,1,0.00,94.00,27.00,50.00,17.00,34.00,4.00,30.00,22.00,14.00,1.57,94.00,9.00,20.00,45.00,25.00,40.00,62.50,17.00,22.00,77.27,1.00,13.00,0.93,3.00,20.00,0.15,14.00,0.00,121.00
Bauru Basket,1,0.00,89.00,39.00,30.00,20.00,37.00,15.00,22.00,10.00,7.00,1.43,89.00,13.00,26.00,50.00,15.00,36.00,41.67,20.00,26.00,76.92,0.00,4.00,0.57,2.00,19.00,0.11,7.00,0.00,95.00
Flamengo,1,0.00,89.00,24.00,48.00,17.00,28.00,5.00,23.00,17.00,10.00,1.70,89.00,8.00,23.00,34.78,24.00,41.00,58.54,17.00,27.00,62.96,2.00,13.00,1.30,2.00,23.00,0.09,10.00,0.00,97.00
Sesi Franca,1,0.00,89.00,30.00,40.00,19.00,38.00,11.00,27.00,17.00,10.00,1.70,89.00,10.00,27.00,37.04,20.00,38.00,52.63,19.00,23.00,82.61,1.00,8.00,0.80,0.00,17.00,0.00,10.00,0.00,103.00
Lajeado,1,0.00,82.00,30.00,36.00,16.00,24.00,5.00,19.00,18.00,13.00,1.38,82.00,10.00,24.00,41.67,18.00,33.00,54.55,16.00,19.00,84.21,0.00,6.00,0.46,1.00,18.00,0.06,13.00,0.00,86.00
Limeira,1,0.00,77.00,33.00,28.00,16.00,26.00,3.00,23.00,21.00,10.00,2.10,77.00,11.00,25.00,44.00,14.00,28.00,50.00,16.00,18.00,88.89,2.00,7.00,0.70,3.00,21.00,0.14,10.00,0.00,94.00
Saldanha,1,0.00,76.00,30.00,32.00,14.00,30.00,15.00,15.00,5.00,14.00,0.36,76.00,10.00,23.00,43.48,16.00,38.00,42.11,14.00,26.00,53.85,2.00,10.00,0.71,1.00,22.00,0.05,14.00,0.00,61.00
Brasília,1,0.00,73.00,30.00,26.00,17.00,28.00,7.00,21.00,11.00,23.00,0.48,73.00,10.00,23.00,43.48,13.00,31.00,41.94,17.00,22.00,77.27,2.00,11.00,0.48,7.00,21.00,0.33,23.00,0.00,71.00
Araraquara,1,0.00,69.00,24.00,36.00,9.00,30.00,10.00,20.00,13.00,18.00,0.72,69.00,8.00,28.00,28.57,18.00,40.00,45.00,9.00,15.00,60.00,1.00,9.00,0.50,4.00,19.00,0.21,18.00,0.00,59.00
Espírito Santo,1,0.00,68.00,15.00,40.00,13.00,30.00,5.00,25.00,6.00,20.00,0.30,68.00,5.00,15.00,33.33,20.00,37.00,54.05,13.00,23.00,56.52,1.00,6.00,0.30,0.00,22.00,0.00,20.00,0.00,53.00
Paulistano,1,0.00,68.00,27.00,28.00,13.00,29.00,10.00,19.00,12.00,23.00,0.52,68.00,9.00,21.00,42.86,14.00,36.00,38.89,13.00,16.00,81.25,1.00,7.00,0.30,4.00,21.00,0.19,23.00,0.00,60.00
Assis,1,0.00,63.00,15.00,36.00,12.00,35.00,8.00,27.00,7.00,10.00,0.70,63.00,5.00,17.00,29.41,18.00,33.00,54.55,12.00,15.00,80.00,2.00,3.00,0.30,6.00,14.00,0.43,10.00,0.00,74.00
Coop/São José Basketball,1,0.00,60.00,15.00,34.00,11.00,29.00,10.00,19.00,13.00,11.00,1.18,60.00,5.00,14.00,35.71,17.00,36.00,47.22,11.00,17.00,64.71,0.00,6.00,0.55,1.00,18.00,0.06,11.00,0.00,64.00
