Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Sesi Franca,1,0.00,90.00,24.00,44.00,22.00,28.00,5.00,23.00,23.00,17.00,1.35,90.00,8.00,25.00,32.00,22.00,32.00,68.75,22.00,28.00,78.57,1.00,9.00,0.53,1.00,22.00,0.05,17.00,0.00,101.00
Pinheiros,1,0.00,84.00,39.00,36.00,9.00,31.00,10.00,21.00,22.00,15.00,1.47,84.00,13.00,32.00,40.63,18.00,28.00,64.29,9.00,14.00,64.29,3.00,10.00,0.67,3.00,13.00,0.23,15.00,0.00,101.00
Saldanha,1,0.00,82.00,24.00,48.00,10.00,32.00,9.00,23.00,16.00,13.00,1.23,82.00,8.00,23.00,34.78,24.00,36.00,66.67,10.00,21.00,47.62,6.00,4.00,0.31,1.00,27.00,0.04,13.00,0.00,84.00
Brasília,1,0.00,82.00,18.00,34.00,30.00,30.00,8.00,22.00,12.00,14.00,0.86,82.00,6.00,24.00,25.00,17.00,35.00,48.57,30.00,36.00,83.33,0.00,12.00,0.86,6.00,26.00,0.23,14.00,0.00,86.00
Joinville,1,0.00,82.00,27.00,38.00,17.00,33.00,10.00,23.00,18.00,12.00,1.50,82.00,9.00,20.00,45.00,19.00,40.00,47.50,17.00,22.00,77.27,3.00,11.00,0.92,4.00,22.00,0.18,12.00,0.00,99.00
Bauru Basket,1,0.00,80.00,24.00,38.00,18.00,25.00,7.00,18.00,9.00,8.00,1.13,80.00,8.00,23.00,34.78,19.00,31.00,61.29,18.00,18.00,100.00,1.00,3.00,0.38,4.00,18.00,0.22,8.00,0.00,86.00
Flamengo,1,0.00,78.00,30.00,28.00,20.00,32.00,11.00,21.00,15.00,20.00,0.75,78.00,10.00,27.00,37.04,14.00,34.00,41.18,20.00,28.00,71.43,1.00,6.00,0.30,2.00,27.00,0.07,20.00,0.00,68.00
Araraquara,1,0.00,75.00,21.00,46.00,8.00,25.00,7.00,18.00,23.00,11.00,2.09,75.00,7.00,20.00,35.00,23.00,39.00,58.97,8.00,11.00,72.73,6.00,7.00,0.64,1.00,18.00,0.06,11.00,0.00,88.00
Coop/São José Basketball,1,0.00,75.00,21.00,40.00,14.00,24.00,9.00,15.00,12.00,9.00,1.33,75.00,7.00,25.00,28.00,20.00,33.00,60.61,14.00,28.00,50.00,1.00,6.00,0.67,3.00,23.00,0.13,9.00,0.00,66.00
Lajeado,1,0.00,72.00,15.00,42.00,15.00,21.00,8.00,13.00,5.00,7.00,0.71,72.00,5.00,17.00,29.41,21.00,43.00,48.84,15.00,18.00,83.33,1.00,6.00,0.86,0.00,17.00,0.00,7.00,0.00,60.00
Limeira,1,0.00,71.00,24.00,38.00,9.00,30.00,8.00,22.00,16.00,8.00,2.00,71.00,8.00,22.00,36.36,19.00,39.00,48.72,9.00,14.00,64.29,0.00,1.00,0.13,6.00,21.00,0.29,8.00,0.00,77.00
Paulistano,1,0.00,70.00,21.00,38.00,11.00,33.00,11.00,22.00,12.00,15.00,0.80,70.00,7.00,28.00,25.00,19.00,36.00,52.78,11.00,13.00,84.62,1.00,10.00,0.67,1.00,27.00,0.04,15.00,0.00,71.00
Espírito Santo,1,0.00,69.00,21.00,36.00,12.00,32.00,11.00,21.00,11.00,6.00,1.83,69.00,7.00,24.00,29.17,18.00,39.00,46.15,12.00,17.00,70.59,0.00,2.00,0.33,4.00,19.00,0.21,6.00,0.00,69.00
Assis,1,0.00,64.00,18.00,34.00,12.00,26.00,7.00,19.00,7.00,18.00,0.39,64.00,6.00,23.00,26.09,17.00,29.00,58.62,12.00,25.00,48.00,2.00,10.00,0.56,1.00,17.00,0.06,18.00,0.00,48.00
