Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,104.00,36.00,52.00,16.00,25.00,3.00,22.00,13.00,12.00,1.08,104.00,12.00,25.00,48.00,26.00,39.00,66.67,16.00,19.00,84.21,3.00,7.00,0.58,0.00,17.00,0.00,12.00,0.00,108.00
Minas,1,0.00,99.00,42.00,44.00,13.00,33.00,8.00,25.00,22.00,14.00,1.57,99.00,14.00,20.00,70.00,22.00,35.00,62.86,13.00,19.00,68.42,3.00,6.00,0.43,3.00,20.00,0.15,14.00,0.00,124.00
Brasília,1,0.00,96.00,21.00,56.00,19.00,32.00,6.00,26.00,16.00,13.00,1.23,96.00,7.00,19.00,36.84,28.00,41.00,68.29,19.00,28.00,67.86,2.00,6.00,0.46,4.00,23.00,0.17,13.00,0.00,107.00
Pinheiros,1,0.00,94.00,21.00,56.00,17.00,34.00,17.00,17.00,12.00,8.00,1.50,94.00,7.00,19.00,36.84,28.00,60.00,46.67,17.00,19.00,89.47,3.00,8.00,1.00,1.00,23.00,0.04,8.00,0.00,95.00
Bauru Basket,1,0.00,84.00,42.00,32.00,10.00,23.00,4.00,19.00,17.00,12.00,1.42,84.00,14.00,25.00,56.00,16.00,29.00,55.17,10.00,15.00,66.67,0.00,3.00,0.25,0.00,13.00,0.00,12.00,0.00,86.00
Saldanha,1,0.00,81.00,27.00,42.00,12.00,35.00,13.00,22.00,14.00,14.00,1.00,81.00,9.00,21.00,42.86,21.00,47.00,44.68,12.00,21.00,57.14,4.00,6.00,0.43,1.00,19.00,0.05,14.00,0.00,76.00
Limeira,1,0.00,80.00,18.00,34.00,28.00,28.00,3.00,25.00,17.00,14.00,1.21,80.00,6.00,16.00,37.50,17.00,35.00,48.57,28.00,41.00,68.29,3.00,9.00,0.64,8.00,21.00,0.38,14.00,0.00,87.00
Assis,1,0.00,78.00,21.00,38.00,19.00,31.00,3.00,28.00,12.00,17.00,0.71,78.00,7.00,18.00,38.89,19.00,39.00,48.72,19.00,24.00,79.17,0.00,6.00,0.35,6.00,28.00,0.21,17.00,0.00,80.00
Coop/São José Basketball,1,0.00,73.00,33.00,32.00,8.00,22.00,9.00,13.00,11.00,16.00,0.69,73.00,11.00,28.00,39.29,16.00,38.00,42.11,8.00,9.00,88.89,0.00,8.00,0.50,2.00,20.00,0.10,16.00,0.00,60.00
Joinville,1,0.00,72.00,15.00,48.00,9.00,39.00,14.00,25.00,10.00,12.00,0.83,72.00,5.00,21.00,23.81,24.00,45.00,53.33,9.00,21.00,42.86,2.00,7.00,0.58,7.00,16.00,0.44,12.00,0.00,74.00
Sesi Franca,1,0.00,71.00,21.00,38.00,12.00,34.00,14.00,20.00,16.00,10.00,1.60,71.00,7.00,22.00,31.82,19.00,49.00,38.78,12.00,18.00,66.67,2.00,10.00,1.00,4.00,21.00,0.19,10.00,0.00,74.00
Espírito Santo,1,0.00,69.00,12.00,42.00,15.00,17.00,10.00,7.00,10.00,7.00,1.43,69.00,4.00,18.00,22.22,21.00,42.00,50.00,15.00,22.00,68.18,1.00,9.00,1.29,2.00,17.00,0.12,7.00,0.00,58.00
Lajeado,1,0.00,66.00,12.00,38.00,16.00,39.00,16.00,23.00,12.00,14.00,0.86,66.00,4.00,19.00,21.05,19.00,49.00,38.78,16.00,23.00,69.57,0.00,12.00,0.86,5.00,16.00,0.31,14.00,0.00,68.00
Araraquara,1,0.00,61.00,24.00,24.00,13.00,30.00,8.00,22.00,13.00,20.00,0.65,61.00,8.00,27.00,29.63,12.00,27.00,44.44,13.00,18.00,72.22,2.00,9.00,0.45,4.00,19.00,0.21,20.00,0.00,58.00
