Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,90.00,30.00,48.00,12.00,35.00,8.00,27.00,9.00,21.00,0.43,90.00,10.00,20.00,50.00,24.00,42.00,57.14,12.00,19.00,63.16,0.00,6.00,0.29,0.00,16.00,0.00,21.00,0.00,84.00
Bauru Basket,1,0.00,88.00,24.00,46.00,18.00,27.00,4.00,23.00,12.00,9.00,1.33,88.00,8.00,17.00,47.06,23.00,43.00,53.49,18.00,20.00,90.00,2.00,5.00,0.56,4.00,22.00,0.18,9.00,0.00,96.00
Minas,1,0.00,85.00,30.00,36.00,19.00,46.00,15.00,31.00,20.00,13.00,1.54,85.00,10.00,25.00,40.00,18.00,40.00,45.00,19.00,29.00,65.52,0.00,6.00,0.46,0.00,23.00,0.00,13.00,0.00,97.00
Pinheiros,1,0.00,82.00,30.00,34.00,18.00,27.00,6.00,21.00,15.00,11.00,1.36,82.00,10.00,24.00,41.67,17.00,26.00,65.38,18.00,27.00,66.67,1.00,3.00,0.27,0.00,19.00,0.00,11.00,0.00,84.00
Saldanha,1,0.00,80.00,18.00,48.00,14.00,26.00,2.00,24.00,8.00,17.00,0.47,80.00,6.00,20.00,30.00,24.00,35.00,68.57,14.00,24.00,58.33,5.00,11.00,0.65,1.00,23.00,0.04,17.00,0.00,74.00
Limeira,1,0.00,79.00,27.00,34.00,18.00,36.00,14.00,22.00,17.00,11.00,1.55,79.00,9.00,29.00,31.03,17.00,39.00,43.59,18.00,24.00,75.00,0.00,6.00,0.55,9.00,25.00,0.36,11.00,0.00,88.00
Araraquara,1,0.00,77.00,21.00,32.00,24.00,34.00,9.00,25.00,15.00,15.00,1.00,77.00,7.00,23.00,30.43,16.00,32.00,50.00,24.00,31.00,77.42,0.00,9.00,0.60,8.00,19.00,0.42,15.00,0.00,89.00
Lajeado,1,0.00,77.00,6.00,56.00,15.00,30.00,13.00,17.00,11.00,18.00,0.61,77.00,2.00,8.00,25.00,28.00,54.00,51.85,15.00,27.00,55.56,0.00,11.00,0.61,0.00,21.00,0.00,18.00,0.00,67.00
Paulistano,1,0.00,73.00,30.00,26.00,17.00,37.00,15.00,22.00,11.00,16.00,0.69,73.00,10.00,22.00,45.45,13.00,30.00,43.33,17.00,22.00,77.27,1.00,7.00,0.44,2.00,28.00,0.07,16.00,0.00,80.00
Coop/São José Basketball,1,0.00,72.00,27.00,36.00,9.00,26.00,8.00,18.00,12.00,18.00,0.67,72.00,9.00,30.00,30.00,18.00,36.00,50.00,9.00,15.00,60.00,1.00,7.00,0.39,3.00,21.00,0.14,18.00,0.00,57.00
Joinville,1,0.00,70.00,30.00,26.00,14.00,38.00,4.00,34.00,15.00,15.00,1.00,70.00,10.00,28.00,35.71,13.00,29.00,44.83,14.00,17.00,82.35,0.00,7.00,0.47,3.00,23.00,0.13,15.00,0.00,81.00
Assis,1,0.00,68.00,15.00,28.00,25.00,34.00,14.00,20.00,15.00,11.00,1.36,68.00,5.00,17.00,29.41,14.00,31.00,45.16,25.00,38.00,65.79,2.00,7.00,0.64,4.00,23.00,0.17,11.00,0.00,75.00
Espírito Santo,1,0.00,65.00,12.00,38.00,15.00,32.00,11.00,21.00,6.00,13.00,0.46,65.00,4.00,23.00,17.39,19.00,36.00,52.78,15.00,30.00,50.00,1.00,14.00,1.08,0.00,22.00,0.00,13.00,0.00,53.00
Brasília,1,0.00,64.00,24.00,28.00,12.00,36.00,7.00,29.00,15.00,19.00,0.79,64.00,8.00,24.00,33.33,14.00,32.00,43.75,12.00,20.00,60.00,2.00,8.00,0.42,1.00,25.00,0.04,19.00,0.00,63.00
