Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,200.00,109.00,33.00,64.00,12.00,33.00,8.00,25.00,23.00,17.00,1.35,109.00,11.00,28.00,39.29,32.00,39.00,82.05,12.00,14.00,85.71,1.00,12.00,0.71,4.00,22.00,0.18,17.00,3.00,138.00
Uberlândia,1,200.00,90.00,27.00,46.00,17.00,27.00,4.00,23.00,11.00,10.00,1.10,90.00,9.00,21.00,42.86,23.00,45.00,51.11,17.00,19.00,89.47,2.00,8.00,0.80,1.00,18.00,0.06,10.00,3.00,91.00
Bauru Basket,1,200.00,85.00,24.00,48.00,13.00,29.00,15.00,14.00,14.00,10.00,1.40,85.00,8.00,20.00,40.00,24.00,42.00,57.14,13.00,16.00,81.25,4.00,12.00,1.20,3.00,16.00,0.19,10.00,3.00,100.00
Flamengo,1,200.00,83.00,24.00,42.00,17.00,28.00,5.00,23.00,16.00,18.00,0.89,83.00,8.00,18.00,44.44,21.00,39.00,53.85,17.00,19.00,89.47,0.00,12.00,0.67,3.00,14.00,0.21,18.00,6.00,94.00
Paulistano,1,200.00,82.00,9.00,52.00,21.00,32.00,8.00,24.00,17.00,8.00,2.13,82.00,3.00,14.00,21.43,26.00,45.00,57.78,21.00,26.00,80.77,0.00,8.00,1.00,4.00,21.00,0.19,8.00,0.00,100.00
Coop/São José Basketball,1,200.00,81.00,42.00,28.00,11.00,34.00,4.00,30.00,19.00,17.00,1.12,81.00,14.00,28.00,50.00,14.00,29.00,48.28,11.00,13.00,84.62,0.00,7.00,0.41,6.00,14.00,0.43,17.00,2.00,99.00
Pinheiros,1,200.00,81.00,27.00,40.00,14.00,34.00,9.00,25.00,15.00,15.00,1.00,81.00,9.00,23.00,39.13,20.00,41.00,48.78,14.00,19.00,73.68,5.00,6.00,0.40,3.00,20.00,0.15,15.00,4.00,84.00
Tijuca,1,200.00,78.00,24.00,34.00,20.00,22.00,8.00,14.00,12.00,18.00,0.67,78.00,8.00,21.00,38.10,17.00,41.00,41.46,20.00,25.00,80.00,2.00,11.00,0.61,2.00,14.00,0.14,18.00,2.00,65.00
Espírito Santo,1,199.87,75.00,30.00,34.00,11.00,26.00,8.00,18.00,14.00,17.00,0.82,75.00,10.00,26.00,38.46,17.00,31.00,54.84,11.00,16.00,68.75,1.00,11.00,0.65,1.00,20.00,0.05,17.00,3.00,75.00
Araraquara,1,200.00,73.00,6.00,54.00,13.00,20.00,3.00,17.00,4.00,12.00,0.33,73.00,2.00,11.00,18.18,27.00,44.00,61.36,13.00,18.00,72.22,1.00,2.00,0.17,2.00,21.00,0.10,12.00,3.00,58.00
Sesi Franca,1,200.00,71.00,21.00,38.00,12.00,30.00,9.00,21.00,18.00,15.00,1.20,71.00,7.00,15.00,46.67,19.00,46.00,41.30,12.00,15.00,80.00,1.00,4.00,0.27,1.00,24.00,0.04,15.00,3.00,71.00
Minas,1,199.77,70.00,12.00,52.00,6.00,35.00,17.00,18.00,8.00,14.00,0.57,70.00,4.00,20.00,20.00,26.00,56.00,46.43,6.00,8.00,75.00,0.00,8.00,0.57,5.00,15.00,0.33,14.00,0.00,64.00
Joinville,1,200.00,70.00,18.00,44.00,8.00,13.00,1.00,12.00,14.00,15.00,0.93,70.00,6.00,19.00,31.58,22.00,30.00,73.33,8.00,8.00,100.00,1.00,7.00,0.47,0.00,17.00,0.00,15.00,3.00,68.00
L. Sorocabana,1,187.02,62.00,18.00,36.00,8.00,24.00,10.00,14.00,4.00,9.00,0.44,62.00,6.00,16.00,37.50,18.00,29.00,62.07,8.00,12.00,66.67,0.00,5.00,0.56,2.00,14.00,0.14,9.00,1.00,63.00
