Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,198.08,104.00,33.00,54.00,17.00,29.00,7.00,22.00,27.00,7.00,3.86,104.00,11.00,21.00,52.38,27.00,39.00,69.23,17.00,27.00,62.96,1.00,6.00,0.86,4.00,20.00,0.20,7.00,1.00,142.00
Brasília,1,200.00,97.00,45.00,38.00,14.00,30.00,4.00,26.00,17.00,7.00,2.43,97.00,15.00,30.00,50.00,19.00,31.00,61.29,14.00,21.00,66.67,2.00,6.00,0.86,3.00,23.00,0.13,7.00,0.00,119.00
Bauru Basket,1,200.00,95.00,24.00,54.00,17.00,36.00,15.00,21.00,19.00,13.00,1.46,95.00,8.00,21.00,38.10,27.00,42.00,64.29,17.00,22.00,77.27,3.00,7.00,0.54,1.00,19.00,0.05,13.00,3.00,120.00
Coop/São José Basketball,1,200.00,95.00,27.00,44.00,24.00,22.00,6.00,16.00,21.00,11.00,1.91,95.00,9.00,19.00,47.37,22.00,37.00,59.46,24.00,28.00,85.71,2.00,10.00,0.91,2.00,13.00,0.15,11.00,2.00,116.00
Joinville,1,200.00,93.00,9.00,72.00,12.00,29.00,8.00,21.00,13.00,5.00,2.60,93.00,3.00,19.00,15.79,36.00,51.00,70.59,12.00,20.00,60.00,4.00,9.00,1.80,1.00,18.00,0.06,5.00,1.00,110.00
Sesi Franca,1,200.00,88.00,27.00,54.00,7.00,23.00,5.00,18.00,24.00,18.00,1.33,88.00,9.00,22.00,40.91,27.00,42.00,64.29,7.00,8.00,87.50,0.00,6.00,0.33,2.00,22.00,0.09,18.00,3.00,100.00
L. Sorocabana,1,200.00,74.00,30.00,32.00,12.00,40.00,18.00,22.00,9.00,13.00,0.69,74.00,10.00,34.00,29.41,16.00,36.00,44.44,12.00,14.00,85.71,0.00,7.00,0.54,2.00,17.00,0.12,13.00,2.00,77.00
Minas,1,196.88,73.00,15.00,48.00,10.00,32.00,14.00,18.00,15.00,8.00,1.88,73.00,5.00,20.00,25.00,24.00,48.00,50.00,10.00,17.00,58.82,1.00,3.00,0.38,4.00,27.00,0.15,8.00,0.00,80.00
Limeira,1,200.00,73.00,27.00,34.00,12.00,18.00,3.00,15.00,3.00,13.00,0.23,73.00,9.00,24.00,37.50,17.00,32.00,53.13,12.00,12.00,100.00,0.00,1.00,0.08,1.00,18.00,0.06,13.00,4.00,57.00
Uberlândia,1,200.00,73.00,27.00,34.00,12.00,30.00,11.00,19.00,8.00,15.00,0.53,73.00,9.00,20.00,45.00,17.00,37.00,45.95,12.00,20.00,60.00,1.00,3.00,0.20,1.00,19.00,0.05,15.00,3.00,72.00
Flamengo,1,200.00,72.00,21.00,44.00,7.00,36.00,10.00,26.00,11.00,6.00,1.83,72.00,7.00,18.00,38.89,22.00,48.00,45.83,7.00,11.00,63.64,0.00,8.00,1.33,2.00,12.00,0.17,6.00,1.00,87.00
Paulistano,1,200.00,63.00,27.00,18.00,18.00,29.00,7.00,22.00,9.00,12.00,0.75,63.00,9.00,31.00,29.03,9.00,26.00,34.62,18.00,26.00,69.23,1.00,5.00,0.42,2.00,26.00,0.08,12.00,3.00,60.00
Araraquara,1,200.00,63.00,9.00,34.00,20.00,17.00,6.00,11.00,8.00,11.00,0.73,63.00,3.00,6.00,50.00,17.00,42.00,40.48,20.00,21.00,95.24,2.00,7.00,0.64,1.00,18.00,0.06,11.00,4.00,61.00
Espírito Santo,1,200.00,60.00,18.00,34.00,8.00,33.00,8.00,25.00,15.00,12.00,1.25,60.00,6.00,23.00,26.09,17.00,43.00,39.53,8.00,10.00,80.00,1.00,5.00,0.42,2.00,14.00,0.14,12.00,1.00,61.00
