Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,200.00,95.00,27.00,58.00,10.00,38.00,8.00,30.00,25.00,13.00,1.92,95.00,9.00,20.00,45.00,29.00,43.00,67.44,10.00,14.00,71.43,6.00,7.00,0.54,5.00,22.00,0.23,13.00,2.00,134.00
Sesi Franca,1,200.00,91.00,24.00,48.00,19.00,44.00,15.00,29.00,25.00,8.00,3.13,91.00,8.00,22.00,36.36,24.00,51.00,47.06,19.00,24.00,79.17,7.00,7.00,0.88,8.00,19.00,0.42,8.00,1.00,127.00
Uberlândia,1,200.00,88.00,45.00,32.00,11.00,38.00,7.00,31.00,17.00,14.00,1.21,88.00,15.00,26.00,57.69,16.00,36.00,44.44,11.00,13.00,84.62,4.00,6.00,0.43,4.00,15.00,0.27,14.00,1.00,109.00
Joinville,1,200.00,85.00,27.00,30.00,28.00,34.00,5.00,29.00,20.00,12.00,1.67,85.00,9.00,21.00,42.86,15.00,30.00,50.00,28.00,36.00,77.78,0.00,2.00,0.17,1.00,23.00,0.04,12.00,6.00,109.00
Coop/São José Basketball,1,200.00,82.00,21.00,44.00,17.00,35.00,13.00,22.00,13.00,18.00,0.72,82.00,7.00,20.00,35.00,22.00,34.00,64.71,17.00,24.00,70.83,4.00,8.00,0.44,2.00,17.00,0.12,18.00,2.00,99.00
Brasília,1,200.00,81.00,24.00,42.00,15.00,38.00,11.00,27.00,10.00,15.00,0.67,81.00,8.00,24.00,33.33,21.00,38.00,55.26,15.00,18.00,83.33,1.00,10.00,0.67,6.00,19.00,0.32,15.00,1.00,98.00
Araraquara,1,199.92,80.00,24.00,52.00,4.00,18.00,2.00,16.00,20.00,14.00,1.43,80.00,8.00,21.00,38.10,26.00,38.00,68.42,4.00,9.00,44.44,1.00,12.00,0.86,1.00,23.00,0.04,14.00,4.00,96.00
Flamengo,1,200.00,80.00,24.00,46.00,10.00,33.00,5.00,28.00,13.00,10.00,1.30,80.00,8.00,29.00,27.59,23.00,39.00,58.97,10.00,16.00,62.50,2.00,5.00,0.50,0.00,19.00,0.00,10.00,3.00,87.00
Paulistano,1,200.00,78.00,39.00,34.00,5.00,36.00,6.00,30.00,18.00,11.00,1.64,78.00,13.00,33.00,39.39,17.00,26.00,65.38,5.00,8.00,62.50,1.00,5.00,0.45,3.00,21.00,0.14,11.00,2.00,102.00
Limeira,1,213.78,78.00,18.00,40.00,20.00,26.00,6.00,20.00,12.00,11.00,1.09,78.00,6.00,20.00,30.00,20.00,40.00,50.00,20.00,27.00,74.07,0.00,2.00,0.18,0.00,26.00,0.00,11.00,2.00,75.00
L. Sorocabana,1,200.00,71.00,18.00,34.00,19.00,18.00,2.00,16.00,8.00,8.00,1.00,71.00,6.00,19.00,31.58,17.00,38.00,44.74,19.00,25.00,76.00,0.00,4.00,0.50,2.00,10.00,0.20,8.00,1.00,62.00
Espírito Santo,1,200.00,66.00,21.00,36.00,9.00,28.00,8.00,20.00,8.00,13.00,0.62,66.00,7.00,25.00,28.00,18.00,39.00,46.15,9.00,12.00,75.00,0.00,8.00,0.62,2.00,21.00,0.10,13.00,1.00,61.00
Tijuca,1,200.00,66.00,21.00,34.00,11.00,30.00,12.00,18.00,9.00,13.00,0.69,66.00,7.00,21.00,33.33,17.00,52.00,32.69,11.00,15.00,73.33,2.00,13.00,1.00,0.00,14.00,0.00,13.00,3.00,59.00
Bauru Basket,1,200.00,63.00,15.00,34.00,14.00,31.00,10.00,21.00,8.00,9.00,0.89,63.00,5.00,15.00,33.33,17.00,48.00,35.42,14.00,18.00,77.78,0.00,5.00,0.56,1.00,13.00,0.08,9.00,3.00,61.00
