Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,225.00,97.00,24.00,46.00,27.00,33.00,13.00,20.00,6.00,11.00,0.55,97.00,8.00,17.00,47.06,23.00,41.00,56.10,27.00,40.00,67.50,1.00,3.00,0.27,4.00,24.00,0.17,11.00,4.00,109.00
Limeira,1,224.98,96.00,27.00,48.00,21.00,20.00,2.00,18.00,13.00,9.00,1.44,96.00,9.00,24.00,37.50,24.00,39.00,61.54,21.00,27.00,77.78,0.00,7.00,0.78,1.00,30.00,0.03,9.00,4.00,102.00
Brasília,1,193.95,91.00,9.00,54.00,28.00,29.00,6.00,23.00,17.00,15.00,1.13,91.00,3.00,13.00,23.08,27.00,40.00,67.50,28.00,34.00,82.35,0.00,7.00,0.47,4.00,26.00,0.15,15.00,2.00,112.00
Tijuca,1,200.00,90.00,27.00,56.00,7.00,26.00,9.00,17.00,17.00,14.00,1.21,90.00,9.00,21.00,42.86,28.00,39.00,71.79,7.00,13.00,53.85,1.00,8.00,0.57,1.00,16.00,0.06,14.00,1.00,106.00
L. Sorocabana,1,200.00,89.00,27.00,38.00,24.00,31.00,12.00,19.00,13.00,8.00,1.63,89.00,9.00,26.00,34.62,19.00,41.00,46.34,24.00,33.00,72.73,1.00,8.00,1.00,0.00,24.00,0.00,8.00,0.00,94.00
Araraquara,1,199.98,78.00,18.00,52.00,8.00,19.00,8.00,11.00,5.00,12.00,0.42,78.00,6.00,18.00,33.33,26.00,44.00,59.09,8.00,15.00,53.33,1.00,9.00,0.75,1.00,18.00,0.06,12.00,3.00,73.00
Bauru Basket,1,163.67,76.00,33.00,30.00,13.00,33.00,16.00,17.00,11.00,14.00,0.79,76.00,11.00,23.00,47.83,15.00,32.00,46.88,13.00,19.00,68.42,0.00,7.00,0.50,3.00,21.00,0.14,14.00,0.00,87.00
Minas,1,200.00,75.00,9.00,48.00,18.00,27.00,14.00,13.00,9.00,12.00,0.75,75.00,3.00,15.00,20.00,24.00,43.00,55.81,18.00,23.00,78.26,1.00,9.00,0.75,1.00,19.00,0.05,12.00,1.00,79.00
Uberlândia,1,200.00,73.00,9.00,48.00,16.00,30.00,8.00,22.00,6.00,7.00,0.86,73.00,3.00,13.00,23.08,24.00,47.00,51.06,16.00,20.00,80.00,2.00,6.00,0.86,3.00,13.00,0.23,7.00,3.00,81.00
Espírito Santo,1,200.00,71.00,21.00,40.00,10.00,23.00,4.00,19.00,12.00,13.00,0.92,71.00,7.00,20.00,35.00,20.00,40.00,50.00,10.00,12.00,83.33,0.00,8.00,0.62,3.00,21.00,0.14,13.00,5.00,76.00
Joinville,1,200.00,68.00,15.00,32.00,21.00,30.00,11.00,19.00,10.00,11.00,0.91,68.00,5.00,13.00,38.46,16.00,46.00,34.78,21.00,29.00,72.41,3.00,7.00,0.64,2.00,20.00,0.10,11.00,3.00,71.00
Paulistano,1,199.92,67.00,15.00,42.00,10.00,30.00,6.00,24.00,11.00,15.00,0.73,67.00,5.00,18.00,27.78,21.00,37.00,56.76,10.00,15.00,66.67,1.00,5.00,0.33,0.00,24.00,0.00,15.00,6.00,75.00
Coop/São José Basketball,1,200.00,66.00,18.00,34.00,14.00,31.00,8.00,23.00,13.00,16.00,0.81,66.00,6.00,24.00,25.00,17.00,31.00,54.84,14.00,15.00,93.33,3.00,7.00,0.44,0.00,17.00,0.00,16.00,1.00,70.00
Pinheiros,1,200.00,64.00,18.00,32.00,14.00,23.00,3.00,20.00,12.00,15.00,0.80,64.00,6.00,19.00,31.58,16.00,30.00,53.33,14.00,16.00,87.50,2.00,8.00,0.53,1.00,15.00,0.07,15.00,1.00,67.00
