Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Uberlândia,1,200.00,96.00,33.00,46.00,17.00,32.00,8.00,24.00,21.00,10.00,2.10,96.00,11.00,25.00,44.00,23.00,36.00,63.89,17.00,26.00,65.38,4.00,6.00,0.60,5.00,14.00,0.36,10.00,1.00,124.00
Tijuca,1,200.00,91.00,30.00,40.00,21.00,31.00,9.00,22.00,9.00,17.00,0.53,91.00,10.00,29.00,34.48,20.00,32.00,62.50,21.00,33.00,63.64,0.00,10.00,0.59,1.00,27.00,0.04,17.00,2.00,96.00
Sesi Franca,1,200.00,90.00,18.00,54.00,18.00,36.00,9.00,27.00,21.00,24.00,0.88,90.00,6.00,13.00,46.15,27.00,44.00,61.36,18.00,18.00,100.00,2.00,13.00,0.54,2.00,23.00,0.09,24.00,6.00,120.00
Joinville,1,200.00,89.00,9.00,52.00,28.00,33.00,11.00,22.00,12.00,15.00,0.80,89.00,3.00,11.00,27.27,26.00,51.00,50.98,28.00,32.00,87.50,1.00,9.00,0.60,1.00,28.00,0.04,15.00,3.00,99.00
Coop/São José Basketball,1,200.00,85.00,33.00,30.00,22.00,34.00,8.00,26.00,12.00,19.00,0.63,85.00,11.00,27.00,40.74,15.00,27.00,55.56,22.00,28.00,78.57,0.00,8.00,0.42,0.00,18.00,0.00,19.00,6.00,98.00
Minas,1,190.00,83.00,24.00,42.00,17.00,32.00,13.00,19.00,15.00,17.00,0.88,83.00,8.00,12.00,66.67,21.00,50.00,42.00,17.00,22.00,77.27,1.00,11.00,0.65,3.00,20.00,0.15,17.00,7.00,101.00
Brasília,1,200.00,83.00,27.00,36.00,20.00,28.00,7.00,21.00,16.00,14.00,1.14,83.00,9.00,30.00,30.00,18.00,28.00,64.29,20.00,25.00,80.00,1.00,5.00,0.36,3.00,23.00,0.13,14.00,4.00,94.00
Araraquara,1,200.00,81.00,21.00,48.00,12.00,28.00,7.00,21.00,20.00,15.00,1.33,81.00,7.00,23.00,30.43,24.00,36.00,66.67,12.00,15.00,80.00,0.00,8.00,0.53,4.00,22.00,0.18,15.00,1.00,99.00
Bauru Basket,1,200.00,80.00,21.00,44.00,15.00,21.00,6.00,15.00,10.00,10.00,1.00,80.00,7.00,27.00,25.93,22.00,41.00,53.66,15.00,17.00,88.24,0.00,6.00,0.60,2.00,20.00,0.10,10.00,1.00,71.00
Flamengo,1,200.00,79.00,33.00,36.00,10.00,23.00,6.00,17.00,12.00,14.00,0.86,79.00,11.00,20.00,55.00,18.00,40.00,45.00,10.00,13.00,76.92,0.00,6.00,0.43,2.00,22.00,0.09,14.00,1.00,78.00
Paulistano,1,200.00,78.00,30.00,36.00,12.00,32.00,5.00,27.00,11.00,10.00,1.10,78.00,10.00,24.00,41.67,18.00,38.00,47.37,12.00,18.00,66.67,2.00,11.00,1.10,3.00,15.00,0.20,10.00,4.00,95.00
Limeira,1,200.00,77.00,33.00,26.00,18.00,21.00,4.00,17.00,21.00,15.00,1.40,77.00,11.00,26.00,42.31,13.00,25.00,52.00,18.00,21.00,85.71,4.00,7.00,0.47,1.00,28.00,0.04,15.00,6.00,91.00
L. Sorocabana,1,200.00,75.00,18.00,34.00,23.00,24.00,10.00,14.00,9.00,17.00,0.53,75.00,6.00,27.00,22.22,17.00,34.00,50.00,23.00,28.00,82.14,4.00,13.00,0.76,2.00,19.00,0.11,17.00,1.00,69.00
Espírito Santo,1,200.00,55.00,12.00,26.00,17.00,33.00,8.00,25.00,9.00,19.00,0.47,55.00,4.00,21.00,19.05,13.00,36.00,36.11,17.00,19.00,89.47,1.00,7.00,0.37,3.00,19.00,0.16,19.00,4.00,52.00
