Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,201.25,105.00,27.00,62.00,16.00,38.00,8.00,30.00,20.00,17.00,1.18,105.00,9.00,19.00,47.37,31.00,45.00,68.89,16.00,21.00,76.19,3.00,9.00,0.53,4.00,17.00,0.24,17.00,3.00,138.00
Flamengo,1,200.00,97.00,18.00,66.00,13.00,29.00,5.00,24.00,17.00,10.00,1.70,97.00,6.00,15.00,40.00,33.00,48.00,68.75,13.00,21.00,61.90,1.00,7.00,0.70,2.00,20.00,0.10,10.00,5.00,123.00
Coop/São José Basketball,1,200.00,89.00,24.00,40.00,25.00,36.00,6.00,30.00,20.00,18.00,1.11,89.00,8.00,24.00,33.33,20.00,31.00,64.52,25.00,34.00,73.53,1.00,3.00,0.17,3.00,22.00,0.14,18.00,3.00,109.00
Sesi Franca,1,200.00,87.00,21.00,46.00,20.00,27.00,10.00,17.00,17.00,13.00,1.31,87.00,7.00,20.00,35.00,23.00,35.00,65.71,20.00,22.00,90.91,2.00,6.00,0.46,6.00,27.00,0.22,13.00,3.00,108.00
Limeira,1,200.00,86.00,24.00,52.00,10.00,35.00,14.00,21.00,18.00,11.00,1.64,86.00,8.00,18.00,44.44,26.00,49.00,53.06,10.00,12.00,83.33,3.00,5.00,0.45,3.00,15.00,0.20,11.00,1.00,104.00
Pinheiros,1,200.00,85.00,15.00,50.00,20.00,34.00,12.00,22.00,14.00,12.00,1.17,85.00,5.00,18.00,27.78,25.00,44.00,56.82,20.00,27.00,74.07,5.00,10.00,0.83,4.00,21.00,0.19,12.00,3.00,106.00
Joinville,1,200.00,83.00,6.00,64.00,13.00,27.00,6.00,21.00,11.00,10.00,1.10,83.00,2.00,13.00,15.38,32.00,51.00,62.75,13.00,21.00,61.90,6.00,4.00,0.40,2.00,21.00,0.10,10.00,1.00,88.00
Minas,1,200.00,80.00,24.00,40.00,16.00,24.00,7.00,17.00,18.00,15.00,1.20,80.00,8.00,19.00,42.11,20.00,39.00,51.28,16.00,17.00,94.12,1.00,5.00,0.33,4.00,17.00,0.24,15.00,5.00,91.00
Bauru Basket,1,200.00,80.00,18.00,34.00,28.00,31.00,18.00,13.00,8.00,11.00,0.73,80.00,6.00,18.00,33.33,17.00,41.00,41.46,28.00,37.00,75.68,4.00,8.00,0.73,1.00,19.00,0.05,11.00,3.00,84.00
Tijuca,1,200.00,78.00,15.00,42.00,21.00,27.00,6.00,21.00,5.00,10.00,0.50,78.00,5.00,18.00,27.78,21.00,47.00,44.68,21.00,29.00,72.41,0.00,10.00,1.00,1.00,30.00,0.03,10.00,3.00,75.00
Espírito Santo,1,200.00,67.00,18.00,36.00,13.00,26.00,10.00,16.00,9.00,19.00,0.47,67.00,6.00,20.00,30.00,18.00,39.00,46.15,13.00,18.00,72.22,1.00,8.00,0.42,1.00,25.00,0.04,19.00,4.00,61.00
Araraquara,1,199.68,66.00,15.00,36.00,15.00,18.00,7.00,11.00,13.00,15.00,0.87,66.00,5.00,25.00,20.00,18.00,34.00,52.94,15.00,18.00,83.33,3.00,6.00,0.40,1.00,21.00,0.05,15.00,2.00,55.00
Uberlândia,1,200.00,64.00,33.00,26.00,5.00,32.00,7.00,25.00,14.00,16.00,0.88,64.00,11.00,31.00,35.48,13.00,31.00,41.94,5.00,7.00,71.43,1.00,10.00,0.63,7.00,15.00,0.47,16.00,2.00,75.00
L. Sorocabana,1,200.00,53.00,33.00,14.00,6.00,29.00,3.00,26.00,10.00,18.00,0.56,53.00,11.00,32.00,34.38,7.00,22.00,31.82,6.00,8.00,75.00,0.00,9.00,0.50,0.00,17.00,0.00,18.00,6.00,53.00
