Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Tijuca,1,200.00,108.00,18.00,60.00,30.00,28.00,5.00,23.00,10.00,11.00,0.91,108.00,6.00,12.00,50.00,30.00,40.00,75.00,30.00,38.00,78.95,1.00,6.00,0.55,2.00,25.00,0.08,11.00,2.00,129.00
Coop/São José Basketball,1,200.00,102.00,24.00,60.00,18.00,28.00,6.00,22.00,31.00,14.00,2.21,102.00,8.00,17.00,47.06,30.00,42.00,71.43,18.00,21.00,85.71,1.00,7.00,0.50,5.00,23.00,0.22,14.00,3.00,141.00
L. Sorocabana,1,221.52,99.00,24.00,48.00,27.00,40.00,14.00,26.00,10.00,22.00,0.45,99.00,8.00,23.00,34.78,24.00,45.00,53.33,27.00,37.00,72.97,3.00,7.00,0.32,1.00,23.00,0.04,22.00,4.00,103.00
Bauru Basket,1,199.93,99.00,33.00,46.00,20.00,41.00,12.00,29.00,19.00,11.00,1.73,99.00,11.00,25.00,44.00,23.00,37.00,62.16,20.00,21.00,95.24,2.00,3.00,0.27,2.00,18.00,0.11,11.00,9.00,134.00
Espírito Santo,1,200.00,98.00,33.00,42.00,23.00,22.00,7.00,15.00,19.00,8.00,2.38,98.00,11.00,21.00,52.38,21.00,41.00,51.22,23.00,31.00,74.19,2.00,5.00,0.63,0.00,30.00,0.00,8.00,1.00,107.00
Joinville,1,225.00,92.00,21.00,52.00,19.00,43.00,13.00,30.00,12.00,12.00,1.00,92.00,7.00,24.00,29.17,26.00,48.00,54.17,19.00,36.00,52.78,4.00,10.00,0.83,2.00,20.00,0.10,12.00,2.00,110.00
Araraquara,1,225.00,91.00,18.00,52.00,21.00,26.00,5.00,21.00,19.00,18.00,1.06,91.00,6.00,20.00,30.00,26.00,47.00,55.32,21.00,24.00,87.50,1.00,9.00,0.50,1.00,30.00,0.03,18.00,5.00,98.00
Sesi Franca,1,225.00,89.00,21.00,48.00,20.00,35.00,11.00,24.00,10.00,13.00,0.77,89.00,7.00,24.00,29.17,24.00,47.00,51.06,20.00,24.00,83.33,0.00,9.00,0.69,2.00,26.00,0.08,13.00,1.00,93.00
Brasília,1,200.00,86.00,30.00,40.00,16.00,32.00,9.00,23.00,14.00,7.00,2.00,86.00,10.00,27.00,37.04,20.00,35.00,57.14,16.00,25.00,64.00,0.00,6.00,0.86,4.00,20.00,0.20,7.00,1.00,104.00
Uberlândia,1,200.00,86.00,12.00,48.00,26.00,27.00,9.00,18.00,16.00,9.00,1.78,86.00,4.00,22.00,18.18,24.00,44.00,54.55,26.00,30.00,86.67,2.00,6.00,0.67,0.00,21.00,0.00,9.00,1.00,89.00
Limeira,1,200.00,79.00,30.00,34.00,15.00,19.00,5.00,14.00,11.00,7.00,1.57,79.00,10.00,22.00,45.45,17.00,38.00,44.74,15.00,17.00,88.24,0.00,1.00,0.14,0.00,21.00,0.00,7.00,4.00,74.00
Pinheiros,1,200.00,75.00,24.00,40.00,11.00,27.00,8.00,19.00,11.00,12.00,0.92,75.00,8.00,26.00,30.77,20.00,32.00,62.50,11.00,20.00,55.00,3.00,3.00,0.25,2.00,22.00,0.09,12.00,3.00,79.00
Paulistano,1,200.00,75.00,24.00,42.00,9.00,25.00,6.00,19.00,14.00,16.00,0.88,75.00,8.00,22.00,36.36,21.00,39.00,53.85,9.00,13.00,69.23,2.00,6.00,0.38,1.00,20.00,0.05,16.00,7.00,80.00
Minas,1,200.00,69.00,21.00,34.00,14.00,25.00,9.00,16.00,10.00,18.00,0.56,69.00,7.00,21.00,33.33,17.00,33.00,51.52,14.00,20.00,70.00,2.00,7.00,0.39,0.00,16.00,0.00,18.00,11.00,74.00
