Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
05/11/2019,Pato Basquete,47,82,Sesi Franca,4,1
05/11/2019,Rio Claro,73,82,Corinthians,4,1
06/11/2019,UNIFACISA,79,80,Flamengo,4,1
06/11/2019,Basq. Cearense,72,76,Botafogo,4,1
07/11/2019,Bauru,96,98,São José,4,1
07/11/2019,São Paulo,81,69,Brasília,4,1
08/11/2019,Pato Basquete,67,81,Pinheiros,4,1
08/11/2019,Basq. Cearense,71,88,Flamengo,4,1
09/11/2019,Bauru,87,75,Mogi,4,1
09/11/2019,Paulistano,86,68,Brasília,4,1
09/11/2019,Sesi Franca,95,90,São José,4,1
11/11/2019,Sesi Franca,86,80,Mogi,5,1
12/11/2019,Botafogo,78,85,São Paulo,5,1
12/11/2019,Flamengo,76,59,Pato Basquete,5,1
13/11/2019,Bauru,74,82,Paulistano,5,1
14/11/2019,Basq. Cearense,77,81,São José,5,1
15/11/2019,Botafogo,85,79,Pato Basquete,5,1
15/11/2019,Flamengo,74,75,Mogi,5,1
16/11/2019,Sesi Franca,89,92,Paulistano,5,1
16/11/2019,UNIFACISA,89,77,São José,5,1
17/11/2019,Brasília,62,96,Bauru,6,1
18/11/2019,Mogi,73,64,Pato Basquete,6,1
19/11/2019,Corinthians,78,64,Paulistano,6,1
19/11/2019,Minas,87,68,Bauru,6,1
20/11/2019,Pinheiros,78,88,São Paulo,6,1
20/11/2019,São José,81,71,Pato Basquete,6,1
21/11/2019,Mogi,81,83,Rio Claro,6,1
21/11/2019,Brasília,72,81,Sesi Franca,6,1
22/11/2019,Paulistano,76,78,Basq. Cearense,6,1
22/11/2019,Pinheiros,70,75,Flamengo,6,1
23/11/2019,Minas,89,97,Sesi Franca,6,1
23/11/2019,São José,87,95,Rio Claro,6,1
24/11/2019,Corinthians,80,69,Basq. Cearense,7,1
25/11/2019,Pinheiros,76,81,Paulistano,7,1
25/11/2019,Flamengo,81,72,Botafogo,7,1
26/11/2019,Corinthians,91,75,UNIFACISA,7,1
26/11/2019,Rio Claro,74,92,Bauru,7,1
27/11/2019,Pinheiros,83,70,Basq. Cearense,7,1
28/11/2019,Paulistano,77,76,UNIFACISA,7,1
29/11/2019,Pato Basquete,68,80,Corinthians,7,1
29/11/2019,São Paulo,92,73,Basq. Cearense,7,1
30/11/2019,Bauru,71,78,Botafogo,7,1
30/11/2019,São José,92,94,Brasília,7,1
01/12/2019,Pinheiros,83,82,UNIFACISA,8,1
02/12/2019,Mogi,93,84,Brasília,8,1
02/12/2019,Sesi Franca,85,68,Botafogo,8,1
03/12/2019,Paulistano,87,90,Rio Claro,8,1
03/12/2019,São Paulo,79,89,UNIFACISA,8,1
04/12/2019,Mogi,91,84,Minas,8,1
05/12/2019,Bauru,66,79,Flamengo,8,1
06/12/2019,Basq. Cearense,91,56,Brasília,8,1
06/12/2019,São José,93,109,Minas,8,1
07/12/2019,Sesi Franca,78,82,Flamengo,8,1
08/12/2019,Botafogo,92,72,Rio Claro,9,1
08/12/2019,UNIFACISA,91,72,Brasília,9,1
08/12/2019,Bauru,70,73,São Paulo,9,1
09/12/2019,Basq. Cearense,67,71,Mogi,9,1
09/12/2019,Corinthians,81,82,Pinheiros,9,1
10/12/2019,Sesi Franca,87,88,São Paulo,9,1
10/12/2019,Flamengo,91,78,Rio Claro,9,1
11/12/2019,UNIFACISA,99,83,Mogi,9,1
12/12/2019,Basq. Cearense,79,82,Minas,9,1
13/12/2019,Rio Claro,98,84,Sesi Franca,9,1
14/12/2019,Paulistano,92,98,São Paulo,9,1
14/12/2019,UNIFACISA,84,92,Minas,9,1
16/12/2019,Flamengo,103,83,São José,10,1
17/12/2019,Pato Basquete,76,79,Bauru,10,1
17/12/2019,São Paulo,95,106,Rio Claro,10,1
18/12/2019,Botafogo,93,75,São José,10,1
19/12/2019,Minas,57,64,Pinheiros,10,1
19/12/2019,Brasília,85,73,Corinthians,10,1
20/12/2019,Pato Basquete,80,78,Rio Claro,10,1
20/12/2019,Botafogo,69,79,Mogi,10,1
21/12/2019,Minas,83,82,Corinthians,10,1
21/12/2019,Brasília,79,86,Pinheiros,10,1
27/12/2019,Paulistano,74,96,Pato Basquete,11,1
27/12/2019,Pinheiros,92,98,Botafogo,11,1
27/12/2019,Bauru,61,80,Sesi Franca,11,1
28/12/2019,Corinthians,68,72,Flamengo,11,1
28/12/2019,UNIFACISA,65,55,Basq. Cearense,11,1
28/12/2019,Mogi,85,78,São José,11,1
29/12/2019,São Paulo,87,63,Pato Basquete,11,1
29/12/2019,Minas,90,60,Brasília,11,1
13/01/2020,Brasília,76,73,Pato Basquete,1,2
14/01/2020,Rio Claro,94,90,São Paulo,1,2
14/01/2020,Corinthians,103,92,São José,1,2
15/01/2020,Basq. Cearense,57,77,Pinheiros,1,2
15/01/2020,Minas,86,76,Pato Basquete,1,2
16/01/2020,Paulistano,73,72,Botafogo,1,2
17/01/2020,UNIFACISA,80,81,Pinheiros,1,2
17/01/2020,São José,80,108,Bauru,1,2
18/01/2020,São Paulo,83,68,Botafogo,1,2
20/01/2020,Brasília,87,92,Rio Claro,2,2
21/01/2020,São José,97,99,São Paulo,2,2
21/01/2020,UNIFACISA,77,70,Corinthians,2,2
22/01/2020,Minas,104,71,Rio Claro,2,2
23/01/2020,Basq. Cearense,78,84,Corinthians,2,2
24/01/2020,Rio Claro,92,78,São José,2,2
24/01/2020,Flamengo,94,77,Brasília,2,2
25/01/2020,Paulistano,72,85,Sesi Franca,2,2
25/01/2020,Pinheiros,110,106,Mogi,2,2
27/01/2020,São Paulo,79,86,Sesi Franca,3,2
27/01/2020,Mogi,78,73,Basq. Cearense,3,2
28/01/2020,Flamengo,83,77,UNIFACISA,3,2
28/01/2020,Botafogo,84,86,Minas,3,2
29/01/2020,Mogi,83,82,Sesi Franca,3,2
29/01/2020,Bauru,104,76,Rio Claro,3,2
30/01/2020,Botafogo,76,81,UNIFACISA,3,2
30/01/2020,São José,83,104,Basq. Cearense,3,2
31/01/2020,São Paulo,75,74,Paulistano,3,2
31/01/2020,Flamengo,91,95,Minas,3,2
01/02/2020,Sesi Franca,94,83,Corinthians,3,2
01/02/2020,Botafogo,86,72,Basq. Cearense,3,2
02/02/2020,Mogi,96,94,UNIFACISA,4,2
03/02/2020,Flamengo,78,71,Basq. Cearense,4,2
03/02/2020,Pato Basquete,86,106,São Paulo,4,2
04/02/2020,Bauru,75,74,Corinthians,4,2
04/02/2020,São José,91,71,UNIFACISA,4,2
04/02/2020,Sesi Franca,78,69,Pinheiros,4,2
05/02/2020,Pato Basquete,71,86,Flamengo,4,2
05/02/2020,Brasília,70,86,Mogi,4,2
06/02/2020,Bauru,70,63,Pinheiros,4,2
07/02/2020,Botafogo,84,78,Brasília,4,2
07/02/2020,Basq. Cearense,75,97,Sesi Franca,4,2
07/02/2020,Minas,85,87,São Paulo,4,2
08/02/2020,Mogi,69,74,Flamengo,4,2
10/02/2020,UNIFACISA,86,92,Sesi Franca,5,2
10/02/2020,Paulistano,70,86,Flamengo,5,2
11/02/2020,Corinthians,88,79,Rio Claro,5,2
11/02/2020,Minas,87,71,Mogi,5,2
12/02/2020,Pinheiros,83,92,São José,5,2
12/02/2020,UNIFACISA,83,64,Bauru,5,2
12/02/2020,Pato Basquete,69,75,Botafogo,5,2
13/02/2020,Minas,66,71,Paulistano,5,2
13/02/2020,Brasília,73,96,São Paulo,5,2
14/02/2020,Basq. Cearense,78,83,Bauru,5,2
14/02/2020,Rio Claro,89,90,Botafogo,5,2
15/02/2020,Pinheiros,81,78,Corinthians,5,2
15/02/2020,Brasília,90,78,Paulistano,5,2
26/02/2020,Pato Basquete,84,72,Basq. Cearense,6,2
27/02/2020,Minas,124,119,São José,6,2
28/02/2020,Pato Basquete,71,61,UNIFACISA,6,2
28/02/2020,Rio Claro,86,79,Basq. Cearense,6,2
28/02/2020,Paulistano,88,93,Bauru,6,2
29/02/2020,São Paulo,89,80,Corinthians,6,2
29/02/2020,Botafogo,88,86,Pinheiros,6,2
02/03/2020,Rio Claro,90,80,UNIFACISA,7,2
02/03/2020,São José,81,87,Botafogo,7,2
03/03/2020,Flamengo,93,82,Pinheiros,7,2
03/03/2020,Sesi Franca,97,71,Brasília,7,2
03/03/2020,Mogi,83,94,Paulistano,7,2
04/03/2020,Rio Claro,77,57,Pato Basquete,7,2
05/03/2020,Bauru,79,83,Brasília,7,2
05/03/2020,São José,97,102,Flamengo,7,2
05/03/2020,Sesi Franca,91,82,Minas,7,2
05/03/2020,Mogi,89,61,Botafogo,7,2
06/03/2020,Basq. Cearense,99,95,Paulistano,7,2
06/03/2020,Corinthians,93,81,Pato Basquete,7,2
07/03/2020,Bauru,84,94,Minas,7,2
08/03/2020,Pinheiros,87,83,Pato Basquete,8,2
09/03/2020,UNIFACISA,101,90,Paulistano,8,2
09/03/2020,Brasília,77,92,São José,8,2
10/03/2020,São Paulo,99,64,Bauru,8,2
10/03/2020,Corinthians,78,70,Mogi,8,2
11/03/2020,Pinheiros,80,86,Rio Claro,8,2
12/03/2020,São José,97,89,Mogi,8,2
13/03/2020,Sesi Franca,81,79,Bauru,8,2
14/03/2020,Corinthians,70,77,Minas,8,2
14/03/2020,Pinheiros,106,71,Brasília,8,2
15/03/2020,UNIFACISA,103,106,São Paulo,9,2
