Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
12/10/2019,Minas,85,93,Flamengo,1,1
12/10/2019,UNIFACISA,101,86,Rio Claro,1,1
14/10/2019,Basq. Cearense,87,90,Rio Claro,1,1
14/10/2019,Minas,84,85,Botafogo,1,1
15/10/2019,Paulistano,93,75,São José,1,1
15/10/2019,Corinthians,84,97,São Paulo,1,1
16/10/2019,UNIFACISA,76,60,Pato Basquete,1,1
16/10/2019,Brasília,78,63,Botafogo,1,1
17/10/2019,Paulistano,94,105,Mogi,1,1
18/10/2019,Basq. Cearense,78,58,Pato Basquete,1,1
18/10/2019,São Paulo,73,67,São José,1,1
18/10/2019,Brasília,81,86,Flamengo,1,1
19/10/2019,Corinthians,87,89,Sesi Franca,1,1
21/10/2019,Pinheiros,87,96,Sesi Franca,2,1
21/10/2019,Corinthians,88,71,Bauru,2,1
22/10/2019,Flamengo,78,75,Paulistano,2,1
22/10/2019,São Paulo,80,83,Mogi,2,1
22/10/2019,Rio Claro,89,90,Minas,2,1
23/10/2019,Pinheiros,76,68,Bauru,2,1
24/10/2019,Pato Basquete,62,80,Minas,2,1
24/10/2019,Mogi,85,79,Corinthians,2,1
25/10/2019,Sesi Franca,86,75,UNIFACISA,2,1
25/10/2019,Flamengo,95,102,São Paulo,2,1
26/10/2019,São José,70,85,Corinthians,2,1
26/10/2019,Rio Claro,76,81,Pinheiros,2,1
27/10/2019,Bauru,92,99,UNIFACISA,3,1
28/10/2019,Pato Basquete,73,76,Brasília,3,1
29/10/2019,Sesi Franca,88,80,Basq. Cearense,3,1
29/10/2019,Botafogo,70,84,Paulistano,3,1
30/10/2019,São José,84,89,Pinheiros,3,1
30/10/2019,Rio Claro,75,86,Brasília,3,1
31/10/2019,Bauru,90,80,Basq. Cearense,3,1
01/11/2019,Mogi,73,69,Pinheiros,3,1
01/11/2019,Corinthians,102,76,Botafogo,3,1
02/11/2019,São Paulo,75,78,Minas,3,1
04/11/2019,Paulistano,80,76,Minas,4,1
04/11/2019,UNIFACISA,72,64,Botafogo,4,1
