Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,92.00,18.00,48.00,26.00,47.00,20.00,27.00,18.00,14.00,1.29,92.00,6.00,32.00,18.75,24.00,40.00,60.00,26.00,36.00,72.22,0.00,9.00,0.64,2.00,29.00,0.07,14.00,4.00,102.00
VipTech CMB,1,0.00,91.00,45.00,34.00,12.00,32.00,7.00,25.00,18.00,10.00,1.80,91.00,15.00,30.00,50.00,17.00,33.00,51.52,12.00,15.00,80.00,1.00,3.00,0.30,2.00,25.00,0.08,10.00,1.00,102.00
Paulistano,1,0.00,90.00,36.00,46.00,8.00,40.00,15.00,25.00,21.00,10.00,2.10,90.00,12.00,30.00,40.00,23.00,50.00,46.00,8.00,12.00,66.67,2.00,14.00,1.40,2.00,20.00,0.10,10.00,2.00,108.00
Macaé Basquete,1,0.00,90.00,18.00,52.00,20.00,36.00,13.00,23.00,24.00,14.00,1.71,90.00,6.00,19.00,31.58,26.00,54.00,48.15,20.00,21.00,95.24,0.00,3.00,0.21,0.00,27.00,0.00,14.00,4.00,97.00
Vitória,1,0.00,88.00,33.00,42.00,13.00,32.00,7.00,25.00,22.00,10.00,2.20,88.00,11.00,26.00,42.31,21.00,38.00,55.26,13.00,16.00,81.25,2.00,7.00,0.70,2.00,21.00,0.10,10.00,1.00,106.00
L. Sorocabana,1,0.00,87.00,30.00,48.00,9.00,44.00,20.00,24.00,17.00,15.00,1.13,87.00,10.00,20.00,50.00,24.00,51.00,47.06,9.00,10.00,90.00,1.00,5.00,0.33,1.00,24.00,0.04,15.00,5.00,101.00
Mogi,1,0.00,87.00,45.00,32.00,10.00,42.00,14.00,28.00,28.00,11.00,2.55,87.00,15.00,29.00,51.72,16.00,34.00,47.06,10.00,14.00,71.43,2.00,6.00,0.55,1.00,24.00,0.04,11.00,1.00,117.00
R10 Score Vasco da Gama,1,0.00,81.00,12.00,44.00,25.00,33.00,8.00,25.00,12.00,11.00,1.09,81.00,4.00,20.00,20.00,22.00,38.00,57.89,25.00,29.00,86.21,1.00,5.00,0.45,2.00,17.00,0.12,11.00,3.00,86.00
Caxias do Sul Basquete,1,0.00,80.00,27.00,34.00,19.00,29.00,7.00,22.00,13.00,12.00,1.08,80.00,9.00,27.00,33.33,17.00,35.00,48.57,19.00,24.00,79.17,0.00,3.00,0.25,2.00,19.00,0.11,12.00,1.00,74.00
Fortaleza B. C. / CFO,1,0.00,78.00,27.00,38.00,13.00,33.00,11.00,22.00,19.00,15.00,1.27,78.00,9.00,21.00,42.86,19.00,44.00,43.18,13.00,17.00,76.47,3.00,12.00,0.80,1.00,21.00,0.05,15.00,3.00,87.00
Brasília,1,0.00,77.00,24.00,42.00,11.00,27.00,5.00,22.00,16.00,9.00,1.78,77.00,8.00,25.00,32.00,21.00,33.00,63.64,11.00,18.00,61.11,1.00,4.00,0.44,1.00,16.00,0.06,9.00,0.00,80.00
Minas,1,0.00,71.00,15.00,46.00,10.00,31.00,5.00,26.00,20.00,22.00,0.91,71.00,5.00,12.00,41.67,23.00,41.00,56.10,10.00,19.00,52.63,0.00,7.00,0.32,1.00,16.00,0.06,22.00,5.00,74.00
Sesi Franca,1,0.00,66.00,12.00,32.00,22.00,24.00,7.00,17.00,12.00,12.00,1.00,66.00,4.00,17.00,23.53,16.00,32.00,50.00,22.00,27.00,81.48,3.00,3.00,0.25,2.00,17.00,0.12,12.00,3.00,61.00
Bauru Basket,1,0.00,66.00,33.00,20.00,13.00,38.00,10.00,28.00,15.00,22.00,0.68,66.00,11.00,28.00,39.29,10.00,27.00,37.04,13.00,13.00,100.00,0.00,6.00,0.27,2.00,16.00,0.13,22.00,2.00,71.00
