Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,94.00,27.00,42.00,25.00,45.00,17.00,28.00,18.00,11.00,1.64,94.00,9.00,29.00,31.03,21.00,33.00,63.64,25.00,32.00,78.13,1.00,4.00,0.36,1.00,24.00,0.04,11.00,4.00,112.00
Brasília,1,0.00,90.00,39.00,40.00,11.00,33.00,8.00,25.00,26.00,13.00,2.00,90.00,13.00,24.00,54.17,20.00,41.00,48.78,11.00,17.00,64.71,4.00,7.00,0.54,3.00,22.00,0.14,13.00,3.00,108.00
Mogi,1,0.00,87.00,33.00,36.00,18.00,44.00,13.00,31.00,22.00,16.00,1.38,87.00,11.00,27.00,40.74,18.00,28.00,64.29,18.00,31.00,58.06,0.00,6.00,0.38,1.00,24.00,0.04,16.00,0.00,105.00
R10 Score Vasco da Gama,1,0.00,86.00,33.00,40.00,13.00,26.00,7.00,19.00,14.00,9.00,1.56,86.00,11.00,24.00,45.83,20.00,37.00,54.05,13.00,20.00,65.00,0.00,2.00,0.22,0.00,25.00,0.00,9.00,3.00,82.00
Sesi Franca,1,0.00,81.00,12.00,42.00,27.00,37.00,7.00,30.00,15.00,23.00,0.65,81.00,4.00,17.00,23.53,21.00,35.00,60.00,27.00,35.00,77.14,4.00,9.00,0.39,5.00,26.00,0.19,23.00,4.00,89.00
VipTech CMB,1,0.00,80.00,24.00,32.00,24.00,33.00,9.00,24.00,15.00,15.00,1.00,80.00,8.00,25.00,32.00,16.00,32.00,50.00,24.00,29.00,82.76,0.00,8.00,0.53,3.00,20.00,0.15,15.00,3.00,86.00
Bauru Basket,1,0.00,78.00,15.00,52.00,11.00,33.00,6.00,27.00,21.00,14.00,1.50,78.00,5.00,23.00,21.74,26.00,38.00,68.42,11.00,16.00,68.75,1.00,11.00,0.79,2.00,14.00,0.14,14.00,5.00,96.00
Pinheiros,1,0.00,74.00,18.00,38.00,18.00,43.00,11.00,32.00,17.00,19.00,0.89,74.00,6.00,17.00,35.29,19.00,49.00,38.78,18.00,24.00,75.00,2.00,11.00,0.58,5.00,22.00,0.23,19.00,3.00,84.00
Vitória,1,0.00,74.00,21.00,34.00,19.00,39.00,18.00,21.00,15.00,21.00,0.71,74.00,7.00,23.00,30.43,17.00,45.00,37.78,19.00,30.00,63.33,4.00,13.00,0.62,1.00,29.00,0.03,21.00,6.00,66.00
Macaé Basquete,1,0.00,73.00,21.00,26.00,26.00,33.00,10.00,23.00,14.00,16.00,0.88,73.00,7.00,24.00,29.17,13.00,30.00,43.33,26.00,30.00,86.67,1.00,8.00,0.50,0.00,36.00,0.00,16.00,0.00,74.00
Fortaleza B. C. / CFO,1,0.00,72.00,27.00,36.00,9.00,38.00,12.00,26.00,12.00,18.00,0.67,72.00,9.00,28.00,32.14,18.00,38.00,47.37,9.00,15.00,60.00,2.00,7.00,0.39,2.00,19.00,0.11,18.00,4.00,68.00
Paulistano,1,0.00,67.00,15.00,32.00,20.00,42.00,12.00,30.00,15.00,22.00,0.68,67.00,5.00,21.00,23.81,16.00,42.00,38.10,20.00,25.00,80.00,2.00,13.00,0.59,2.00,25.00,0.08,22.00,2.00,70.00
Caxias do Sul Basquete,1,0.00,67.00,9.00,24.00,34.00,32.00,9.00,23.00,5.00,21.00,0.24,67.00,3.00,15.00,20.00,12.00,24.00,50.00,34.00,47.00,72.34,0.00,13.00,0.62,2.00,32.00,0.06,21.00,5.00,61.00
Minas,1,0.00,64.00,15.00,30.00,19.00,32.00,12.00,20.00,10.00,11.00,0.91,64.00,5.00,28.00,17.86,15.00,35.00,42.86,19.00,24.00,79.17,1.00,7.00,0.64,0.00,27.00,0.00,11.00,3.00,54.00
