Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,92.00,36.00,44.00,12.00,30.00,7.00,23.00,27.00,16.00,1.69,92.00,12.00,24.00,50.00,22.00,35.00,62.86,12.00,17.00,70.59,4.00,6.00,0.38,5.00,17.00,0.29,16.00,3.00,114.00
Sesi Franca,1,0.00,92.00,24.00,44.00,24.00,53.00,14.00,39.00,21.00,17.00,1.24,92.00,8.00,25.00,32.00,22.00,48.00,45.83,24.00,31.00,77.42,1.00,5.00,0.29,4.00,29.00,0.14,17.00,3.00,108.00
Bauru Basket,1,0.00,85.00,30.00,22.00,33.00,43.00,12.00,31.00,11.00,11.00,1.00,85.00,10.00,42.00,23.81,11.00,27.00,40.74,33.00,45.00,73.33,1.00,8.00,0.73,5.00,25.00,0.20,11.00,3.00,81.00
Flamengo,1,0.00,82.00,33.00,30.00,19.00,37.00,11.00,26.00,26.00,12.00,2.17,82.00,11.00,32.00,34.38,15.00,34.00,44.12,19.00,24.00,79.17,2.00,10.00,0.83,2.00,20.00,0.10,12.00,3.00,100.00
Vitória,1,0.00,82.00,30.00,36.00,16.00,39.00,6.00,33.00,20.00,16.00,1.25,82.00,10.00,25.00,40.00,18.00,45.00,40.00,16.00,23.00,69.57,0.00,8.00,0.50,1.00,18.00,0.06,16.00,5.00,85.00
Macaé Basquete,1,0.00,80.00,15.00,48.00,17.00,40.00,10.00,30.00,16.00,15.00,1.07,80.00,5.00,18.00,27.78,24.00,44.00,54.55,17.00,23.00,73.91,1.00,7.00,0.47,3.00,22.00,0.14,15.00,3.00,92.00
Caxias do Sul Basquete,1,0.00,76.00,18.00,40.00,18.00,34.00,10.00,24.00,12.00,13.00,0.92,76.00,6.00,19.00,31.58,20.00,33.00,60.61,18.00,18.00,100.00,0.00,7.00,0.54,2.00,20.00,0.10,13.00,4.00,92.00
Mogi,1,0.00,74.00,24.00,34.00,16.00,40.00,14.00,26.00,14.00,13.00,1.08,74.00,8.00,26.00,30.77,17.00,37.00,45.95,16.00,20.00,80.00,1.00,10.00,0.77,1.00,13.00,0.08,13.00,1.00,84.00
Brasília,1,0.00,74.00,21.00,38.00,15.00,38.00,9.00,29.00,24.00,9.00,2.67,74.00,7.00,28.00,25.00,19.00,36.00,52.78,15.00,21.00,71.43,0.00,8.00,0.89,1.00,13.00,0.08,9.00,1.00,92.00
VipTech CMB,1,0.00,71.00,30.00,30.00,11.00,32.00,7.00,25.00,12.00,19.00,0.63,71.00,10.00,24.00,41.67,15.00,36.00,41.67,11.00,11.00,100.00,1.00,9.00,0.47,1.00,17.00,0.06,19.00,5.00,71.00
Fortaleza B. C. / CFO,1,0.00,68.00,30.00,24.00,14.00,35.00,8.00,27.00,13.00,18.00,0.72,68.00,10.00,26.00,38.46,12.00,41.00,29.27,14.00,19.00,73.68,2.00,6.00,0.33,1.00,19.00,0.05,18.00,3.00,55.00
Minas,1,0.00,62.00,18.00,40.00,4.00,43.00,12.00,31.00,17.00,16.00,1.06,62.00,6.00,26.00,23.08,20.00,41.00,48.78,4.00,7.00,57.14,1.00,4.00,0.25,1.00,24.00,0.04,16.00,6.00,67.00
R10 Score Vasco da Gama,1,0.00,57.00,24.00,20.00,13.00,26.00,10.00,16.00,14.00,13.00,1.08,57.00,8.00,31.00,25.81,10.00,22.00,45.45,13.00,16.00,81.25,0.00,4.00,0.31,0.00,17.00,0.00,13.00,4.00,50.00
L. Sorocabana,1,0.00,57.00,12.00,32.00,13.00,28.00,11.00,17.00,17.00,19.00,0.89,57.00,4.00,21.00,19.05,16.00,33.00,48.48,13.00,17.00,76.47,0.00,9.00,0.47,2.00,19.00,0.11,19.00,8.00,56.00
