Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,96.00,6.00,68.00,22.00,38.00,8.00,30.00,17.00,13.00,1.31,96.00,2.00,18.00,11.11,34.00,45.00,75.56,22.00,33.00,66.67,2.00,9.00,0.69,1.00,20.00,0.05,13.00,3.00,110.00
R10 Score Vasco da Gama,1,0.00,94.00,45.00,34.00,15.00,37.00,8.00,29.00,24.00,23.00,1.04,94.00,15.00,27.00,55.56,17.00,27.00,62.96,15.00,18.00,83.33,2.00,9.00,0.39,0.00,19.00,0.00,23.00,5.00,116.00
Pinheiros,1,0.00,88.00,18.00,48.00,22.00,38.00,14.00,24.00,18.00,14.00,1.29,88.00,6.00,28.00,21.43,24.00,44.00,54.55,22.00,26.00,84.62,4.00,8.00,0.57,0.00,26.00,0.00,14.00,4.00,92.00
Bauru Basket,1,0.00,84.00,36.00,36.00,12.00,32.00,4.00,28.00,19.00,13.00,1.46,84.00,12.00,23.00,52.17,18.00,33.00,54.55,12.00,18.00,66.67,1.00,9.00,0.69,0.00,16.00,0.00,13.00,6.00,99.00
Brasília,1,0.00,81.00,27.00,36.00,18.00,38.00,11.00,27.00,14.00,15.00,0.93,81.00,9.00,23.00,39.13,18.00,34.00,52.94,18.00,22.00,81.82,0.00,7.00,0.47,1.00,15.00,0.07,15.00,2.00,92.00
VipTech CMB,1,0.00,78.00,21.00,38.00,19.00,44.00,11.00,33.00,16.00,14.00,1.14,78.00,7.00,29.00,24.14,19.00,32.00,59.38,19.00,24.00,79.17,2.00,9.00,0.64,3.00,22.00,0.14,14.00,0.00,96.00
Vitória,1,0.00,76.00,12.00,50.00,14.00,36.00,8.00,28.00,13.00,20.00,0.65,76.00,4.00,19.00,21.05,25.00,39.00,64.10,14.00,15.00,93.33,3.00,6.00,0.30,1.00,23.00,0.04,20.00,5.00,82.00
Sesi Franca,1,0.00,76.00,30.00,34.00,12.00,35.00,5.00,30.00,19.00,18.00,1.06,76.00,10.00,22.00,45.45,17.00,25.00,68.00,12.00,20.00,60.00,2.00,6.00,0.33,2.00,22.00,0.09,18.00,5.00,92.00
Minas,1,0.00,74.00,24.00,38.00,12.00,26.00,7.00,19.00,12.00,13.00,0.92,74.00,8.00,27.00,29.63,19.00,35.00,54.29,12.00,15.00,80.00,1.00,11.00,0.85,0.00,22.00,0.00,13.00,4.00,72.00
Paulistano,1,0.00,73.00,18.00,42.00,13.00,33.00,15.00,18.00,12.00,9.00,1.33,73.00,6.00,30.00,20.00,21.00,42.00,50.00,13.00,18.00,72.22,3.00,9.00,1.00,1.00,18.00,0.06,9.00,1.00,69.00
Fortaleza B. C. / CFO,1,0.00,72.00,15.00,54.00,3.00,28.00,9.00,19.00,11.00,10.00,1.10,72.00,5.00,22.00,22.73,27.00,45.00,60.00,3.00,6.00,50.00,0.00,10.00,1.00,1.00,18.00,0.06,10.00,2.00,74.00
Mogi,1,0.00,70.00,27.00,30.00,13.00,26.00,11.00,15.00,13.00,13.00,1.00,70.00,9.00,28.00,32.14,15.00,34.00,44.12,13.00,15.00,86.67,2.00,13.00,1.00,0.00,17.00,0.00,13.00,3.00,69.00
L. Sorocabana,1,0.00,70.00,18.00,40.00,12.00,39.00,14.00,25.00,11.00,11.00,1.00,70.00,6.00,28.00,21.43,20.00,41.00,48.78,12.00,13.00,92.31,0.00,4.00,0.36,0.00,22.00,0.00,11.00,2.00,69.00
Caxias do Sul Basquete,1,0.00,69.00,21.00,36.00,12.00,39.00,10.00,29.00,17.00,13.00,1.31,69.00,7.00,19.00,36.84,18.00,47.00,38.30,12.00,17.00,70.59,2.00,10.00,0.77,1.00,21.00,0.05,13.00,0.00,77.00
