Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Macaé Basquete,1,0.00,99.00,36.00,54.00,9.00,36.00,5.00,31.00,22.00,8.00,2.75,99.00,12.00,24.00,50.00,27.00,40.00,67.50,9.00,15.00,60.00,2.00,12.00,1.50,3.00,24.00,0.13,8.00,4.00,133.00
Pinheiros,1,0.00,95.00,30.00,54.00,11.00,45.00,13.00,32.00,20.00,15.00,1.33,95.00,10.00,27.00,37.04,27.00,43.00,62.79,11.00,13.00,84.62,4.00,8.00,0.53,3.00,21.00,0.14,15.00,2.00,121.00
Mogi,1,0.00,87.00,12.00,52.00,23.00,45.00,15.00,30.00,10.00,14.00,0.71,87.00,4.00,31.00,12.90,26.00,41.00,63.41,23.00,30.00,76.67,1.00,12.00,0.86,0.00,26.00,0.00,14.00,3.00,91.00
Bauru Basket,1,0.00,80.00,24.00,34.00,22.00,37.00,9.00,28.00,16.00,20.00,0.80,80.00,8.00,33.00,24.24,17.00,29.00,58.62,22.00,29.00,75.86,0.00,7.00,0.35,4.00,27.00,0.15,20.00,2.00,80.00
Paulistano,1,0.00,79.00,18.00,40.00,21.00,37.00,8.00,29.00,14.00,17.00,0.82,79.00,6.00,24.00,25.00,20.00,32.00,62.50,21.00,27.00,77.78,0.00,10.00,0.59,2.00,19.00,0.11,17.00,6.00,89.00
Brasília,1,0.00,77.00,15.00,36.00,26.00,35.00,7.00,28.00,22.00,16.00,1.38,77.00,5.00,15.00,33.33,18.00,41.00,43.90,26.00,32.00,81.25,0.00,11.00,0.69,2.00,23.00,0.09,16.00,4.00,92.00
Flamengo,1,0.00,71.00,9.00,40.00,22.00,44.00,16.00,28.00,22.00,16.00,1.38,71.00,3.00,25.00,12.00,20.00,42.00,47.62,22.00,27.00,81.48,1.00,6.00,0.38,3.00,27.00,0.11,16.00,1.00,81.00
Vitória,1,0.00,69.00,21.00,34.00,14.00,37.00,11.00,26.00,8.00,18.00,0.44,69.00,7.00,22.00,31.82,17.00,27.00,62.96,14.00,25.00,56.00,0.00,7.00,0.39,2.00,19.00,0.11,18.00,10.00,69.00
Caxias do Sul Basquete,1,0.00,69.00,12.00,46.00,11.00,36.00,16.00,20.00,11.00,11.00,1.00,69.00,4.00,22.00,18.18,23.00,49.00,46.94,11.00,22.00,50.00,1.00,9.00,0.82,5.00,16.00,0.31,11.00,2.00,64.00
Fortaleza B. C. / CFO,1,0.00,67.00,30.00,28.00,9.00,38.00,17.00,21.00,14.00,17.00,0.82,67.00,10.00,29.00,34.48,14.00,39.00,35.90,9.00,15.00,60.00,0.00,6.00,0.35,2.00,25.00,0.08,17.00,2.00,60.00
Minas,1,0.00,65.00,27.00,22.00,16.00,32.00,11.00,21.00,13.00,17.00,0.76,65.00,9.00,34.00,26.47,11.00,21.00,52.38,16.00,31.00,51.61,1.00,4.00,0.24,2.00,20.00,0.10,17.00,3.00,49.00
L. Sorocabana,1,0.00,62.00,27.00,22.00,13.00,34.00,18.00,16.00,14.00,13.00,1.08,62.00,9.00,26.00,34.62,11.00,37.00,29.73,13.00,20.00,65.00,0.00,8.00,0.62,4.00,25.00,0.16,13.00,4.00,59.00
Sesi Franca,1,0.00,61.00,12.00,32.00,17.00,34.00,6.00,28.00,9.00,13.00,0.69,61.00,4.00,17.00,23.53,16.00,38.00,42.11,17.00,21.00,80.95,1.00,14.00,1.08,3.00,17.00,0.18,13.00,4.00,69.00
VipTech CMB,1,0.00,42.00,12.00,22.00,8.00,42.00,14.00,28.00,5.00,20.00,0.25,42.00,4.00,21.00,19.05,11.00,33.00,33.33,8.00,16.00,50.00,0.00,8.00,0.40,2.00,20.00,0.10,20.00,2.00,32.00
