Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Paulistano,1,0.00,96.00,36.00,36.00,24.00,39.00,12.00,27.00,17.00,14.00,1.21,96.00,12.00,29.00,41.38,18.00,31.00,58.06,24.00,27.00,88.89,3.00,4.00,0.29,1.00,20.00,0.05,14.00,3.00,110.00
Brasília,1,0.00,96.00,39.00,36.00,21.00,33.00,5.00,28.00,26.00,16.00,1.63,96.00,13.00,22.00,59.09,18.00,35.00,51.43,21.00,23.00,91.30,3.00,5.00,0.31,3.00,19.00,0.16,16.00,1.00,119.00
Mogi,1,0.00,92.00,54.00,26.00,12.00,35.00,4.00,31.00,31.00,18.00,1.72,92.00,18.00,36.00,50.00,13.00,23.00,56.52,12.00,12.00,100.00,1.00,10.00,0.56,3.00,17.00,0.18,18.00,2.00,125.00
Sesi Franca,1,0.00,85.00,27.00,50.00,8.00,48.00,12.00,36.00,25.00,14.00,1.79,85.00,9.00,25.00,36.00,25.00,43.00,58.14,8.00,11.00,72.73,1.00,6.00,0.43,2.00,24.00,0.08,14.00,3.00,115.00
Macaé Basquete,1,0.00,84.00,39.00,34.00,11.00,29.00,12.00,17.00,15.00,9.00,1.67,84.00,13.00,31.00,41.94,17.00,39.00,43.59,11.00,14.00,78.57,1.00,7.00,0.78,0.00,24.00,0.00,9.00,2.00,83.00
Bauru Basket,1,0.00,82.00,33.00,42.00,7.00,43.00,7.00,36.00,12.00,11.00,1.09,82.00,11.00,26.00,42.31,21.00,35.00,60.00,7.00,11.00,63.64,2.00,6.00,0.55,1.00,19.00,0.05,11.00,3.00,100.00
Flamengo,1,0.00,81.00,15.00,42.00,24.00,38.00,8.00,30.00,19.00,9.00,2.11,81.00,5.00,19.00,26.32,21.00,40.00,52.50,24.00,32.00,75.00,2.00,5.00,0.56,1.00,10.00,0.10,9.00,4.00,94.00
Pinheiros,1,0.00,80.00,15.00,52.00,13.00,36.00,14.00,22.00,21.00,10.00,2.10,80.00,5.00,23.00,21.74,26.00,49.00,53.06,13.00,18.00,72.22,7.00,11.00,1.10,2.00,17.00,0.12,10.00,4.00,94.00
Fortaleza B. C. / CFO,1,0.00,75.00,39.00,32.00,4.00,41.00,17.00,24.00,11.00,15.00,0.73,75.00,13.00,42.00,30.95,16.00,37.00,43.24,4.00,7.00,57.14,0.00,10.00,0.67,0.00,13.00,0.00,15.00,1.00,69.00
L. Sorocabana,1,0.00,74.00,42.00,22.00,10.00,46.00,15.00,31.00,14.00,16.00,0.88,74.00,14.00,39.00,35.90,11.00,33.00,33.33,10.00,11.00,90.91,0.00,4.00,0.25,3.00,27.00,0.11,16.00,6.00,77.00
VipTech CMB,1,0.00,70.00,27.00,30.00,13.00,35.00,10.00,25.00,14.00,18.00,0.78,70.00,9.00,28.00,32.14,15.00,30.00,50.00,13.00,19.00,68.42,0.00,8.00,0.44,2.00,19.00,0.11,18.00,4.00,71.00
Caxias do Sul Basquete,1,0.00,66.00,12.00,38.00,16.00,30.00,6.00,24.00,14.00,13.00,1.08,66.00,4.00,17.00,23.53,19.00,43.00,44.19,16.00,26.00,61.54,1.00,6.00,0.46,0.00,18.00,0.00,13.00,2.00,56.00
Vitória,1,0.00,64.00,18.00,34.00,12.00,34.00,8.00,26.00,15.00,15.00,1.00,64.00,6.00,15.00,40.00,17.00,40.00,42.50,12.00,19.00,63.16,2.00,8.00,0.53,2.00,18.00,0.11,15.00,5.00,69.00
R10 Score Vasco da Gama,1,0.00,58.00,18.00,28.00,12.00,26.00,4.00,22.00,10.00,10.00,1.00,58.00,6.00,21.00,28.57,14.00,38.00,36.84,12.00,16.00,75.00,1.00,4.00,0.40,0.00,16.00,0.00,10.00,2.00,45.00
