Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,104.00,42.00,44.00,18.00,37.00,11.00,26.00,24.00,18.00,1.33,104.00,14.00,27.00,51.85,22.00,34.00,64.71,18.00,24.00,75.00,1.00,12.00,0.67,0.00,22.00,0.00,18.00,4.00,128.00
Fortaleza B. C. / CFO,1,0.00,95.00,27.00,50.00,18.00,37.00,15.00,22.00,6.00,9.00,0.67,95.00,9.00,26.00,34.62,25.00,44.00,56.82,18.00,28.00,64.29,1.00,11.00,1.22,1.00,22.00,0.05,9.00,1.00,95.00
Bauru Basket,1,0.00,90.00,45.00,28.00,17.00,36.00,5.00,31.00,20.00,16.00,1.25,90.00,15.00,31.00,48.39,14.00,32.00,43.75,17.00,22.00,77.27,1.00,6.00,0.38,0.00,15.00,0.00,16.00,2.00,97.00
Brasília,1,0.00,86.00,39.00,32.00,15.00,40.00,11.00,29.00,20.00,10.00,2.00,86.00,13.00,30.00,43.33,16.00,35.00,45.71,15.00,18.00,83.33,1.00,2.00,0.20,3.00,17.00,0.18,10.00,3.00,102.00
Vitória,1,0.00,84.00,33.00,42.00,9.00,36.00,10.00,26.00,17.00,13.00,1.31,84.00,11.00,30.00,36.67,21.00,44.00,47.73,9.00,10.00,90.00,1.00,7.00,0.54,1.00,22.00,0.05,13.00,2.00,89.00
Sesi Franca,1,0.00,81.00,24.00,46.00,11.00,26.00,6.00,20.00,13.00,18.00,0.72,81.00,8.00,21.00,38.10,23.00,36.00,63.89,11.00,16.00,68.75,2.00,6.00,0.33,1.00,24.00,0.04,18.00,4.00,78.00
Pinheiros,1,0.00,80.00,12.00,58.00,10.00,35.00,9.00,26.00,19.00,17.00,1.12,80.00,4.00,17.00,23.53,29.00,41.00,70.73,10.00,13.00,76.92,7.00,8.00,0.47,4.00,12.00,0.33,17.00,4.00,101.00
Caxias do Sul Basquete,1,0.00,80.00,12.00,44.00,24.00,21.00,7.00,14.00,13.00,18.00,0.72,80.00,4.00,14.00,28.57,22.00,42.00,52.38,24.00,29.00,82.76,3.00,8.00,0.44,2.00,25.00,0.08,18.00,2.00,71.00
Mogi,1,0.00,75.00,18.00,48.00,9.00,34.00,9.00,25.00,12.00,10.00,1.20,75.00,6.00,27.00,22.22,24.00,43.00,55.81,9.00,10.00,90.00,0.00,5.00,0.50,2.00,17.00,0.12,10.00,4.00,77.00
Minas,1,0.00,72.00,27.00,36.00,9.00,50.00,19.00,31.00,14.00,14.00,1.00,72.00,9.00,28.00,32.14,18.00,41.00,43.90,9.00,10.00,90.00,1.00,5.00,0.36,2.00,22.00,0.09,14.00,0.00,86.00
R10 Score Vasco da Gama,1,0.00,69.00,15.00,44.00,10.00,29.00,5.00,24.00,15.00,10.00,1.50,69.00,5.00,17.00,29.41,22.00,42.00,52.38,10.00,10.00,100.00,1.00,11.00,1.10,2.00,17.00,0.12,10.00,3.00,84.00
VipTech CMB,1,0.00,66.00,24.00,28.00,14.00,32.00,10.00,22.00,16.00,13.00,1.23,66.00,8.00,27.00,29.63,14.00,29.00,48.28,14.00,27.00,51.85,1.00,8.00,0.62,6.00,17.00,0.35,13.00,4.00,68.00
L. Sorocabana,1,0.00,63.00,18.00,38.00,7.00,33.00,16.00,17.00,15.00,17.00,0.88,63.00,6.00,24.00,25.00,19.00,42.00,45.24,7.00,11.00,63.64,1.00,13.00,0.76,0.00,19.00,0.00,17.00,5.00,62.00
Macaé Basquete,1,0.00,58.00,21.00,26.00,11.00,34.00,10.00,24.00,13.00,16.00,0.81,58.00,7.00,21.00,33.33,13.00,35.00,37.14,11.00,12.00,91.67,0.00,6.00,0.38,2.00,17.00,0.12,16.00,2.00,60.00
