Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,89.00,24.00,50.00,15.00,48.00,14.00,34.00,18.00,16.00,1.13,89.00,8.00,23.00,34.78,25.00,46.00,54.35,15.00,18.00,83.33,1.00,9.00,0.56,5.00,14.00,0.36,16.00,4.00,114.00
Fortaleza B. C. / CFO,1,0.00,86.00,12.00,58.00,16.00,35.00,11.00,24.00,18.00,15.00,1.20,86.00,4.00,16.00,25.00,29.00,47.00,61.70,16.00,25.00,64.00,5.00,7.00,0.47,4.00,21.00,0.19,15.00,3.00,96.00
L. Sorocabana,1,0.00,85.00,36.00,36.00,13.00,35.00,15.00,20.00,19.00,18.00,1.06,85.00,12.00,29.00,41.38,18.00,40.00,45.00,13.00,17.00,76.47,1.00,7.00,0.39,1.00,23.00,0.04,18.00,8.00,86.00
Vitória,1,0.00,85.00,21.00,52.00,12.00,43.00,10.00,33.00,19.00,13.00,1.46,85.00,7.00,16.00,43.75,26.00,50.00,52.00,12.00,15.00,80.00,1.00,7.00,0.54,0.00,17.00,0.00,13.00,3.00,105.00
Mogi,1,0.00,82.00,27.00,40.00,15.00,36.00,11.00,25.00,23.00,16.00,1.44,82.00,9.00,28.00,32.14,20.00,37.00,54.05,15.00,21.00,71.43,2.00,14.00,0.88,1.00,23.00,0.04,16.00,2.00,98.00
Bauru Basket,1,0.00,82.00,30.00,34.00,18.00,41.00,10.00,31.00,16.00,14.00,1.14,82.00,10.00,28.00,35.71,17.00,32.00,53.13,18.00,23.00,78.26,1.00,9.00,0.64,4.00,14.00,0.29,14.00,4.00,100.00
Brasília,1,0.00,74.00,27.00,38.00,9.00,35.00,10.00,25.00,17.00,13.00,1.31,74.00,9.00,22.00,40.91,19.00,40.00,47.50,9.00,17.00,52.94,1.00,7.00,0.54,5.00,16.00,0.31,13.00,4.00,83.00
Paulistano,1,0.00,73.00,27.00,40.00,6.00,33.00,13.00,20.00,16.00,8.00,2.00,73.00,9.00,39.00,23.08,20.00,35.00,57.14,6.00,7.00,85.71,3.00,7.00,0.88,2.00,18.00,0.11,8.00,1.00,77.00
R10 Score Vasco da Gama,1,0.00,72.00,24.00,32.00,16.00,35.00,12.00,23.00,16.00,10.00,1.60,72.00,8.00,28.00,28.57,16.00,34.00,47.06,16.00,19.00,84.21,2.00,9.00,0.90,2.00,24.00,0.08,10.00,2.00,83.00
Macaé Basquete,1,0.00,72.00,24.00,44.00,4.00,38.00,14.00,24.00,19.00,13.00,1.46,72.00,8.00,27.00,29.63,22.00,41.00,53.66,4.00,5.00,80.00,0.00,3.00,0.23,2.00,18.00,0.11,13.00,4.00,82.00
Pinheiros,1,0.00,70.00,12.00,38.00,20.00,42.00,16.00,26.00,14.00,15.00,0.93,70.00,4.00,24.00,16.67,19.00,35.00,54.29,20.00,27.00,74.07,0.00,7.00,0.47,3.00,16.00,0.19,15.00,3.00,78.00
Sesi Franca,1,0.00,63.00,21.00,28.00,14.00,35.00,10.00,25.00,16.00,24.00,0.67,63.00,7.00,21.00,33.33,14.00,35.00,40.00,14.00,19.00,73.68,1.00,9.00,0.38,0.00,22.00,0.00,24.00,3.00,59.00
VipTech CMB,1,0.00,62.00,21.00,34.00,7.00,33.00,11.00,22.00,14.00,16.00,0.88,62.00,7.00,22.00,31.82,17.00,42.00,40.48,7.00,11.00,63.64,3.00,8.00,0.50,1.00,20.00,0.05,16.00,2.00,58.00
Minas,1,0.00,60.00,24.00,28.00,8.00,33.00,9.00,24.00,14.00,16.00,0.88,60.00,8.00,34.00,23.53,14.00,35.00,40.00,8.00,11.00,72.73,1.00,10.00,0.63,4.00,17.00,0.24,16.00,3.00,55.00
