Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,90.00,45.00,34.00,11.00,43.00,11.00,32.00,18.00,14.00,1.29,90.00,15.00,32.00,46.88,17.00,37.00,45.95,11.00,15.00,73.33,1.00,9.00,0.64,2.00,19.00,0.11,14.00,2.00,107.00
Brasília,1,0.00,90.00,42.00,38.00,10.00,37.00,10.00,27.00,27.00,11.00,2.45,90.00,14.00,28.00,50.00,19.00,37.00,51.35,10.00,16.00,62.50,1.00,6.00,0.55,1.00,14.00,0.07,11.00,3.00,112.00
Pinheiros,1,0.00,84.00,21.00,50.00,13.00,37.00,12.00,25.00,21.00,9.00,2.33,84.00,7.00,24.00,29.17,25.00,47.00,53.19,13.00,17.00,76.47,0.00,6.00,0.67,1.00,21.00,0.05,9.00,3.00,97.00
Macaé Basquete,1,0.00,75.00,33.00,34.00,8.00,42.00,12.00,30.00,15.00,16.00,0.94,75.00,11.00,29.00,37.93,17.00,37.00,45.95,8.00,9.00,88.89,0.00,2.00,0.13,3.00,20.00,0.15,16.00,3.00,82.00
Paulistano,1,0.00,74.00,24.00,36.00,14.00,38.00,17.00,21.00,16.00,11.00,1.45,74.00,8.00,31.00,25.81,18.00,40.00,45.00,14.00,15.00,93.33,1.00,6.00,0.55,3.00,17.00,0.18,11.00,3.00,80.00
R10 Score Vasco da Gama,1,0.00,71.00,30.00,34.00,7.00,33.00,7.00,26.00,17.00,15.00,1.13,71.00,10.00,27.00,37.04,17.00,30.00,56.67,7.00,10.00,70.00,3.00,5.00,0.33,3.00,12.00,0.25,15.00,3.00,81.00
Vitória,1,0.00,70.00,18.00,38.00,14.00,38.00,10.00,28.00,17.00,11.00,1.55,70.00,6.00,23.00,26.09,19.00,36.00,52.78,14.00,22.00,63.64,0.00,5.00,0.45,2.00,21.00,0.10,11.00,5.00,79.00
Caxias do Sul Basquete,1,0.00,69.00,18.00,34.00,17.00,37.00,9.00,28.00,14.00,12.00,1.17,69.00,6.00,21.00,28.57,17.00,39.00,43.59,17.00,24.00,70.83,1.00,1.00,0.08,3.00,22.00,0.14,12.00,3.00,68.00
VipTech CMB,1,0.00,69.00,18.00,36.00,15.00,37.00,12.00,25.00,13.00,17.00,0.76,69.00,6.00,25.00,24.00,18.00,42.00,42.86,15.00,21.00,71.43,3.00,6.00,0.35,2.00,22.00,0.09,17.00,3.00,61.00
Minas,1,0.00,69.00,24.00,30.00,15.00,30.00,6.00,24.00,15.00,19.00,0.79,69.00,8.00,20.00,40.00,15.00,29.00,51.72,15.00,21.00,71.43,2.00,10.00,0.53,1.00,18.00,0.06,19.00,12.00,74.00
Bauru Basket,1,0.00,69.00,18.00,32.00,19.00,33.00,6.00,27.00,12.00,16.00,0.75,69.00,6.00,25.00,24.00,16.00,29.00,55.17,19.00,22.00,86.36,1.00,2.00,0.13,0.00,17.00,0.00,16.00,3.00,65.00
Mogi,1,0.00,69.00,27.00,26.00,16.00,36.00,10.00,26.00,15.00,14.00,1.07,69.00,9.00,30.00,30.00,13.00,32.00,40.63,16.00,21.00,76.19,0.00,10.00,0.71,1.00,18.00,0.06,14.00,5.00,72.00
Fortaleza B. C. / CFO,1,0.00,69.00,18.00,46.00,5.00,35.00,10.00,25.00,11.00,12.00,0.92,69.00,6.00,24.00,25.00,23.00,41.00,56.10,5.00,8.00,62.50,1.00,9.00,0.75,2.00,14.00,0.14,12.00,2.00,75.00
L. Sorocabana,1,0.00,63.00,21.00,34.00,8.00,33.00,10.00,23.00,18.00,18.00,1.00,63.00,7.00,23.00,30.43,17.00,38.00,44.74,8.00,11.00,72.73,2.00,7.00,0.39,0.00,22.00,0.00,18.00,7.00,63.00
