Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Bauru Basket,1,0.00,87.00,48.00,28.00,11.00,34.00,12.00,22.00,18.00,11.00,1.64,87.00,16.00,35.00,45.71,14.00,26.00,53.85,11.00,14.00,78.57,0.00,8.00,0.73,0.00,17.00,0.00,11.00,3.00,102.00
R10 Score Vasco da Gama,1,0.00,85.00,24.00,40.00,21.00,38.00,15.00,23.00,18.00,12.00,1.50,85.00,8.00,25.00,32.00,20.00,39.00,51.28,21.00,26.00,80.77,1.00,10.00,0.83,1.00,22.00,0.05,12.00,1.00,99.00
Sesi Franca,1,0.00,83.00,18.00,46.00,19.00,45.00,15.00,30.00,16.00,8.00,2.00,83.00,6.00,27.00,22.22,23.00,45.00,51.11,19.00,28.00,67.86,0.00,6.00,0.75,0.00,26.00,0.00,8.00,1.00,90.00
Flamengo,1,0.00,80.00,15.00,44.00,21.00,46.00,16.00,30.00,15.00,11.00,1.36,80.00,5.00,24.00,20.83,22.00,44.00,50.00,21.00,36.00,58.33,1.00,7.00,0.64,3.00,23.00,0.13,11.00,2.00,84.00
Mogi,1,0.00,78.00,33.00,32.00,13.00,40.00,9.00,31.00,16.00,18.00,0.89,78.00,11.00,35.00,31.43,16.00,24.00,66.67,13.00,22.00,59.09,3.00,6.00,0.33,2.00,22.00,0.09,18.00,9.00,83.00
Paulistano,1,0.00,77.00,36.00,28.00,13.00,35.00,10.00,25.00,17.00,11.00,1.55,77.00,12.00,37.00,32.43,14.00,28.00,50.00,13.00,18.00,72.22,2.00,6.00,0.55,1.00,24.00,0.04,11.00,4.00,81.00
Brasília,1,0.00,76.00,9.00,52.00,15.00,34.00,11.00,23.00,23.00,14.00,1.64,76.00,3.00,17.00,17.65,26.00,45.00,57.78,15.00,18.00,83.33,1.00,7.00,0.50,1.00,21.00,0.05,14.00,1.00,91.00
VipTech CMB,1,0.00,74.00,21.00,34.00,19.00,28.00,9.00,19.00,16.00,13.00,1.23,74.00,7.00,22.00,31.82,17.00,32.00,53.13,19.00,26.00,73.08,1.00,13.00,1.00,1.00,17.00,0.06,13.00,7.00,82.00
Pinheiros,1,0.00,72.00,9.00,42.00,21.00,48.00,13.00,35.00,16.00,9.00,1.78,72.00,3.00,13.00,23.08,21.00,49.00,42.86,21.00,30.00,70.00,1.00,6.00,0.67,3.00,22.00,0.14,9.00,3.00,89.00
Vitória,1,0.00,67.00,24.00,28.00,15.00,40.00,13.00,27.00,15.00,8.00,1.88,67.00,8.00,29.00,27.59,14.00,38.00,36.84,15.00,21.00,71.43,0.00,4.00,0.50,2.00,25.00,0.08,8.00,2.00,69.00
Macaé Basquete,1,0.00,67.00,12.00,44.00,11.00,28.00,7.00,21.00,12.00,15.00,0.80,67.00,4.00,15.00,26.67,22.00,39.00,56.41,11.00,13.00,84.62,1.00,5.00,0.33,4.00,18.00,0.22,15.00,7.00,71.00
Caxias do Sul Basquete,1,0.00,66.00,21.00,34.00,11.00,43.00,13.00,30.00,19.00,16.00,1.19,66.00,7.00,28.00,25.00,17.00,35.00,48.57,11.00,19.00,57.89,3.00,12.00,0.75,5.00,18.00,0.28,16.00,1.00,82.00
L. Sorocabana,1,0.00,64.00,12.00,44.00,8.00,38.00,14.00,24.00,14.00,20.00,0.70,64.00,4.00,22.00,18.18,22.00,38.00,57.89,8.00,10.00,80.00,1.00,3.00,0.15,1.00,24.00,0.04,20.00,6.00,64.00
Minas,1,0.00,52.00,21.00,22.00,9.00,35.00,6.00,29.00,14.00,23.00,0.61,52.00,7.00,22.00,31.82,11.00,34.00,32.35,9.00,9.00,100.00,0.00,11.00,0.48,3.00,22.00,0.14,23.00,6.00,54.00
