Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
VipTech CMB,1,0.00,95.00,45.00,38.00,12.00,39.00,11.00,28.00,14.00,9.00,1.56,95.00,15.00,33.00,45.45,19.00,40.00,47.50,12.00,17.00,70.59,2.00,7.00,0.78,5.00,15.00,0.33,9.00,2.00,107.00
Mogi,1,0.00,94.00,42.00,40.00,12.00,31.00,3.00,28.00,18.00,12.00,1.50,94.00,14.00,31.00,45.16,20.00,31.00,64.52,12.00,18.00,66.67,2.00,6.00,0.50,1.00,19.00,0.05,12.00,2.00,104.00
Brasília,1,0.00,92.00,33.00,44.00,15.00,40.00,11.00,29.00,22.00,14.00,1.57,92.00,11.00,29.00,37.93,22.00,39.00,56.41,15.00,20.00,75.00,3.00,9.00,0.64,2.00,15.00,0.13,14.00,3.00,111.00
Paulistano,1,0.00,92.00,39.00,40.00,13.00,31.00,9.00,22.00,15.00,11.00,1.36,92.00,13.00,33.00,39.39,20.00,35.00,57.14,13.00,15.00,86.67,2.00,7.00,0.64,0.00,23.00,0.00,11.00,3.00,97.00
Bauru Basket,1,0.00,89.00,36.00,40.00,13.00,42.00,13.00,29.00,26.00,9.00,2.89,89.00,12.00,32.00,37.50,20.00,40.00,50.00,13.00,19.00,68.42,0.00,7.00,0.78,1.00,18.00,0.06,9.00,1.00,110.00
Flamengo,1,0.00,85.00,27.00,34.00,24.00,34.00,9.00,25.00,16.00,14.00,1.14,85.00,9.00,23.00,39.13,17.00,34.00,50.00,24.00,28.00,85.71,0.00,11.00,0.79,3.00,20.00,0.15,14.00,0.00,100.00
Vitória,1,0.00,82.00,21.00,42.00,19.00,42.00,14.00,28.00,22.00,13.00,1.69,82.00,7.00,19.00,36.84,21.00,45.00,46.67,19.00,25.00,76.00,4.00,5.00,0.38,2.00,26.00,0.08,13.00,4.00,98.00
Minas,1,0.00,79.00,30.00,40.00,9.00,35.00,11.00,24.00,18.00,17.00,1.06,79.00,10.00,31.00,32.26,20.00,37.00,54.05,9.00,15.00,60.00,3.00,7.00,0.41,0.00,20.00,0.00,17.00,6.00,78.00
Caxias do Sul Basquete,1,0.00,78.00,21.00,36.00,21.00,31.00,6.00,25.00,22.00,15.00,1.47,78.00,7.00,23.00,30.43,18.00,30.00,60.00,21.00,28.00,75.00,4.00,9.00,0.60,1.00,26.00,0.04,15.00,1.00,91.00
Fortaleza B. C. / CFO,1,0.00,77.00,33.00,22.00,22.00,40.00,16.00,24.00,13.00,11.00,1.18,77.00,11.00,27.00,40.74,11.00,36.00,30.56,22.00,29.00,75.86,2.00,8.00,0.73,3.00,23.00,0.13,11.00,2.00,82.00
R10 Score Vasco da Gama,1,0.00,73.00,21.00,32.00,20.00,28.00,3.00,25.00,17.00,16.00,1.06,73.00,7.00,21.00,33.33,16.00,28.00,57.14,20.00,25.00,80.00,0.00,6.00,0.38,1.00,25.00,0.04,16.00,4.00,78.00
L. Sorocabana,1,0.00,71.00,27.00,32.00,12.00,24.00,1.00,23.00,10.00,18.00,0.56,71.00,9.00,18.00,50.00,16.00,28.00,57.14,12.00,16.00,75.00,1.00,5.00,0.28,4.00,15.00,0.27,18.00,8.00,71.00
Sesi Franca,1,0.00,69.00,18.00,34.00,17.00,37.00,8.00,29.00,14.00,16.00,0.88,69.00,6.00,29.00,20.69,17.00,30.00,56.67,17.00,22.00,77.27,0.00,4.00,0.25,0.00,18.00,0.00,16.00,4.00,67.00
Macaé Basquete,1,0.00,66.00,12.00,40.00,14.00,37.00,13.00,24.00,15.00,20.00,0.75,66.00,4.00,15.00,26.67,20.00,46.00,43.48,14.00,16.00,87.50,1.00,8.00,0.40,1.00,26.00,0.04,20.00,4.00,68.00
