Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Fortaleza B. C. / CFO,1,0.00,94.00,33.00,50.00,11.00,45.00,12.00,33.00,18.00,13.00,1.38,94.00,11.00,28.00,39.29,25.00,54.00,46.30,11.00,17.00,64.71,3.00,8.00,0.62,3.00,25.00,0.12,13.00,4.00,103.00
Flamengo,1,0.00,88.00,21.00,48.00,19.00,42.00,9.00,33.00,22.00,15.00,1.47,88.00,7.00,31.00,22.58,24.00,40.00,60.00,19.00,27.00,70.37,3.00,6.00,0.40,1.00,20.00,0.05,15.00,4.00,96.00
Minas,1,0.00,86.00,42.00,34.00,10.00,32.00,9.00,23.00,16.00,13.00,1.23,86.00,14.00,26.00,53.85,17.00,33.00,51.52,10.00,16.00,62.50,2.00,7.00,0.54,2.00,17.00,0.12,13.00,5.00,96.00
Paulistano,1,0.00,82.00,36.00,34.00,12.00,46.00,17.00,29.00,26.00,16.00,1.63,82.00,12.00,34.00,35.29,17.00,31.00,54.84,12.00,17.00,70.59,2.00,8.00,0.50,3.00,20.00,0.15,16.00,3.00,108.00
VipTech CMB,1,0.00,78.00,24.00,48.00,6.00,40.00,16.00,24.00,14.00,10.00,1.40,78.00,8.00,33.00,24.24,24.00,45.00,53.33,6.00,11.00,54.55,1.00,9.00,0.90,1.00,22.00,0.05,10.00,2.00,81.00
Sesi Franca,1,0.00,77.00,24.00,40.00,13.00,46.00,16.00,30.00,13.00,9.00,1.44,77.00,8.00,20.00,40.00,20.00,48.00,41.67,13.00,18.00,72.22,1.00,9.00,1.00,3.00,21.00,0.14,9.00,3.00,94.00
Pinheiros,1,0.00,76.00,24.00,36.00,16.00,44.00,14.00,30.00,16.00,15.00,1.07,76.00,8.00,29.00,27.59,18.00,33.00,54.55,16.00,25.00,64.00,0.00,2.00,0.13,6.00,17.00,0.35,15.00,2.00,84.00
Bauru Basket,1,0.00,75.00,30.00,32.00,13.00,29.00,8.00,21.00,20.00,14.00,1.43,75.00,10.00,24.00,41.67,16.00,32.00,50.00,13.00,18.00,72.22,2.00,7.00,0.50,3.00,18.00,0.17,14.00,5.00,85.00
L. Sorocabana,1,0.00,74.00,27.00,34.00,13.00,27.00,8.00,19.00,17.00,20.00,0.85,74.00,9.00,24.00,37.50,17.00,35.00,48.57,13.00,16.00,81.25,4.00,12.00,0.60,1.00,26.00,0.04,20.00,8.00,75.00
R10 Score Vasco da Gama,1,0.00,70.00,15.00,36.00,19.00,29.00,6.00,23.00,10.00,23.00,0.43,70.00,5.00,18.00,27.78,18.00,30.00,60.00,19.00,24.00,79.17,0.00,9.00,0.39,3.00,18.00,0.17,23.00,9.00,68.00
Brasília,1,0.00,70.00,27.00,34.00,9.00,38.00,12.00,26.00,17.00,12.00,1.42,70.00,9.00,29.00,31.03,17.00,40.00,42.50,9.00,12.00,75.00,1.00,4.00,0.33,3.00,26.00,0.12,12.00,2.00,74.00
Vitória,1,0.00,67.00,24.00,28.00,15.00,39.00,12.00,27.00,12.00,14.00,0.86,67.00,8.00,26.00,30.77,14.00,31.00,45.16,15.00,20.00,75.00,0.00,8.00,0.57,4.00,19.00,0.21,14.00,7.00,76.00
Macaé Basquete,1,0.00,59.00,15.00,34.00,10.00,31.00,8.00,23.00,16.00,15.00,1.07,59.00,5.00,17.00,29.41,17.00,41.00,41.46,10.00,13.00,76.92,1.00,3.00,0.20,4.00,23.00,0.17,15.00,4.00,59.00
Caxias do Sul Basquete,1,0.00,49.00,0.00,38.00,11.00,30.00,9.00,21.00,11.00,20.00,0.55,49.00,0.00,14.00,0.00,19.00,42.00,45.24,11.00,15.00,73.33,2.00,7.00,0.35,1.00,18.00,0.06,20.00,6.00,37.00
