Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Brasília,1,0.00,91.00,36.00,44.00,11.00,41.00,9.00,32.00,29.00,11.00,2.64,91.00,12.00,24.00,50.00,22.00,44.00,50.00,11.00,17.00,64.71,5.00,3.00,0.27,3.00,23.00,0.13,11.00,6.00,116.00
Mogi,1,0.00,86.00,39.00,42.00,5.00,36.00,10.00,26.00,26.00,10.00,2.60,86.00,13.00,28.00,46.43,21.00,43.00,48.84,5.00,9.00,55.56,3.00,21.00,2.10,1.00,15.00,0.07,10.00,2.00,119.00
R10 Score Vasco da Gama,1,0.00,85.00,42.00,26.00,17.00,37.00,9.00,28.00,19.00,15.00,1.27,85.00,14.00,27.00,51.85,13.00,36.00,36.11,17.00,26.00,65.38,1.00,11.00,0.73,1.00,25.00,0.04,15.00,9.00,93.00
Flamengo,1,0.00,85.00,21.00,40.00,24.00,38.00,7.00,31.00,19.00,13.00,1.46,85.00,7.00,21.00,33.33,20.00,35.00,57.14,24.00,28.00,85.71,0.00,3.00,0.23,1.00,24.00,0.04,13.00,5.00,100.00
Sesi Franca,1,0.00,84.00,24.00,36.00,24.00,28.00,8.00,20.00,13.00,9.00,1.44,84.00,8.00,33.00,24.24,18.00,34.00,52.94,24.00,28.00,85.71,3.00,5.00,0.56,2.00,25.00,0.08,9.00,3.00,78.00
Bauru Basket,1,0.00,84.00,36.00,38.00,10.00,37.00,7.00,30.00,16.00,16.00,1.00,84.00,12.00,30.00,40.00,19.00,33.00,57.58,10.00,14.00,71.43,0.00,6.00,0.38,2.00,15.00,0.13,16.00,10.00,93.00
Minas,1,0.00,83.00,9.00,56.00,18.00,49.00,21.00,28.00,14.00,16.00,0.88,83.00,3.00,30.00,10.00,28.00,48.00,58.33,18.00,24.00,75.00,0.00,5.00,0.31,1.00,29.00,0.03,16.00,4.00,83.00
Caxias do Sul Basquete,1,0.00,82.00,24.00,42.00,16.00,35.00,8.00,27.00,11.00,9.00,1.22,82.00,8.00,23.00,34.78,21.00,44.00,47.73,16.00,27.00,59.26,0.00,4.00,0.44,0.00,20.00,0.00,9.00,8.00,74.00
Vitória,1,0.00,79.00,24.00,38.00,17.00,42.00,9.00,33.00,18.00,12.00,1.50,79.00,8.00,22.00,36.36,19.00,44.00,43.18,17.00,24.00,70.83,2.00,6.00,0.50,0.00,19.00,0.00,12.00,8.00,87.00
L. Sorocabana,1,0.00,78.00,36.00,24.00,18.00,34.00,10.00,24.00,15.00,23.00,0.65,78.00,12.00,24.00,50.00,12.00,28.00,42.86,18.00,22.00,81.82,0.00,7.00,0.30,1.00,26.00,0.04,23.00,8.00,80.00
Macaé Basquete,1,0.00,76.00,33.00,34.00,9.00,27.00,5.00,22.00,8.00,12.00,0.67,76.00,11.00,28.00,39.29,17.00,36.00,47.22,9.00,10.00,90.00,0.00,7.00,0.58,0.00,19.00,0.00,12.00,7.00,69.00
Pinheiros,1,0.00,75.00,24.00,34.00,17.00,37.00,7.00,30.00,15.00,10.00,1.50,75.00,8.00,31.00,25.81,17.00,38.00,44.74,17.00,20.00,85.00,2.00,6.00,0.60,2.00,21.00,0.10,10.00,5.00,78.00
VipTech CMB,1,0.00,73.00,18.00,32.00,23.00,29.00,12.00,17.00,11.00,18.00,0.61,73.00,6.00,25.00,24.00,16.00,32.00,50.00,23.00,29.00,79.31,1.00,5.00,0.28,2.00,22.00,0.09,18.00,8.00,61.00
Paulistano,1,0.00,55.00,9.00,30.00,16.00,38.00,10.00,28.00,15.00,24.00,0.63,55.00,3.00,16.00,18.75,15.00,38.00,39.47,16.00,16.00,100.00,3.00,4.00,0.17,2.00,15.00,0.13,24.00,2.00,54.00
