Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,100.00,18.00,52.00,30.00,51.00,18.00,33.00,17.00,12.00,1.42,100.00,6.00,29.00,20.69,26.00,56.00,46.43,30.00,35.00,85.71,1.00,5.00,0.42,1.00,25.00,0.04,12.00,2.00,104.00
Bauru Basket,1,0.00,97.00,36.00,44.00,17.00,49.00,14.00,35.00,21.00,21.00,1.00,97.00,12.00,37.00,32.43,22.00,46.00,47.83,17.00,28.00,60.71,1.00,4.00,0.19,3.00,27.00,0.11,21.00,7.00,93.00
Brasília,1,0.00,95.00,45.00,40.00,10.00,40.00,14.00,26.00,22.00,15.00,1.47,95.00,15.00,32.00,46.88,20.00,38.00,52.63,10.00,12.00,83.33,0.00,4.00,0.27,6.00,17.00,0.35,15.00,5.00,115.00
Paulistano,1,0.00,92.00,36.00,46.00,10.00,48.00,21.00,27.00,24.00,11.00,2.18,92.00,12.00,37.00,32.43,23.00,40.00,57.50,10.00,12.00,83.33,1.00,7.00,0.64,0.00,21.00,0.00,11.00,3.00,116.00
Sesi Franca,1,0.00,86.00,15.00,46.00,25.00,34.00,7.00,27.00,16.00,18.00,0.89,86.00,5.00,19.00,26.32,23.00,36.00,63.89,25.00,28.00,89.29,1.00,7.00,0.39,6.00,19.00,0.32,18.00,6.00,101.00
Minas,1,0.00,83.00,9.00,62.00,12.00,43.00,13.00,30.00,21.00,15.00,1.40,83.00,3.00,18.00,16.67,31.00,50.00,62.00,12.00,16.00,75.00,5.00,10.00,0.67,1.00,15.00,0.07,15.00,8.00,105.00
Mogi,1,0.00,81.00,24.00,34.00,23.00,29.00,5.00,24.00,22.00,18.00,1.22,81.00,8.00,23.00,34.78,17.00,24.00,70.83,23.00,26.00,88.46,2.00,9.00,0.50,5.00,21.00,0.24,18.00,5.00,103.00
Pinheiros,1,0.00,80.00,24.00,34.00,22.00,41.00,9.00,32.00,14.00,12.00,1.17,80.00,8.00,24.00,33.33,17.00,35.00,48.57,22.00,32.00,68.75,2.00,6.00,0.50,2.00,21.00,0.10,12.00,8.00,87.00
Macaé Basquete,1,0.00,79.00,24.00,48.00,7.00,38.00,17.00,21.00,17.00,16.00,1.06,79.00,8.00,26.00,30.77,24.00,49.00,48.98,7.00,12.00,58.33,0.00,12.00,0.75,1.00,27.00,0.04,16.00,6.00,83.00
L. Sorocabana,1,0.00,77.00,27.00,36.00,14.00,35.00,16.00,19.00,10.00,15.00,0.67,77.00,9.00,26.00,34.62,18.00,40.00,45.00,14.00,20.00,70.00,3.00,10.00,0.67,4.00,22.00,0.18,15.00,4.00,76.00
VipTech CMB,1,0.00,74.00,27.00,34.00,13.00,30.00,9.00,21.00,14.00,13.00,1.08,74.00,9.00,25.00,36.00,17.00,32.00,53.13,13.00,19.00,68.42,0.00,6.00,0.46,2.00,19.00,0.11,13.00,3.00,76.00
Fortaleza B. C. / CFO,1,0.00,74.00,27.00,30.00,17.00,43.00,16.00,27.00,11.00,13.00,0.85,74.00,9.00,29.00,31.03,15.00,42.00,35.71,17.00,19.00,89.47,0.00,5.00,0.38,2.00,24.00,0.08,13.00,9.00,73.00
R10 Score Vasco da Gama,1,0.00,72.00,18.00,44.00,10.00,33.00,16.00,17.00,15.00,11.00,1.36,72.00,6.00,22.00,27.27,22.00,48.00,45.83,10.00,14.00,71.43,2.00,9.00,0.82,0.00,15.00,0.00,11.00,4.00,72.00
Caxias do Sul Basquete,1,0.00,63.00,21.00,32.00,10.00,33.00,10.00,23.00,16.00,16.00,1.00,63.00,7.00,22.00,31.82,16.00,41.00,39.02,10.00,11.00,90.91,1.00,6.00,0.38,3.00,22.00,0.14,16.00,8.00,64.00
