Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,96.00,42.00,40.00,14.00,38.00,7.00,31.00,26.00,13.00,2.00,96.00,14.00,29.00,48.28,20.00,30.00,66.67,14.00,17.00,82.35,1.00,0.00,0.00,0.00,22.00,0.00,13.00,2.00,119.00
VipTech CMB,1,0.00,91.00,30.00,32.00,29.00,35.00,8.00,27.00,15.00,15.00,1.00,91.00,10.00,22.00,45.45,16.00,28.00,57.14,29.00,36.00,80.56,0.00,10.00,0.67,1.00,15.00,0.07,15.00,5.00,106.00
Fortaleza B. C. / CFO,1,0.00,88.00,39.00,28.00,21.00,39.00,7.00,32.00,17.00,11.00,1.55,88.00,13.00,29.00,44.83,14.00,30.00,46.67,21.00,29.00,72.41,0.00,6.00,0.55,1.00,17.00,0.06,11.00,3.00,100.00
Mogi,1,0.00,87.00,45.00,28.00,14.00,29.00,10.00,19.00,19.00,3.00,6.33,87.00,15.00,33.00,45.45,14.00,37.00,37.84,14.00,18.00,77.78,1.00,6.00,2.00,1.00,24.00,0.04,3.00,2.00,94.00
Brasília,1,0.00,85.00,21.00,48.00,16.00,34.00,9.00,25.00,21.00,7.00,3.00,85.00,7.00,21.00,33.33,24.00,41.00,58.54,16.00,25.00,64.00,4.00,2.00,0.29,8.00,18.00,0.44,7.00,1.00,103.00
Macaé Basquete,1,0.00,78.00,18.00,46.00,14.00,24.00,5.00,19.00,16.00,13.00,1.23,78.00,6.00,25.00,24.00,23.00,33.00,69.70,14.00,20.00,70.00,1.00,8.00,0.62,1.00,26.00,0.04,13.00,2.00,79.00
Caxias do Sul Basquete,1,0.00,78.00,42.00,24.00,12.00,36.00,9.00,27.00,16.00,11.00,1.45,78.00,14.00,25.00,56.00,12.00,38.00,31.58,12.00,18.00,66.67,0.00,4.00,0.36,0.00,25.00,0.00,11.00,2.00,80.00
Paulistano,1,0.00,76.00,39.00,32.00,5.00,42.00,13.00,29.00,18.00,12.00,1.50,76.00,13.00,32.00,40.63,16.00,36.00,44.44,5.00,10.00,50.00,0.00,6.00,0.50,1.00,25.00,0.04,12.00,5.00,87.00
Bauru Basket,1,0.00,74.00,27.00,32.00,15.00,42.00,8.00,34.00,18.00,14.00,1.29,74.00,9.00,33.00,27.27,16.00,29.00,55.17,15.00,21.00,71.43,0.00,12.00,0.86,2.00,23.00,0.09,14.00,5.00,91.00
Vitória,1,0.00,73.00,18.00,32.00,23.00,38.00,9.00,29.00,14.00,11.00,1.27,73.00,6.00,23.00,26.09,16.00,41.00,39.02,23.00,33.00,69.70,1.00,11.00,1.00,2.00,25.00,0.08,11.00,1.00,75.00
Minas,1,0.00,68.00,18.00,34.00,16.00,43.00,13.00,30.00,10.00,20.00,0.50,68.00,6.00,23.00,26.09,17.00,30.00,56.67,16.00,19.00,84.21,0.00,1.00,0.05,2.00,19.00,0.11,20.00,2.00,71.00
R10 Score Vasco da Gama,1,0.00,64.00,12.00,34.00,18.00,39.00,7.00,32.00,11.00,16.00,0.69,64.00,4.00,21.00,19.05,17.00,39.00,43.59,18.00,25.00,72.00,0.00,6.00,0.38,0.00,26.00,0.00,16.00,1.00,58.00
Pinheiros,1,0.00,64.00,18.00,28.00,18.00,41.00,9.00,32.00,13.00,13.00,1.00,64.00,6.00,19.00,31.58,14.00,40.00,35.00,18.00,27.00,66.67,1.00,7.00,0.54,2.00,20.00,0.10,13.00,0.00,66.00
L. Sorocabana,1,0.00,61.00,12.00,40.00,9.00,30.00,12.00,18.00,13.00,9.00,1.44,61.00,4.00,22.00,18.18,20.00,41.00,48.78,9.00,15.00,60.00,1.00,10.00,1.11,1.00,21.00,0.05,9.00,6.00,61.00
