Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,99.00,18.00,56.00,25.00,38.00,11.00,27.00,21.00,14.00,1.50,99.00,6.00,19.00,31.58,28.00,42.00,66.67,25.00,34.00,73.53,1.00,7.00,0.50,2.00,22.00,0.09,14.00,4.00,117.00
Brasília,1,0.00,95.00,24.00,68.00,3.00,30.00,7.00,23.00,24.00,5.00,4.80,95.00,8.00,25.00,32.00,34.00,47.00,72.34,3.00,7.00,42.86,2.00,5.00,1.00,1.00,18.00,0.06,5.00,1.00,116.00
Caxias do Sul Basquete,1,0.00,93.00,33.00,46.00,14.00,24.00,7.00,17.00,20.00,11.00,1.82,93.00,11.00,19.00,57.89,23.00,46.00,50.00,14.00,20.00,70.00,2.00,6.00,0.55,0.00,32.00,0.00,11.00,1.00,95.00
Mogi,1,0.00,89.00,27.00,46.00,16.00,36.00,7.00,29.00,25.00,11.00,2.27,89.00,9.00,30.00,30.00,23.00,33.00,69.70,16.00,22.00,72.73,3.00,6.00,0.55,1.00,19.00,0.05,11.00,2.00,109.00
Minas,1,0.00,86.00,30.00,38.00,18.00,34.00,10.00,24.00,24.00,16.00,1.50,86.00,10.00,21.00,47.62,19.00,35.00,54.29,18.00,23.00,78.26,3.00,7.00,0.44,4.00,20.00,0.20,16.00,5.00,107.00
Flamengo,1,0.00,83.00,18.00,52.00,13.00,40.00,15.00,25.00,21.00,13.00,1.62,83.00,6.00,22.00,27.27,26.00,46.00,56.52,13.00,16.00,81.25,0.00,2.00,0.15,0.00,9.00,0.00,13.00,4.00,94.00
Sesi Franca,1,0.00,83.00,30.00,38.00,15.00,44.00,11.00,33.00,20.00,16.00,1.25,83.00,10.00,27.00,37.04,19.00,36.00,52.78,15.00,22.00,68.18,2.00,4.00,0.25,2.00,21.00,0.10,16.00,5.00,96.00
VipTech CMB,1,0.00,81.00,30.00,36.00,15.00,35.00,10.00,25.00,11.00,11.00,1.00,81.00,10.00,24.00,41.67,18.00,44.00,40.91,15.00,22.00,68.18,0.00,8.00,0.73,6.00,21.00,0.29,11.00,4.00,83.00
Macaé Basquete,1,0.00,78.00,30.00,32.00,16.00,29.00,9.00,20.00,22.00,16.00,1.38,78.00,10.00,20.00,50.00,16.00,38.00,42.11,16.00,20.00,80.00,1.00,4.00,0.25,3.00,21.00,0.14,16.00,4.00,84.00
Paulistano,1,0.00,76.00,36.00,26.00,14.00,35.00,7.00,28.00,22.00,8.00,2.75,76.00,12.00,35.00,34.29,13.00,29.00,44.83,14.00,19.00,73.68,1.00,4.00,0.50,2.00,17.00,0.12,8.00,2.00,87.00
Fortaleza B. C. / CFO,1,0.00,74.00,36.00,28.00,10.00,40.00,8.00,32.00,10.00,10.00,1.00,74.00,12.00,26.00,46.15,14.00,35.00,40.00,10.00,15.00,66.67,0.00,4.00,0.40,1.00,19.00,0.05,10.00,3.00,79.00
Vitória,1,0.00,74.00,15.00,20.00,39.00,32.00,4.00,28.00,13.00,20.00,0.65,74.00,5.00,17.00,29.41,10.00,26.00,38.46,39.00,46.00,84.78,0.00,8.00,0.40,1.00,19.00,0.05,20.00,4.00,73.00
L. Sorocabana,1,0.00,69.00,12.00,40.00,17.00,40.00,16.00,24.00,16.00,20.00,0.80,69.00,4.00,28.00,14.29,20.00,40.00,50.00,17.00,19.00,89.47,1.00,12.00,0.60,1.00,31.00,0.03,20.00,6.00,72.00
Bauru Basket,1,0.00,66.00,30.00,26.00,10.00,31.00,5.00,26.00,13.00,13.00,1.00,66.00,10.00,42.00,23.81,13.00,19.00,68.42,10.00,17.00,58.82,0.00,8.00,0.62,1.00,22.00,0.05,13.00,2.00,61.00
