Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Pinheiros,1,0.00,94.00,21.00,52.00,21.00,41.00,16.00,25.00,18.00,13.00,1.38,94.00,7.00,27.00,25.93,26.00,44.00,59.09,21.00,27.00,77.78,3.00,7.00,0.54,4.00,22.00,0.18,13.00,1.00,107.00
Fortaleza B. C. / CFO,1,0.00,89.00,39.00,36.00,14.00,45.00,13.00,32.00,17.00,13.00,1.31,89.00,13.00,28.00,46.43,18.00,37.00,48.65,14.00,18.00,77.78,1.00,3.00,0.23,2.00,13.00,0.15,13.00,0.00,105.00
Minas,1,0.00,88.00,33.00,42.00,13.00,33.00,8.00,25.00,19.00,14.00,1.36,88.00,11.00,26.00,42.31,21.00,38.00,55.26,13.00,21.00,61.90,2.00,8.00,0.57,2.00,26.00,0.08,14.00,5.00,96.00
Bauru Basket,1,0.00,82.00,27.00,46.00,9.00,45.00,15.00,30.00,22.00,12.00,1.83,82.00,9.00,30.00,30.00,23.00,38.00,60.53,9.00,17.00,52.94,1.00,7.00,0.58,2.00,19.00,0.11,12.00,5.00,102.00
Flamengo,1,0.00,81.00,33.00,40.00,8.00,46.00,8.00,38.00,18.00,13.00,1.38,81.00,11.00,29.00,37.93,20.00,37.00,54.05,8.00,12.00,66.67,1.00,3.00,0.23,3.00,13.00,0.23,13.00,5.00,99.00
Mogi,1,0.00,75.00,36.00,20.00,19.00,25.00,7.00,18.00,20.00,12.00,1.67,75.00,12.00,27.00,44.44,10.00,28.00,35.71,19.00,25.00,76.00,0.00,11.00,0.92,1.00,21.00,0.05,12.00,5.00,81.00
VipTech CMB,1,0.00,73.00,36.00,30.00,7.00,41.00,17.00,24.00,15.00,11.00,1.36,73.00,12.00,38.00,31.58,15.00,37.00,40.54,7.00,9.00,77.78,1.00,8.00,0.73,4.00,19.00,0.21,11.00,3.00,80.00
Vitória,1,0.00,72.00,24.00,24.00,24.00,29.00,4.00,25.00,15.00,22.00,0.68,72.00,8.00,20.00,40.00,12.00,23.00,52.17,24.00,25.00,96.00,1.00,4.00,0.18,2.00,23.00,0.09,22.00,4.00,76.00
Paulistano,1,0.00,72.00,39.00,28.00,5.00,35.00,7.00,28.00,17.00,10.00,1.70,72.00,13.00,29.00,44.83,14.00,41.00,34.15,5.00,7.00,71.43,2.00,5.00,0.50,3.00,14.00,0.21,10.00,2.00,77.00
R10 Score Vasco da Gama,1,0.00,71.00,9.00,50.00,12.00,38.00,9.00,29.00,13.00,13.00,1.00,71.00,3.00,16.00,18.75,25.00,39.00,64.10,12.00,18.00,66.67,0.00,6.00,0.46,4.00,18.00,0.22,13.00,3.00,86.00
Macaé Basquete,1,0.00,68.00,24.00,34.00,10.00,27.00,13.00,14.00,14.00,11.00,1.27,68.00,8.00,24.00,33.33,17.00,33.00,51.52,10.00,13.00,76.92,1.00,7.00,0.64,1.00,20.00,0.05,11.00,2.00,71.00
Sesi Franca,1,0.00,67.00,12.00,44.00,11.00,31.00,9.00,22.00,11.00,8.00,1.38,67.00,4.00,17.00,23.53,22.00,46.00,47.83,11.00,17.00,64.71,1.00,8.00,1.00,2.00,20.00,0.10,8.00,1.00,68.00
L. Sorocabana,1,0.00,66.00,12.00,40.00,14.00,31.00,9.00,22.00,8.00,16.00,0.50,66.00,4.00,19.00,21.05,20.00,30.00,66.67,14.00,15.00,93.33,0.00,7.00,0.44,1.00,20.00,0.05,16.00,4.00,71.00
Caxias do Sul Basquete,1,0.00,64.00,18.00,32.00,14.00,26.00,6.00,20.00,10.00,11.00,0.91,64.00,6.00,20.00,30.00,16.00,36.00,44.44,14.00,17.00,82.35,0.00,4.00,0.36,1.00,18.00,0.06,11.00,2.00,57.00
