Equipe,JO,Min,Pts,3P,2P,LL,RT,RO,RD,AS,ER,IA%,PTS,3PC,3PT,3P%,2PC,2PT,2P%,LLC,LLT,LL%,EN,BR,B/E,TO,FC,T/FC,ET,VI,EF
Flamengo,1,0.00,98.00,27.00,44.00,27.00,38.00,12.00,26.00,27.00,9.00,3.00,98.00,9.00,26.00,34.62,22.00,39.00,56.41,27.00,38.00,71.05,1.00,9.00,1.00,0.00,21.00,0.00,9.00,5.00,118.00
Vitória,1,0.00,87.00,18.00,50.00,19.00,39.00,14.00,25.00,22.00,14.00,1.57,87.00,6.00,23.00,26.09,25.00,46.00,54.35,19.00,24.00,79.17,2.00,2.00,0.14,0.00,26.00,0.00,14.00,3.00,93.00
R10 Score Vasco da Gama,1,0.00,86.00,24.00,36.00,26.00,38.00,11.00,27.00,13.00,15.00,0.87,86.00,8.00,21.00,38.10,18.00,36.00,50.00,26.00,30.00,86.67,0.00,4.00,0.27,0.00,27.00,0.00,15.00,4.00,91.00
L. Sorocabana,1,0.00,83.00,39.00,26.00,18.00,31.00,10.00,21.00,19.00,16.00,1.19,83.00,13.00,22.00,59.09,13.00,31.00,41.94,18.00,27.00,66.67,2.00,7.00,0.44,4.00,26.00,0.15,16.00,8.00,92.00
Paulistano,1,0.00,83.00,36.00,22.00,25.00,30.00,12.00,18.00,13.00,13.00,1.00,83.00,12.00,34.00,35.29,11.00,27.00,40.74,25.00,32.00,78.13,0.00,3.00,0.23,2.00,28.00,0.07,13.00,1.00,73.00
Brasília,1,0.00,79.00,27.00,42.00,10.00,46.00,9.00,37.00,16.00,11.00,1.45,79.00,9.00,23.00,39.13,21.00,40.00,52.50,10.00,14.00,71.43,0.00,4.00,0.36,0.00,22.00,0.00,11.00,4.00,97.00
Sesi Franca,1,0.00,75.00,18.00,30.00,27.00,32.00,11.00,21.00,15.00,10.00,1.50,75.00,6.00,18.00,33.33,15.00,33.00,45.45,27.00,43.00,62.79,3.00,8.00,0.80,2.00,24.00,0.08,10.00,3.00,76.00
Pinheiros,1,0.00,74.00,21.00,38.00,15.00,41.00,9.00,32.00,11.00,14.00,0.79,74.00,7.00,25.00,28.00,19.00,42.00,45.24,15.00,18.00,83.33,1.00,11.00,0.79,6.00,26.00,0.23,14.00,1.00,85.00
Minas,1,0.00,74.00,24.00,32.00,18.00,37.00,10.00,27.00,17.00,16.00,1.06,74.00,8.00,19.00,42.11,16.00,34.00,47.06,18.00,26.00,69.23,1.00,3.00,0.19,5.00,29.00,0.17,16.00,2.00,83.00
Caxias do Sul Basquete,1,0.00,70.00,18.00,36.00,16.00,36.00,16.00,20.00,6.00,20.00,0.30,70.00,6.00,20.00,30.00,18.00,41.00,43.90,16.00,23.00,69.57,1.00,7.00,0.35,1.00,24.00,0.04,20.00,8.00,56.00
Mogi,1,0.00,67.00,27.00,24.00,16.00,42.00,14.00,28.00,11.00,18.00,0.61,67.00,9.00,28.00,32.14,12.00,35.00,34.29,16.00,23.00,69.57,0.00,10.00,0.56,1.00,21.00,0.05,18.00,1.00,64.00
Macaé Basquete,1,0.00,64.00,21.00,30.00,13.00,37.00,5.00,32.00,18.00,10.00,1.80,64.00,7.00,26.00,26.92,15.00,26.00,57.69,13.00,16.00,81.25,0.00,7.00,0.70,2.00,14.00,0.14,10.00,1.00,85.00
Bauru Basket,1,0.00,62.00,18.00,32.00,12.00,38.00,12.00,26.00,10.00,9.00,1.11,62.00,6.00,29.00,20.69,16.00,39.00,41.03,12.00,15.00,80.00,0.00,5.00,0.56,1.00,18.00,0.06,9.00,3.00,58.00
Fortaleza B. C. / CFO,1,0.00,53.00,15.00,30.00,8.00,36.00,9.00,27.00,9.00,11.00,0.82,53.00,5.00,27.00,18.52,15.00,35.00,42.86,8.00,14.00,57.14,0.00,7.00,0.64,0.00,17.00,0.00,11.00,0.00,46.00
