Data,Equipe_Casa,Pontos_Casa,Pontos_Visitante,Equipe_Visitante,Rodada,Etapa
23/10/2021,São Paulo,61,86,Flamengo,1,1
25/10/2021,Luvix/União Corinthians,59,77,Minas,2,1
26/10/2021,Bauru,76,87,Sesi Franca,2,1
26/10/2021,São Paulo,76,78,Cerrado Basquete,2,1
26/10/2021,Pinheiros,86,75,Rio Claro,2,1
27/10/2021,Fortaleza B. C.,71,72,UNIFACISA,2,1
27/10/2021,Caxias do Sul Basquete,75,83,123 Minas,2,1
27/10/2021,Luvix/União Corinthians,76,87,Flamengo,2,1
28/10/2021,Pato Basquete,73,80,Corinthians,2,1
28/10/2021,Mogi,77,72,Paulistano,2,1
28/10/2021,Pinheiros,80,89,Sesi Franca,2,1
28/10/2021,Bauru,77,65,Rio Claro,2,1
29/10/2021,Caxias do Sul Basquete,73,86,Flamengo,2,1
29/10/2021,São Paulo,85,66,BRB/Brasília,2,1
30/10/2021,Mogi,70,69,Corinthians,2,1
30/10/2021,Pato Basquete,55,68,Paulistano,2,1
01/11/2021,Rio Claro,74,63,Luvix/União Corinthians,3,1
02/11/2021,Paulistano,74,69,Corinthians,3,1
02/11/2021,Cerrado Basquete,88,79,Pinheiros,3,1
03/11/2021,Minas,109,75,Mogi,3,1
03/11/2021,Rio Claro,63,65,Caxias do Sul Basquete,3,1
03/11/2021,Sesi Franca,115,74,Luvix/União Corinthians,3,1
03/11/2021,Flamengo,94,62,Pato Basquete,3,1
04/11/2021,Fortaleza B. C.,68,81,São Paulo,3,1
04/11/2021,BRB/Brasília,92,93,Pinheiros,3,1
04/11/2021,Cerrado Basquete,87,92,Bauru,3,1
05/11/2021,Flamengo,116,73,Mogi,3,1
05/11/2021,Minas,79,67,Pato Basquete,3,1
05/11/2021,Sesi Franca,84,75,Caxias do Sul Basquete,3,1
06/11/2021,UNIFACISA,66,78,São Paulo,3,1
06/11/2021,BRB/Brasília,49,60,Bauru,3,1
08/11/2021,Pinheiros,81,60,Fortaleza B. C.,4,1
08/11/2021,Luvix/União Corinthians,75,76,Cerrado Basquete,4,1
09/11/2021,Corinthians,80,83,Flamengo,4,1
10/11/2021,Caxias do Sul Basquete,72,64,Cerrado Basquete,4,1
10/11/2021,Bauru,74,59,Fortaleza B. C.,4,1
10/11/2021,Pinheiros,67,86,UNIFACISA,4,1
10/11/2021,Luvix/União Corinthians,70,55,BRB/Brasília,4,1
11/11/2021,Paulistano,87,81,Flamengo,4,1
11/11/2021,Corinthians,65,82,Minas,4,1
11/11/2021,Pato Basquete,66,88,Sesi Franca,4,1
11/11/2021,Mogi,64,60,Rio Claro,4,1
12/11/2021,Bauru,84,68,UNIFACISA,4,1
12/11/2021,Caxias do Sul Basquete,76,64,BRB/Brasília,4,1
13/11/2021,Paulistano,67,96,Minas,4,1
13/11/2021,Mogi,96,102,Sesi Franca,4,1
13/11/2021,Pato Basquete,72,77,Rio Claro,4,1
16/11/2021,São Paulo,79,77,Bauru,5,1
17/11/2021,Fortaleza B. C.,94,85,Caxias do Sul Basquete,5,1
17/11/2021,UNIFACISA,104,99,Luvix/União Corinthians,5,1
18/11/2021,Rio Claro,85,79,Paulistano,5,1
18/11/2021,São Paulo,86,70,Pinheiros,5,1
18/11/2021,Sesi Franca,86,62,Corinthians,5,1
19/11/2021,UNIFACISA,53,70,Caxias do Sul Basquete,5,1
19/11/2021,Fortaleza B. C.,77,76,Luvix/União Corinthians,5,1
19/11/2021,BRB/Brasília,78,73,Mogi,5,1
19/11/2021,Cerrado Basquete,85,86,Pato Basquete,5,1
20/11/2021,Flamengo,99,63,Minas,5,1
20/11/2021,Rio Claro,63,75,Corinthians,5,1
20/11/2021,Sesi Franca,82,78,Paulistano,5,1
21/11/2021,BRB/Brasília,53,70,Pato Basquete,5,1
21/11/2021,Cerrado Basquete,74,86,Mogi,5,1
01/12/2021,Pato Basquete,66,63,Fortaleza B. C.,6,1
01/12/2021,Paulistano,85,84,Cerrado Basquete,6,1
01/12/2021,Mogi,75,85,UNIFACISA,6,1
01/12/2021,Corinthians,73,64,BRB/Brasília,6,1
02/12/2021,Bauru,73,68,Pinheiros,6,1
02/12/2021,Minas,75,96,Sesi Franca,6,1
02/12/2021,Flamengo,91,66,Rio Claro,6,1
02/12/2021,Luvix/União Corinthians,71,66,São Paulo,6,1
03/12/2021,Corinthians,79,89,Cerrado Basquete,6,1
03/12/2021,Paulistano,75,77,BRB/Brasília,6,1
03/12/2021,Mogi,86,79,Fortaleza B. C.,6,1
03/12/2021,Pato Basquete,69,80,UNIFACISA,6,1
04/12/2021,Flamengo,65,80,Sesi Franca,6,1
04/12/2021,Minas,89,61,Rio Claro,6,1
04/12/2021,Caxias do Sul Basquete,69,79,São Paulo,6,1
07/12/2021,Bauru,92,67,Luvix/União Corinthians,7,1
07/12/2021,BRB/Brasília,60,69,Flamengo,7,1
07/12/2021,Pinheiros,75,79,Caxias do Sul Basquete,7,1
07/12/2021,Cerrado Basquete,74,90,123 Minas,7,1
08/12/2021,Sesi Franca,86,76,Rio Claro,7,1
09/12/2021,Fortaleza B. C.,72,69,Paulistano,7,1
09/12/2021,BRB/Brasília,77,82,123 Minas,7,1
09/12/2021,Bauru,89,81,Caxias do Sul Basquete,7,1
09/12/2021,Pinheiros,88,66,Luvix/União Corinthians,7,1
11/12/2021,Fortaleza B. C.,78,66,Corinthians,7,1
11/12/2021,UNIFACISA,72,87,Paulistano,7,1
11/12/2021,BRB/Brasília,72,82,Cerrado Basquete,7,1
13/12/2021,UNIFACISA,99,87,Corinthians,8,1
14/12/2021,Pinheiros,83,73,Paulistano,8,1
16/12/2021,Pato Basquete,81,69,Pinheiros,8,1
16/12/2021,São Paulo,89,72,Mogi,8,1
16/12/2021,Caxias do Sul Basquete,89,72,Luvix/União Corinthians,8,1
16/12/2021,Rio Claro,93,75,Cerrado Basquete,8,1
18/12/2021,Corinthians,78,83,São Paulo,8,1
18/12/2021,Pato Basquete,87,53,Bauru,8,1
18/12/2021,Sesi Franca,96,61,Cerrado Basquete,8,1
19/12/2021,123 Minas,101,74,Fortaleza B. C.,8,1
19/12/2021,Rio Claro,80,58,BRB/Brasília,8,1
19/12/2021,Flamengo,89,70,UNIFACISA,8,1
20/12/2021,Mogi,76,79,Bauru,9,1
21/12/2021,123 Minas,71,68,UNIFACISA,9,1
21/12/2021,Flamengo,91,74,Fortaleza B. C.,9,1
21/12/2021,Sesi Franca,87,79,BRB/Brasília,9,1
22/12/2021,Mogi,65,82,Pinheiros,9,1
23/12/2021,Paulistano,60,75,São Paulo,9,1
28/12/2021,Luvix/União Corinthians,92,80,Mogi,10,1
28/12/2021,Bauru,77,71,Corinthians,10,1
28/12/2021,Caxias do Sul Basquete,80,67,Pato Basquete,10,1
30/12/2021,Luvix/União Corinthians,74,68,Pato Basquete,10,1
30/12/2021,Cerrado Basquete,75,91,Flamengo,10,1
30/12/2021,Caxias do Sul Basquete,73,78,Mogi,10,1
03/01/2022,UNIFACISA,81,85,Sesi Franca,11,1
03/01/2022,Fortaleza B. C.,20,0,Rio Claro,11,1
04/01/2022,São Paulo,91,87,123 Minas,11,1
05/01/2022,UNIFACISA,20,0,Rio Claro,11,1
05/01/2022,Fortaleza B. C.,64,110,Sesi Franca,11,1
06/01/2022,Bauru,97,98,Paulistano,11,1
06/01/2022,Pinheiros,67,65,Corinthians,11,1
08/01/2022,Sesi Franca,92,87,São Paulo,11,1
09/01/2022,123 Minas,76,64,Bauru,11,1
09/01/2022,BRB/Brasília,60,79,UNIFACISA,11,1
09/01/2022,Cerrado Basquete,122,126,Fortaleza B. C.,11,1
09/01/2022,Flamengo,81,64,Pinheiros,11,1
10/01/2022,Paulistano,90,78,Luvix/União Corinthians,12,1
10/01/2022,Rio Claro,91,85,São Paulo,12,1
10/01/2022,Corinthians,104,60,Caxias do Sul Basquete,12,1
10/01/2022,Mogi,68,72,Pato Basquete,12,1
11/01/2022,123 Minas,91,84,Pinheiros,12,1
11/01/2022,Flamengo,103,59,Bauru,12,1
11/01/2022,BRB/Brasília,82,75,Fortaleza B. C.,12,1
11/01/2022,Cerrado Basquete,74,88,UNIFACISA,12,1
12/01/2022,Paulistano,89,83,Caxias do Sul Basquete,12,1
12/01/2022,Corinthians,74,63,Luvix/União Corinthians,12,1
12/01/2022,São Paulo,86,77,Pato Basquete,12,1
25/01/2022,Rio Claro,84,80,Pinheiros,1,2
25/01/2022,BRB/Brasília,86,90,São Paulo,1,2
25/01/2022,Corinthians,98,75,Mogi,1,2
25/01/2022,Flamengo,90,55,Caxias do Sul Basquete,1,2
26/01/2022,Paulistano,82,86,Pato Basquete,1,2
26/01/2022,UNIFACISA,95,68,Fortaleza B. C.,1,2
27/01/2022,123 Minas,83,62,Caxias do Sul Basquete,1,2
27/01/2022,Rio Claro,76,84,Bauru,1,2
27/01/2022,Sesi Franca,95,80,Pinheiros,1,2
27/01/2022,Cerrado Basquete,86,84,São Paulo,1,2
28/01/2022,Paulistano,69,62,Mogi,1,2
28/01/2022,Corinthians,58,60,Pato Basquete,1,2
29/01/2022,Sesi Franca,104,88,Bauru,1,2
29/01/2022,123 Minas,97,82,Luvix/União Corinthians,1,2
31/01/2022,Pinheiros,107,95,BRB/Brasília,2,2
01/02/2022,Caxias do Sul Basquete,85,77,Rio Claro,2,2
02/02/2022,Bauru,96,74,BRB/Brasília,2,2
02/02/2022,Pinheiros,88,70,Cerrado Basquete,2,2
03/02/2022,Pato Basquete,87,93,Flamengo,2,2
03/02/2022,Caxias do Sul Basquete,68,83,Sesi Franca,2,2
03/02/2022,Luvix/União Corinthians,84,75,Rio Claro,2,2
03/02/2022,Corinthians,81,71,Paulistano,2,2
04/02/2022,Bauru,74,68,Cerrado Basquete,2,2
05/02/2022,Mogi,77,117,Flamengo,2,2
05/02/2022,São Paulo,88,70,UNIFACISA,2,2
05/02/2022,Luvix/União Corinthians,89,85,Sesi Franca,2,2
06/02/2022,Pato Basquete,70,101,123 Minas,2,2
07/02/2022,São Paulo,73,62,Fortaleza B. C.,3,2
07/02/2022,BRB/Brasília,78,79,Caxias do Sul Basquete,3,2
08/02/2022,Mogi,70,73,123 Minas,3,2
09/02/2022,UNIFACISA,87,85,Pinheiros,3,2
09/02/2022,BRB/Brasília,92,71,Luvix/União Corinthians,3,2
09/02/2022,Cerrado Basquete,79,61,Caxias do Sul Basquete,3,2
10/02/2022,Rio Claro,79,65,Pato Basquete,3,2
11/02/2022,UNIFACISA,92,64,Bauru,3,2
11/02/2022,Fortaleza B. C.,65,81,Pinheiros,3,2
11/02/2022,Cerrado Basquete,55,73,Luvix/União Corinthians,3,2
12/02/2022,123 Minas,91,88,Corinthians,3,2
12/02/2022,Rio Claro,75,56,Mogi,3,2
12/02/2022,Sesi Franca,97,80,Pato Basquete,3,2
13/02/2022,Fortaleza B. C.,74,72,Bauru,3,2
14/02/2022,Sesi Franca,92,71,Mogi,4,2
15/02/2022,123 Minas,104,67,Paulistano,4,2
15/02/2022,Pinheiros,92,98,São Paulo,4,2
17/02/2022,Pato Basquete,77,75,BRB/Brasília,4,2
17/02/2022,Corinthians,84,78,Rio Claro,4,2
17/02/2022,Mogi,87,67,Cerrado Basquete,4,2
18/02/2022,Bauru,102,87,São Paulo,4,2
18/02/2022,Caxias do Sul Basquete,74,66,Fortaleza B. C.,4,2
18/02/2022,Luvix/União Corinthians,70,74,UNIFACISA,4,2
19/02/2022,Corinthians,65,81,Sesi Franca,4,2
19/02/2022,Mogi,83,72,BRB/Brasília,4,2
19/02/2022,Pato Basquete,78,94,Cerrado Basquete,4,2
20/02/2022,123 Minas,88,79,Flamengo,4,2
20/02/2022,Paulistano,86,78,Rio Claro,4,2
20/02/2022,Caxias do Sul Basquete,60,79,UNIFACISA,4,2
20/02/2022,Luvix/União Corinthians,80,86,Fortaleza B. C.,4,2
02/03/2022,UNIFACISA,91,82,Mogi,5,2
02/03/2022,São Paulo,93,53,Caxias do Sul Basquete,5,2
02/03/2022,Flamengo,69,63,Cerrado Basquete,5,2
02/03/2022,Fortaleza B. C.,78,84,Pato Basquete,5,2
03/03/2022,Sesi Franca,98,89,123 Minas,5,2
04/03/2022,Paulistano,53,65,Bauru,5,2
04/03/2022,UNIFACISA,87,78,Pato Basquete,5,2
04/03/2022,São Paulo,98,71,Luvix/União Corinthians,5,2
04/03/2022,Fortaleza B. C.,82,75,Mogi,5,2
05/03/2022,Sesi Franca,90,85,Flamengo,5,2
05/03/2022,Rio Claro,75,78,123 Minas,5,2
06/03/2022,Pinheiros,60,65,Bauru,5,2
06/03/2022,Cerrado Basquete,86,80,Corinthians,5,2
07/03/2022,Rio Claro,79,99,Flamengo,6,2
07/03/2022,São Paulo,80,71,Paulistano,6,2
08/03/2022,BRB/Brasília,89,91,Corinthians,6,2
09/03/2022,123 Minas,74,66,Cerrado Basquete,6,2
10/03/2022,Paulistano,94,88,Fortaleza B. C.,6,2
10/03/2022,Rio Claro,78,102,Sesi Franca,6,2
11/03/2022,123 Minas,95,82,BRB/Brasília,6,2
11/03/2022,Pato Basquete,79,70,Mogi,6,2
12/03/2022,Corinthians,81,65,Fortaleza B. C.,6,2
12/03/2022,Caxias do Sul Basquete,80,87,Pinheiros,6,2
12/03/2022,Paulistano,83,64,UNIFACISA,6,2
12/03/2022,Luvix/União Corinthians,77,82,Bauru,6,2
14/03/2022,Corinthians,69,70,UNIFACISA,7,2
14/03/2022,Caxias do Sul Basquete,60,66,Bauru,7,2
14/03/2022,Luvix/União Corinthians,83,87,Pinheiros,7,2
15/03/2022,Paulistano,87,77,Sesi Franca,7,2
16/03/2022,Mogi,73,90,São Paulo,7,2
18/03/2022,Flamengo,73,70,Paulistano,4,2
22/03/2022,Flamengo,76,71,Corinthians,8,2
23/03/2022,Pato Basquete,62,82,São Paulo,8,2
24/03/2022,Flamengo,117,55,Luvix/União Corinthians,8,2
24/03/2022,Bauru,107,103,Mogi,8,2
24/03/2022,Paulistano,93,82,Pinheiros,8,2
24/03/2022,Cerrado Basquete,73,79,Rio Claro,8,2
25/03/2022,UNIFACISA,70,59,123 Minas,8,2
26/03/2022,São Paulo,88,67,Corinthians,8,2
26/03/2022,Cerrado Basquete,88,89,Sesi Franca,8,2
26/03/2022,BRB/Brasília,79,80,Rio Claro,8,2
27/03/2022,Fortaleza B. C.,75,85,123 Minas,8,2
27/03/2022,UNIFACISA,74,60,Flamengo,8,2
28/03/2022,BRB/Brasília,96,86,Sesi Franca,9,2
29/03/2022,Fortaleza B. C.,91,94,Flamengo,9,2
29/03/2022,Luvix/União Corinthians,84,70,Caxias do Sul Basquete,9,2
31/03/2022,123 Minas,61,82,São Paulo,9,2
31/03/2022,Bauru,84,74,Pato Basquete,9,2
02/04/2022,Flamengo,88,78,São Paulo,9,2
02/04/2022,Cerrado Basquete,76,80,Paulistano,9,2
02/04/2022,Pinheiros,82,69,Pato Basquete,9,2
04/04/2022,Mogi,85,75,Luvix/União Corinthians,10,2
04/04/2022,BRB/Brasília,60,78,Paulistano,10,2
04/04/2022,Corinthians,79,83,Pinheiros,10,2
05/04/2022,Sesi Franca,74,65,UNIFACISA,10,2
05/04/2022,Rio Claro,82,66,Fortaleza B. C.,10,2
06/04/2022,Pato Basquete,90,89,Luvix/União Corinthians,10,2
06/04/2022,Mogi,86,65,Caxias do Sul Basquete,10,2
07/04/2022,Rio Claro,83,72,UNIFACISA,10,2
07/04/2022,Sesi Franca,90,66,Fortaleza B. C.,10,2
08/04/2022,Pato Basquete,59,68,Caxias do Sul Basquete,10,2
08/04/2022,Cerrado Basquete,86,90,BRB/Brasília,10,2
09/04/2022,Corinthians,75,67,Bauru,10,2
11/04/2022,Pinheiros,69,90,Mogi,11,2
12/04/2022,Bauru,101,69,123 Minas,11,2
12/04/2022,Luvix/União Corinthians,71,88,Paulistano,11,2
13/04/2022,UNIFACISA,72,90,BRB/Brasília,11,2
13/04/2022,São Paulo,96,69,Rio Claro,11,2
13/04/2022,Fortaleza B. C.,75,77,Cerrado Basquete,11,2
14/04/2022,Bauru,80,92,Flamengo,11,2
14/04/2022,Pinheiros,83,93,123 Minas,11,2
14/04/2022,Caxias do Sul Basquete,61,54,Paulistano,11,2
14/04/2022,Luvix/União Corinthians,55,74,Corinthians,11,2
15/04/2022,UNIFACISA,75,65,Cerrado Basquete,11,2
15/04/2022,Fortaleza B. C.,77,65,BRB/Brasília,11,2
16/04/2022,São Paulo,66,81,Sesi Franca,11,2
16/04/2022,Caxias do Sul Basquete,57,62,Corinthians,11,2
16/04/2022,Pinheiros,92,80,Flamengo,11,2
18/04/2022,Flamengo,113,83,BRB/Brasília,7,2
19/04/2022,Caxias do Sul Basquete,64,73,UNIFACISA,1,3
19/04/2022,Pato Basquete,72,63,Bauru,1,3
20/04/2022,Rio Claro,67,65,Paulistano,1,3
20/04/2022,Corinthians,78,80,Pinheiros,1,3
22/04/2022,UNIFACISA,81,67,Caxias do Sul Basquete,2,3
22/04/2022,Bauru,82,71,Pato Basquete,2,3
23/04/2022,Pinheiros,89,78,Corinthians,2,3
23/04/2022,Paulistano,90,84,Rio Claro,2,3
24/04/2022,Bauru,88,79,Pato Basquete,3,3
25/04/2022,Paulistano,68,64,Rio Claro,3,3
27/04/2022,123 Minas,85,65,UNIFACISA,1,4
27/04/2022,Sesi Franca,95,86,Pinheiros,1,4
28/04/2022,São Paulo,90,65,Bauru,1,4
28/04/2022,Flamengo,74,68,Paulistano,1,4
30/04/2022,Pinheiros,84,92,Sesi Franca,2,4
30/04/2022,UNIFACISA,91,80,123 Minas,2,4
01/05/2022,Paulistano,73,80,Flamengo,2,4
01/05/2022,Bauru,62,85,São Paulo,2,4
02/05/2022,Pinheiros,79,91,Sesi Franca,3,4
02/05/2022,UNIFACISA,85,88,123 Minas,3,4
03/05/2022,Bauru,71,88,São Paulo,3,4
03/05/2022,Paulistano,68,87,Flamengo,3,4
07/05/2022,123 Minas,75,63,UNIFACISA,4,4
11/05/2022,Sesi Franca,80,78,São Paulo,1,5
12/05/2022,Flamengo,76,67,123 Minas,1,5
14/05/2022,São Paulo,87,74,Sesi Franca,2,5
15/05/2022,123 Minas,63,77,Flamengo,2,5
16/05/2022,São Paulo,65,78,Sesi Franca,3,5
17/05/2022,123 Minas,80,91,Flamengo,3,5
21/05/2022,Sesi Franca,81,78,São Paulo,4,5
28/05/2022,Sesi Franca,85,79,Flamengo,1,6
02/06/2022,Flamengo,62,64,Sesi Franca,2,6
04/06/2022,Flamengo,81,75,Sesi Franca,3,6
09/06/2022,Sesi Franca,80,65,Flamengo,4,6
